fips,county,state,year,candidate,vote
19041,Clay,Iowa,2016,Trump,5877
19109,Kossuth,Iowa,2016,Clinton,2543
19109,Kossuth,Iowa,2016,Trump,5653
19083,Hardin,Iowa,2016,Clinton,2787
19083,Hardin,Iowa,2016,Trump,5254
19021,Buena Vista,Iowa,2016,Clinton,2856
19021,Buena Vista,Iowa,2016,Trump,4903
19101,Jefferson,Iowa,2016,Clinton,3710
19101,Jefferson,Iowa,2016,Trump,3748
19067,Floyd,Iowa,2016,Clinton,3179
19067,Floyd,Iowa,2016,Trump,4375
19129,Mills,Iowa,2016,Clinton,2090
19129,Mills,Iowa,2016,Trump,5067
19079,Hamilton,Iowa,2016,Clinton,2726
19079,Hamilton,Iowa,2016,Trump,4463
19023,Butler,Iowa,2016,Clinton,2157
19023,Butler,Iowa,2016,Trump,4921
19085,Harrison,Iowa,2016,Clinton,2131
19085,Harrison,Iowa,2016,Trump,4902
19141,O'Brien,Iowa,2016,Clinton,1315
19141,O'Brien,Iowa,2016,Trump,5752
19029,Cass,Iowa,2016,Clinton,1951
19029,Cass,Iowa,2016,Trump,4761
19145,Page,Iowa,2016,Clinton,1807
19145,Page,Iowa,2016,Trump,4893
19047,Crawford,Iowa,2016,Clinton,1991
19047,Crawford,Iowa,2016,Trump,4617
19005,Allamakee,Iowa,2016,Clinton,2421
19005,Allamakee,Iowa,2016,Trump,4093
19075,Grundy,Iowa,2016,Clinton,1856
19075,Grundy,Iowa,2016,Trump,4527
19037,Chickasaw,Iowa,2016,Clinton,2266
19037,Chickasaw,Iowa,2016,Trump,3742
19119,Lyon,Iowa,2016,Clinton,920
19119,Lyon,Iowa,2016,Trump,5192
19165,Shelby,Iowa,2016,Clinton,1662
19165,Shelby,Iowa,2016,Trump,4362
19035,Cherokee,Iowa,2016,Clinton,1679
19035,Cherokee,Iowa,2016,Trump,4192
19007,Appanoose,Iowa,2016,Clinton,1814
19007,Appanoose,Iowa,2016,Trump,4033
19197,Wright,Iowa,2016,Clinton,1896
19197,Wright,Iowa,2016,Trump,3800
19081,Hancock,Iowa,2016,Clinton,1587
19081,Hancock,Iowa,2016,Trump,3977
19175,Union,Iowa,2016,Clinton,1922
19175,Union,Iowa,2016,Trump,3525
19189,Winnebago,Iowa,2016,Clinton,1931
19189,Winnebago,Iowa,2016,Trump,3447
19077,Guthrie,Iowa,2016,Clinton,1732
19077,Guthrie,Iowa,2016,Trump,3628
19131,Mitchell,Iowa,2016,Clinton,1888
19131,Mitchell,Iowa,2016,Trump,3190
19161,Sac,Iowa,2016,Clinton,1270
19161,Sac,Iowa,2016,Trump,3703
19025,Calhoun,Iowa,2016,Clinton,1398
19025,Calhoun,Iowa,2016,Trump,3468
19091,Humboldt,Iowa,2016,Clinton,1252
19091,Humboldt,Iowa,2016,Trump,3568
19137,Montgomery,Iowa,2016,Clinton,1314
19137,Montgomery,Iowa,2016,Trump,3436
19115,Louisa,Iowa,2016,Clinton,1648
19115,Louisa,Iowa,2016,Trump,3069
19107,Keokuk,Iowa,2016,Clinton,1342
19107,Keokuk,Iowa,2016,Trump,3390
19069,Franklin,Iowa,2016,Clinton,1493
19069,Franklin,Iowa,2016,Trump,3163
19073,Greene,Iowa,2016,Clinton,1691
19073,Greene,Iowa,2016,Trump,2820
19063,Emmet,Iowa,2016,Clinton,1357
19063,Emmet,Iowa,2016,Trump,3124
19147,Palo Alto,Iowa,2016,Clinton,1398
19147,Palo Alto,Iowa,2016,Trump,3081
19133,Monona,Iowa,2016,Clinton,1247
19133,Monona,Iowa,2016,Trump,3120
19089,Howard,Iowa,2016,Clinton,1677
19089,Howard,Iowa,2016,Trump,2611
19039,Clarke,Iowa,2016,Clinton,1465
19039,Clarke,Iowa,2016,Trump,2713
19117,Lucas,Iowa,2016,Clinton,1239
19117,Lucas,Iowa,2016,Trump,2877
19195,Worth,Iowa,2016,Clinton,1530
19195,Worth,Iowa,2016,Trump,2453
19051,Davis,Iowa,2016,Clinton,977
19051,Davis,Iowa,2016,Trump,2723
19135,Monroe,Iowa,2016,Clinton,1056
19135,Monroe,Iowa,2016,Trump,2638
19151,Pocahontas,Iowa,2016,Clinton,963
19151,Pocahontas,Iowa,2016,Trump,2702
19001,Adair,Iowa,2016,Clinton,1133
19001,Adair,Iowa,2016,Trump,2461
19053,Decatur,Iowa,2016,Clinton,1201
19053,Decatur,Iowa,2016,Trump,2296
19093,Ida,Iowa,2016,Clinton,792
19093,Ida,Iowa,2016,Trump,2655
19071,Fremont,Iowa,2016,Clinton,963
19071,Fremont,Iowa,2016,Trump,2407
19177,Van Buren,Iowa,2016,Clinton,845
19177,Van Buren,Iowa,2016,Trump,2527
19009,Audubon,Iowa,2016,Clinton,1080
19009,Audubon,Iowa,2016,Trump,2136
19143,Osceola,Iowa,2016,Clinton,552
19143,Osceola,Iowa,2016,Trump,2531
19173,Taylor,Iowa,2016,Clinton,758
19173,Taylor,Iowa,2016,Trump,2111
19185,Wayne,Iowa,2016,Clinton,719
19185,Wayne,Iowa,2016,Trump,2069
19159,Ringgold,Iowa,2016,Clinton,753
19159,Ringgold,Iowa,2016,Trump,1824
19003,Adams,Iowa,2016,Clinton,565
19003,Adams,Iowa,2016,Trump,1395
20091,Johnson,Kansas,2016,Clinton,129852
20091,Johnson,Kansas,2016,Trump,137490
20173,Sedgwick,Kansas,2016,Clinton,69627
20173,Sedgwick,Kansas,2016,Trump,104353
20177,Shawnee,Kansas,2016,Clinton,33926
20177,Shawnee,Kansas,2016,Trump,35934
20045,Douglas,Kansas,2016,Clinton,31195
20045,Douglas,Kansas,2016,Trump,14688
20209,Wyandotte,Kansas,2016,Clinton,30146
20209,Wyandotte,Kansas,2016,Trump,15806
20103,Leavenworth,Kansas,2016,Clinton,10209
20103,Leavenworth,Kansas,2016,Trump,17638
20015,Butler,Kansas,2016,Clinton,6573
20015,Butler,Kansas,2016,Trump,19073
20155,Reno,Kansas,2016,Clinton,6837
20155,Reno,Kansas,2016,Trump,15513
20169,Saline,Kansas,2016,Clinton,6317
20169,Saline,Kansas,2016,Trump,13828
20161,Riley,Kansas,2016,Clinton,9341
20161,Riley,Kansas,2016,Trump,10107
20121,Miami,Kansas,2016,Clinton,3991
20121,Miami,Kansas,2016,Trump,10003
20079,Harvey,Kansas,2016,Clinton,5068
20079,Harvey,Kansas,2016,Trump,8668
20037,Crawford,Kansas,2016,Clinton,5199
20037,Crawford,Kansas,2016,Trump,8624
20113,McPherson,Kansas,2016,Clinton,3226
20113,McPherson,Kansas,2016,Trump,8549
20035,Cowley,Kansas,2016,Clinton,3551
20035,Cowley,Kansas,2016,Trump,8270
20111,Lyon,Kansas,2016,Clinton,4649
20111,Lyon,Kansas,2016,Trump,6552
20125,Montgomery,Kansas,2016,Clinton,2637
20125,Montgomery,Kansas,2016,Trump,8679
20051,Ellis,Kansas,2016,Clinton,2742
20051,Ellis,Kansas,2016,Trump,8466
20059,Franklin,Kansas,2016,Clinton,2892
20059,Franklin,Kansas,2016,Trump,7185
20149,Pottawatomie,Kansas,2016,Clinton,2225
20149,Pottawatomie,Kansas,2016,Trump,7612
20009,Barton,Kansas,2016,Clinton,1839
20009,Barton,Kansas,2016,Trump,7888
20055,Finney,Kansas,2016,Clinton,3195
20055,Finney,Kansas,2016,Trump,6350
20191,Sumner,Kansas,2016,Clinton,2076
20191,Sumner,Kansas,2016,Trump,6984
20021,Cherokee,Kansas,2016,Clinton,2005
20021,Cherokee,Kansas,2016,Trump,6182
20087,Jefferson,Kansas,2016,Clinton,2518
20087,Jefferson,Kansas,2016,Trump,5213
20041,Dickinson,Kansas,2016,Clinton,1609
20041,Dickinson,Kansas,2016,Trump,6029
20099,Labette,Kansas,2016,Clinton,2291
20099,Labette,Kansas,2016,Trump,5335
20061,Geary,Kansas,2016,Clinton,2722
20061,Geary,Kansas,2016,Trump,4274
20057,Ford,Kansas,2016,Clinton,2149
20057,Ford,Kansas,2016,Trump,5114
20139,Osage,Kansas,2016,Clinton,1753
20139,Osage,Kansas,2016,Trump,4826
20005,Atchison,Kansas,2016,Clinton,1989
20005,Atchison,Kansas,2016,Trump,4049
20133,Neosho,Kansas,2016,Clinton,1501
20133,Neosho,Kansas,2016,Trump,4431
20011,Bourbon,Kansas,2016,Clinton,1336
20011,Bourbon,Kansas,2016,Trump,4424
20085,Jackson,Kansas,2016,Clinton,1512
20085,Jackson,Kansas,2016,Trump,3939
20115,Marion,Kansas,2016,Clinton,1204
20115,Marion,Kansas,2016,Trump,4003
20001,Allen,Kansas,2016,Clinton,1433
20001,Allen,Kansas,2016,Trump,3651
20131,Nemaha,Kansas,2016,Clinton,725
20131,Nemaha,Kansas,2016,Trump,4124
20175,Seward,Kansas,2016,Clinton,1628
20175,Seward,Kansas,2016,Trump,3159
20117,Marshall,Kansas,2016,Clinton,1072
20117,Marshall,Kansas,2016,Trump,3307
20107,Linn,Kansas,2016,Clinton,736
20107,Linn,Kansas,2016,Trump,3484
20031,Coffey,Kansas,2016,Clinton,727
20031,Coffey,Kansas,2016,Trump,3050
20013,Brown,Kansas,2016,Clinton,863
20013,Brown,Kansas,2016,Trump,2906
20029,Cloud,Kansas,2016,Clinton,761
20029,Cloud,Kansas,2016,Trump,2919
20151,Pratt,Kansas,2016,Clinton,771
20151,Pratt,Kansas,2016,Trump,2838
20027,Clay,Kansas,2016,Clinton,677
20027,Clay,Kansas,2016,Trump,2891
20159,Rice,Kansas,2016,Clinton,695
20159,Rice,Kansas,2016,Trump,2837
20205,Wilson,Kansas,2016,Clinton,594
20205,Wilson,Kansas,2016,Trump,2788
20193,Thomas,Kansas,2016,Clinton,473
20193,Thomas,Kansas,2016,Trump,2908
20197,Wabaunsee,Kansas,2016,Clinton,776
20197,Wabaunsee,Kansas,2016,Trump,2372
20043,Doniphan,Kansas,2016,Clinton,587
20043,Doniphan,Kansas,2016,Trump,2606
20003,Anderson,Kansas,2016,Clinton,672
20003,Anderson,Kansas,2016,Trump,2435
20095,Kingman,Kansas,2016,Clinton,599
20095,Kingman,Kansas,2016,Trump,2530
20167,Russell,Kansas,2016,Clinton,461
20167,Russell,Kansas,2016,Trump,2574
20123,Mitchell,Kansas,2016,Clinton,477
20123,Mitchell,Kansas,2016,Trump,2308
20143,Ottawa,Kansas,2016,Clinton,424
20143,Ottawa,Kansas,2016,Trump,2283
20073,Greenwood,Kansas,2016,Clinton,485
20073,Greenwood,Kansas,2016,Trump,2160
20201,Washington,Kansas,2016,Clinton,387
20201,Washington,Kansas,2016,Trump,2194
20053,Ellsworth,Kansas,2016,Clinton,521
20053,Ellsworth,Kansas,2016,Trump,1969
20147,Phillips,Kansas,2016,Clinton,300
20147,Phillips,Kansas,2016,Trump,2233
20145,Pawnee,Kansas,2016,Clinton,579
20145,Pawnee,Kansas,2016,Trump,1904
20127,Morris,Kansas,2016,Clinton,601
20127,Morris,Kansas,2016,Trump,1820
20181,Sherman,Kansas,2016,Clinton,347
20181,Sherman,Kansas,2016,Trump,2089
20077,Harper,Kansas,2016,Clinton,393
20077,Harper,Kansas,2016,Trump,1996
20157,Republic,Kansas,2016,Clinton,375
20157,Republic,Kansas,2016,Trump,2024
20163,Rooks,Kansas,2016,Clinton,275
20163,Rooks,Kansas,2016,Trump,2031
20067,Grant,Kansas,2016,Clinton,441
20067,Grant,Kansas,2016,Trump,1804
20007,Barber,Kansas,2016,Clinton,286
20007,Barber,Kansas,2016,Trump,1850
20137,Norton,Kansas,2016,Clinton,281
20137,Norton,Kansas,2016,Trump,1840
20171,Scott,Kansas,2016,Clinton,236
20171,Scott,Kansas,2016,Trump,1865
20069,Gray,Kansas,2016,Clinton,263
20069,Gray,Kansas,2016,Trump,1698
20183,Smith,Kansas,2016,Clinton,297
20183,Smith,Kansas,2016,Trump,1661
20185,Stafford,Kansas,2016,Clinton,304
20185,Stafford,Kansas,2016,Trump,1490
20189,Stevens,Kansas,2016,Clinton,220
20189,Stevens,Kansas,2016,Trump,1599
20141,Osborne,Kansas,2016,Clinton,233
20141,Osborne,Kansas,2016,Trump,1460
20119,Meade,Kansas,2016,Clinton,210
20119,Meade,Kansas,2016,Trump,1415
20165,Rush,Kansas,2016,Clinton,233
20165,Rush,Kansas,2016,Trump,1197
20089,Jewell,Kansas,2016,Clinton,180
20089,Jewell,Kansas,2016,Trump,1223
20195,Trego,Kansas,2016,Clinton,198
20195,Trego,Kansas,2016,Trump,1227
20019,Chautauqua,Kansas,2016,Clinton,197
20019,Chautauqua,Kansas,2016,Trump,1236
20153,Rawlins,Kansas,2016,Clinton,163
20153,Rawlins,Kansas,2016,Trump,1220
20105,Lincoln,Kansas,2016,Clinton,215
20105,Lincoln,Kansas,2016,Trump,1179
20135,Ness,Kansas,2016,Clinton,162
20135,Ness,Kansas,2016,Trump,1228
20039,Decatur,Kansas,2016,Clinton,178
20039,Decatur,Kansas,2016,Trump,1210
20207,Woodson,Kansas,2016,Clinton,273
20207,Woodson,Kansas,2016,Trump,1082
20023,Cheyenne,Kansas,2016,Clinton,181
20023,Cheyenne,Kansas,2016,Trump,1173
20179,Sheridan,Kansas,2016,Clinton,127
20179,Sheridan,Kansas,2016,Trump,1197
20017,Chase,Kansas,2016,Clinton,316
20017,Chase,Kansas,2016,Trump,969
20109,Logan,Kansas,2016,Clinton,149
20109,Logan,Kansas,2016,Trump,1132
20081,Haskell,Kansas,2016,Clinton,245
20081,Haskell,Kansas,2016,Trump,1040
20063,Gove,Kansas,2016,Clinton,149
20063,Gove,Kansas,2016,Trump,1140
20047,Edwards,Kansas,2016,Clinton,212
20047,Edwards,Kansas,2016,Trump,1037
20093,Kearny,Kansas,2016,Clinton,174
20093,Kearny,Kansas,2016,Trump,1075
20065,Graham,Kansas,2016,Clinton,188
20065,Graham,Kansas,2016,Trump,1025
20049,Elk,Kansas,2016,Clinton,160
20049,Elk,Kansas,2016,Trump,1048
20129,Morton,Kansas,2016,Clinton,147
20129,Morton,Kansas,2016,Trump,995
20097,Kiowa,Kansas,2016,Clinton,114
20097,Kiowa,Kansas,2016,Trump,900
20083,Hodgeman,Kansas,2016,Clinton,124
20083,Hodgeman,Kansas,2016,Trump,855
20025,Clark,Kansas,2016,Clinton,120
20025,Clark,Kansas,2016,Trump,825
20203,Wichita,Kansas,2016,Clinton,140
20203,Wichita,Kansas,2016,Trump,769
20075,Hamilton,Kansas,2016,Clinton,121
20075,Hamilton,Kansas,2016,Trump,705
20101,Lane,Kansas,2016,Clinton,106
20101,Lane,Kansas,2016,Trump,718
20033,Comanche,Kansas,2016,Clinton,102
20033,Comanche,Kansas,2016,Trump,715
20199,Wallace,Kansas,2016,Clinton,46
20199,Wallace,Kansas,2016,Trump,721
20071,Greeley,Kansas,2016,Clinton,83
20071,Greeley,Kansas,2016,Trump,534
20187,Stanton,Kansas,2016,Clinton,115
20187,Stanton,Kansas,2016,Trump,492
21111,Jefferson,Kentucky,2016,Clinton,190836
21111,Jefferson,Kentucky,2016,Trump,143768
21067,Fayette,Kentucky,2016,Clinton,69778
21067,Fayette,Kentucky,2016,Trump,56894
21117,Kenton,Kentucky,2016,Clinton,24214
21117,Kenton,Kentucky,2016,Trump,42958
21015,Boone,Kentucky,2016,Clinton,15026
21015,Boone,Kentucky,2016,Trump,39082
21227,Warren,Kentucky,2016,Clinton,16966
21227,Warren,Kentucky,2016,Trump,28673
21059,Daviess,Kentucky,2016,Clinton,14163
21059,Daviess,Kentucky,2016,Trump,28907
21093,Hardin,Kentucky,2016,Clinton,13944
21093,Hardin,Kentucky,2016,Trump,26971
21037,Campbell,Kentucky,2016,Clinton,14658
21037,Campbell,Kentucky,2016,Trump,25050
21151,Madison,Kentucky,2016,Clinton,11793
21151,Madison,Kentucky,2016,Trump,23431
21029,Bullitt,Kentucky,2016,Clinton,8255
21029,Bullitt,Kentucky,2016,Trump,26210
21185,Oldham,Kentucky,2016,Clinton,10268
21185,Oldham,Kentucky,2016,Trump,20469
21145,McCracken,Kentucky,2016,Clinton,9134
21145,McCracken,Kentucky,2016,Trump,20774
21199,Pulaski,Kentucky,2016,Clinton,4208
21199,Pulaski,Kentucky,2016,Trump,22902
21125,Laurel,Kentucky,2016,Clinton,3440
21125,Laurel,Kentucky,2016,Trump,20592
21195,Pike,Kentucky,2016,Clinton,4280
21195,Pike,Kentucky,2016,Trump,19747
21209,Scott,Kentucky,2016,Clinton,7715
21209,Scott,Kentucky,2016,Trump,15052
21073,Franklin,Kentucky,2016,Clinton,10717
21073,Franklin,Kentucky,2016,Trump,11819
21113,Jessamine,Kentucky,2016,Clinton,6144
21113,Jessamine,Kentucky,2016,Trump,15474
21047,Christian,Kentucky,2016,Clinton,7188
21047,Christian,Kentucky,2016,Trump,14108
21179,Nelson,Kentucky,2016,Clinton,6434
21179,Nelson,Kentucky,2016,Trump,13431
21211,Shelby,Kentucky,2016,Clinton,6276
21211,Shelby,Kentucky,2016,Trump,13196
21019,Boyd,Kentucky,2016,Clinton,6021
21019,Boyd,Kentucky,2016,Trump,13591
21107,Hopkins,Kentucky,2016,Clinton,4310
21107,Hopkins,Kentucky,2016,Trump,15277
21101,Henderson,Kentucky,2016,Clinton,6707
21101,Henderson,Kentucky,2016,Trump,12159
21009,Barren,Kentucky,2016,Clinton,4275
21009,Barren,Kentucky,2016,Trump,13483
21157,Marshall,Kentucky,2016,Clinton,3672
21157,Marshall,Kentucky,2016,Trump,12322
21083,Graves,Kentucky,2016,Clinton,3308
21083,Graves,Kentucky,2016,Trump,12671
21071,Floyd,Kentucky,2016,Clinton,4015
21071,Floyd,Kentucky,2016,Trump,11993
21089,Greenup,Kentucky,2016,Clinton,4146
21089,Greenup,Kentucky,2016,Trump,11546
21049,Clark,Kentucky,2016,Clinton,4706
21049,Clark,Kentucky,2016,Trump,10710
21035,Calloway,Kentucky,2016,Clinton,4749
21035,Calloway,Kentucky,2016,Trump,10367
21235,Whitley,Kentucky,2016,Clinton,2067
21235,Whitley,Kentucky,2016,Trump,11312
21239,Woodford,Kentucky,2016,Clinton,4958
21239,Woodford,Kentucky,2016,Trump,7697
21177,Muhlenberg,Kentucky,2016,Clinton,3272
21177,Muhlenberg,Kentucky,2016,Trump,9393
21021,Boyle,Kentucky,2016,Clinton,4281
21021,Boyle,Kentucky,2016,Trump,8040
21163,Meade,Kentucky,2016,Clinton,3026
21163,Meade,Kentucky,2016,Trump,8660
21121,Knox,Kentucky,2016,Clinton,1761
21121,Knox,Kentucky,2016,Trump,9885
21173,Montgomery,Kentucky,2016,Clinton,3158
21173,Montgomery,Kentucky,2016,Trump,7856
21005,Anderson,Kentucky,2016,Clinton,2634
21005,Anderson,Kentucky,2016,Trump,8242
21217,Taylor,Kentucky,2016,Clinton,2553
21217,Taylor,Kentucky,2016,Trump,8320
21141,Logan,Kentucky,2016,Clinton,2755
21141,Logan,Kentucky,2016,Trump,7778
21095,Harlan,Kentucky,2016,Clinton,1372
21095,Harlan,Kentucky,2016,Trump,9129
21167,Mercer,Kentucky,2016,Clinton,2395
21167,Mercer,Kentucky,2016,Trump,7740
21085,Grayson,Kentucky,2016,Clinton,1959
21085,Grayson,Kentucky,2016,Trump,8219
21193,Perry,Kentucky,2016,Clinton,2136
21193,Perry,Kentucky,2016,Trump,8158
21183,Ohio,Kentucky,2016,Clinton,2080
21183,Ohio,Kentucky,2016,Trump,7942
21043,Carter,Kentucky,2016,Clinton,2276
21043,Carter,Kentucky,2016,Trump,7587
21013,Bell,Kentucky,2016,Clinton,1720
21013,Bell,Kentucky,2016,Trump,7764
21115,Johnson,Kentucky,2016,Clinton,1250
21115,Johnson,Kentucky,2016,Trump,8043
21137,Lincoln,Kentucky,2016,Clinton,1865
21137,Lincoln,Kentucky,2016,Trump,7338
21081,Grant,Kentucky,2016,Clinton,1910
21081,Grant,Kentucky,2016,Trump,7268
21215,Spencer,Kentucky,2016,Clinton,1921
21215,Spencer,Kentucky,2016,Trump,7196
21133,Letcher,Kentucky,2016,Clinton,1542
21133,Letcher,Kentucky,2016,Trump,7293
21205,Rowan,Kentucky,2016,Clinton,3295
21205,Rowan,Kentucky,2016,Trump,5174
21017,Bourbon,Kentucky,2016,Clinton,2791
21017,Bourbon,Kentucky,2016,Trump,5569
21027,Breckinridge,Kentucky,2016,Clinton,1960
21027,Breckinridge,Kentucky,2016,Trump,6484
21001,Adair,Kentucky,2016,Clinton,1323
21001,Adair,Kentucky,2016,Trump,6637
21207,Russell,Kentucky,2016,Clinton,1093
21207,Russell,Kentucky,2016,Trump,6863
21155,Marion,Kentucky,2016,Clinton,2679
21155,Marion,Kentucky,2016,Trump,5122
21003,Allen,Kentucky,2016,Clinton,1349
21003,Allen,Kentucky,2016,Trump,6466
21231,Wayne,Kentucky,2016,Clinton,1431
21231,Wayne,Kentucky,2016,Trump,6371
21097,Harrison,Kentucky,2016,Clinton,2031
21097,Harrison,Kentucky,2016,Trump,5435
21079,Garrard,Kentucky,2016,Clinton,1453
21079,Garrard,Kentucky,2016,Trump,5904
21213,Simpson,Kentucky,2016,Clinton,2144
21213,Simpson,Kentucky,2016,Trump,5077
21099,Hart,Kentucky,2016,Clinton,1730
21099,Hart,Kentucky,2016,Trump,5320
21161,Mason,Kentucky,2016,Clinton,1970
21161,Mason,Kentucky,2016,Trump,4944
21103,Henry,Kentucky,2016,Clinton,1828
21103,Henry,Kentucky,2016,Trump,4944
21051,Clay,Kentucky,2016,Clinton,752
21051,Clay,Kentucky,2016,Trump,5861
21221,Trigg,Kentucky,2016,Clinton,1587
21221,Trigg,Kentucky,2016,Trump,4931
21203,Rockcastle,Kentucky,2016,Clinton,915
21203,Rockcastle,Kentucky,2016,Trump,5609
21045,Casey,Kentucky,2016,Clinton,767
21045,Casey,Kentucky,2016,Trump,5482
21123,LaRue,Kentucky,2016,Clinton,1278
21123,LaRue,Kentucky,2016,Trump,4799
21069,Fleming,Kentucky,2016,Clinton,1348
21069,Fleming,Kentucky,2016,Trump,4722
21225,Union,Kentucky,2016,Clinton,1331
21225,Union,Kentucky,2016,Trump,4701
21127,Lawrence,Kentucky,2016,Clinton,1045
21127,Lawrence,Kentucky,2016,Trump,4816
21191,Pendleton,Kentucky,2016,Clinton,1164
21191,Pendleton,Kentucky,2016,Trump,4604
21033,Caldwell,Kentucky,2016,Clinton,1260
21033,Caldwell,Kentucky,2016,Trump,4507
21233,Webster,Kentucky,2016,Clinton,1240
21233,Webster,Kentucky,2016,Trump,4397
21147,McCreary,Kentucky,2016,Clinton,664
21147,McCreary,Kentucky,2016,Trump,5012
21119,Knott,Kentucky,2016,Clinton,1245
21119,Knott,Kentucky,2016,Trump,4357
21025,Breathitt,Kentucky,2016,Clinton,1537
21025,Breathitt,Kentucky,2016,Trump,3991
21229,Washington,Kentucky,2016,Clinton,1420
21229,Washington,Kentucky,2016,Trump,4013
21031,Butler,Kentucky,2016,Clinton,947
21031,Butler,Kentucky,2016,Trump,4428
21065,Estill,Kentucky,2016,Clinton,1108
21065,Estill,Kentucky,2016,Trump,4236
21109,Jackson,Kentucky,2016,Clinton,482
21109,Jackson,Kentucky,2016,Trump,4889
21087,Green,Kentucky,2016,Clinton,832
21087,Green,Kentucky,2016,Trump,4372
21135,Lewis,Kentucky,2016,Clinton,785
21135,Lewis,Kentucky,2016,Trump,4363
21061,Edmonson,Kentucky,2016,Clinton,979
21061,Edmonson,Kentucky,2016,Trump,4135
21153,Magoffin,Kentucky,2016,Clinton,1172
21153,Magoffin,Kentucky,2016,Trump,3824
21187,Owen,Kentucky,2016,Clinton,1062
21187,Owen,Kentucky,2016,Trump,3745
21171,Monroe,Kentucky,2016,Clinton,601
21171,Monroe,Kentucky,2016,Trump,4278
21197,Powell,Kentucky,2016,Clinton,1272
21197,Powell,Kentucky,2016,Trump,3513
21219,Todd,Kentucky,2016,Clinton,1042
21219,Todd,Kentucky,2016,Trump,3612
21175,Morgan,Kentucky,2016,Clinton,1006
21175,Morgan,Kentucky,2016,Trump,3628
21139,Livingston,Kentucky,2016,Clinton,887
21139,Livingston,Kentucky,2016,Trump,3570
21169,Metcalfe,Kentucky,2016,Clinton,976
21169,Metcalfe,Kentucky,2016,Trump,3491
21011,Bath,Kentucky,2016,Clinton,1361
21011,Bath,Kentucky,2016,Trump,3082
21149,McLean,Kentucky,2016,Clinton,988
21149,McLean,Kentucky,2016,Trump,3381
21131,Leslie,Kentucky,2016,Clinton,400
21131,Leslie,Kentucky,2016,Trump,4015
21053,Clinton,Kentucky,2016,Clinton,547
21053,Clinton,Kentucky,2016,Trump,3809
21091,Hancock,Kentucky,2016,Clinton,1244
21091,Hancock,Kentucky,2016,Trump,2788
21007,Ballard,Kentucky,2016,Clinton,816
21007,Ballard,Kentucky,2016,Trump,3161
21055,Crittenden,Kentucky,2016,Clinton,617
21055,Crittenden,Kentucky,2016,Trump,3290
21143,Lyon,Kentucky,2016,Clinton,1045
21143,Lyon,Kentucky,2016,Trump,2789
21159,Martin,Kentucky,2016,Clinton,363
21159,Martin,Kentucky,2016,Trump,3503
21041,Carroll,Kentucky,2016,Clinton,1106
21041,Carroll,Kentucky,2016,Trump,2588
21223,Trimble,Kentucky,2016,Clinton,879
21223,Trimble,Kentucky,2016,Trump,2771
21023,Bracken,Kentucky,2016,Clinton,705
21023,Bracken,Kentucky,2016,Trump,2711
21077,Gallatin,Kentucky,2016,Clinton,749
21077,Gallatin,Kentucky,2016,Trump,2443
21057,Cumberland,Kentucky,2016,Clinton,459
21057,Cumberland,Kentucky,2016,Trump,2502
21063,Elliott,Kentucky,2016,Clinton,740
21063,Elliott,Kentucky,2016,Trump,2000
21181,Nicholas,Kentucky,2016,Clinton,787
21181,Nicholas,Kentucky,2016,Trump,1957
21165,Menifee,Kentucky,2016,Clinton,700
21165,Menifee,Kentucky,2016,Trump,2010
21129,Lee,Kentucky,2016,Clinton,444
21129,Lee,Kentucky,2016,Trump,2151
21237,Wolfe,Kentucky,2016,Clinton,753
21237,Wolfe,Kentucky,2016,Trump,1804
21039,Carlisle,Kentucky,2016,Clinton,432
21039,Carlisle,Kentucky,2016,Trump,2094
21075,Fulton,Kentucky,2016,Clinton,774
21075,Fulton,Kentucky,2016,Trump,1549
21105,Hickman,Kentucky,2016,Clinton,449
21105,Hickman,Kentucky,2016,Trump,1657
21189,Owsley,Kentucky,2016,Clinton,256
21189,Owsley,Kentucky,2016,Trump,1474
21201,Robertson,Kentucky,2016,Clinton,222
21201,Robertson,Kentucky,2016,Trump,759
22033,East Baton Rouge,Louisiana,2016,Clinton,102828
22033,East Baton Rouge,Louisiana,2016,Trump,84660
22051,Jefferson,Louisiana,2016,Clinton,73670
22051,Jefferson,Louisiana,2016,Trump,100398
22071,Orleans,Louisiana,2016,Clinton,133996
22071,Orleans,Louisiana,2016,Trump,24292
22103,St. Tammany,Louisiana,2016,Clinton,27717
22103,St. Tammany,Louisiana,2016,Trump,90915
22017,Caddo,Louisiana,2016,Clinton,53483
22017,Caddo,Louisiana,2016,Trump,49006
22055,Lafayette,Louisiana,2016,Clinton,32726
22055,Lafayette,Louisiana,2016,Trump,68195
22019,Calcasieu,Louisiana,2016,Clinton,26296
22019,Calcasieu,Louisiana,2016,Trump,54191
22073,Ouachita,Louisiana,2016,Clinton,24428
22073,Ouachita,Louisiana,2016,Trump,41734
22063,Livingston,Louisiana,2016,Clinton,6950
22063,Livingston,Louisiana,2016,Trump,48824
22079,Rapides,Louisiana,2016,Clinton,18322
22079,Rapides,Louisiana,2016,Trump,36816
22005,Ascension,Louisiana,2016,Clinton,16476
22005,Ascension,Louisiana,2016,Trump,36143
22105,Tangipahoa,Louisiana,2016,Clinton,16878
22105,Tangipahoa,Louisiana,2016,Trump,33959
22015,Bossier,Louisiana,2016,Clinton,12641
22015,Bossier,Louisiana,2016,Trump,35474
22109,Terrebonne,Louisiana,2016,Clinton,10665
