fips,election,candidate,party,vote
12087,2004,Michael Badnarik,Libertarian FL,87
12087,2004,David Cobb,Green FL,19
12087,2004,Michael Peroutka,Constitution FL,14
12087,2004,Roger Calero,FL Socialist Workers,6
12087,2004,Walt Brown,Socialist FL,5
12131,2004,George W. Bush,Republican,17555
12131,2004,John Kerry,Democratic,6213
12131,2004,Ralph Nader,Reform,119
12131,2004,Michael Peroutka,Constitution FL,43
12131,2004,Michael Badnarik,Libertarian FL,26
12131,2004,David Cobb,Green FL,12
12131,2004,Roger Calero,FL Socialist Workers,4
12131,2004,Walt Brown,Socialist FL,4
12107,2004,George W. Bush,Republican,18311
12107,2004,John Kerry,Democratic,12412
12107,2004,Ralph Nader,Reform,136
12107,2004,Michael Badnarik,Libertarian FL,60
12107,2004,Michael Peroutka,Constitution FL,25
12107,2004,David Cobb,Green FL,19
12107,2004,Roger Calero,FL Socialist Workers,5
12107,2004,Walt Brown,Socialist FL,5
12023,2004,George W. Bush,Republican,16758
12023,2004,John Kerry,Democratic,8031
12023,2004,Ralph Nader,Reform,109
12023,2004,Michael Badnarik,Libertarian FL,47
12023,2004,David Cobb,Green FL,17
12023,2004,Michael Peroutka,Constitution FL,13
12023,2004,Roger Calero,FL Socialist Workers,10
12023,2004,Walt Brown,Socialist FL,6
12039,2004,John Kerry,Democratic,14629
12039,2004,George W. Bush,Republican,6253
12039,2004,Ralph Nader,Reform,54
12039,2004,Michael Badnarik,Libertarian FL,18
12039,2004,Roger Calero,FL Socialist Workers,10
12039,2004,Michael Peroutka,Constitution FL,9
12039,2004,David Cobb,Green FL,8
12039,2004,Walt Brown,Socialist FL,3
12063,2004,George W. Bush,Republican,12122
12063,2004,John Kerry,Democratic,7555
12063,2004,Ralph Nader,Reform,74
12063,2004,Michael Badnarik,Libertarian FL,24
12063,2004,Michael Peroutka,Constitution FL,16
12063,2004,David Cobb,Green FL,9
12063,2004,Walt Brown,Socialist FL,7
12075,2004,George W. Bush,Republican,10410
12075,2004,John Kerry,Democratic,6074
12075,2004,Ralph Nader,Reform,97
12075,2004,Michael Badnarik,Libertarian FL,27
12075,2004,Michael Peroutka,Constitution FL,22
12075,2004,David Cobb,Green FL,12
12075,2004,Walt Brown,Socialist FL,6
12075,2004,Roger Calero,FL Socialist Workers,4
12121,2004,George W. Bush,Republican,11153
12121,2004,John Kerry,Democratic,4522
12121,2004,Ralph Nader,Reform,85
12121,2004,Michael Badnarik,Libertarian FL,25
12121,2004,Michael Peroutka,Constitution FL,8
12121,2004,David Cobb,Green FL,5
12121,2004,Walt Brown,Socialist FL,3
12121,2004,Roger Calero,FL Socialist Workers,1
12129,2004,George W. Bush,Republican,6777
12129,2004,John Kerry,Democratic,4896
12129,2004,Ralph Nader,Reform,47
12129,2004,Michael Badnarik,Libertarian FL,20
12129,2004,Michael Peroutka,Constitution FL,9
12129,2004,David Cobb,Green FL,9
12129,2004,Roger Calero,FL Socialist Workers,4
12129,2004,Walt Brown,Socialist FL,1
12093,2004,George W. Bush,Republican,6978
12093,2004,John Kerry,Democratic,5153
12093,2004,Ralph Nader,Reform,32
12093,2004,Michael Badnarik,Libertarian FL,11
12093,2004,Michael Peroutka,Constitution FL,5
12093,2004,David Cobb,Green FL,5
12093,2004,Walt Brown,Socialist FL,4
12093,2004,Roger Calero,FL Socialist Workers,2
12003,2004,George W. Bush,Republican,7738
12003,2004,John Kerry,Democratic,2180
12003,2004,Ralph Nader,Reform,22
12003,2004,Michael Badnarik,Libertarian FL,7
12003,2004,David Cobb,Green FL,3
12003,2004,Michael Peroutka,Constitution FL,2
12003,2004,Roger Calero,FL Socialist Workers,2
12003,2004,Walt Brown,Socialist FL,1
12007,2004,George W. Bush,Republican,7557
12007,2004,John Kerry,Democratic,3244
12007,2004,Ralph Nader,Reform,28
12007,2004,Michael Badnarik,Libertarian FL,14
12007,2004,Michael Peroutka,Constitution FL,7
12007,2004,David Cobb,Green FL,3
12007,2004,Walt Brown,Socialist FL,2
12133,2004,George W. Bush,Republican,7369
12133,2004,John Kerry,Democratic,2912
12133,2004,Ralph Nader,Reform,53
12133,2004,Michael Badnarik,Libertarian FL,14
12133,2004,Michael Peroutka,Constitution FL,14
12133,2004,David Cobb,Green FL,3
12133,2004,Roger Calero,FL Socialist Workers,1
12051,2004,George W. Bush,Republican,5757
12051,2004,John Kerry,Democratic,3960
12051,2004,Ralph Nader,Reform,24
12051,2004,Michael Peroutka,Constitution FL,15
12051,2004,David Cobb,Green FL,10
12051,2004,Michael Badnarik,Libertarian FL,7
12051,2004,Roger Calero,FL Socialist Workers,2
12027,2004,George W. Bush,Republican,5524
12027,2004,John Kerry,Democratic,3913
12027,2004,Ralph Nader,Reform,48
12027,2004,Michael Badnarik,Libertarian FL,12
12027,2004,Michael Peroutka,Constitution FL,9
12027,2004,David Cobb,Green FL,2
12027,2004,Walt Brown,Socialist FL,2
12123,2004,George W. Bush,Republican,5467
12123,2004,John Kerry,Democratic,3049
12123,2004,Ralph Nader,Reform,45
12123,2004,Michael Badnarik,Libertarian FL,7
12123,2004,Michael Peroutka,Constitution FL,7
12123,2004,Walt Brown,Socialist FL,3
12123,2004,Roger Calero,FL Socialist Workers,2
12123,2004,David Cobb,Green FL,1
12059,2004,George W. Bush,Republican,6412
12059,2004,John Kerry,Democratic,1810
12059,2004,Ralph Nader,Reform,42
12059,2004,Michael Badnarik,Libertarian FL,14
12059,2004,Michael Peroutka,Constitution FL,12
12059,2004,Walt Brown,Socialist FL,6
12059,2004,Roger Calero,FL Socialist Workers,3
12059,2004,David Cobb,Green FL,1
12079,2004,George W. Bush,Republican,4191
12079,2004,John Kerry,Democratic,4050
12079,2004,Ralph Nader,Reform,41
12079,2004,Michael Badnarik,Libertarian FL,10
12079,2004,Michael Peroutka,Constitution FL,5
12079,2004,David Cobb,Green FL,4
12079,2004,Roger Calero,FL Socialist Workers,2
12079,2004,Walt Brown,Socialist FL,1
12041,2004,George W. Bush,Republican,4936
12041,2004,John Kerry,Democratic,2017
12041,2004,Ralph Nader,Reform,32
12041,2004,Michael Badnarik,Libertarian FL,17
12041,2004,Michael Peroutka,Constitution FL,5
12041,2004,David Cobb,Green FL,4
12041,2004,Roger Calero,FL Socialist Workers,2
12041,2004,Walt Brown,Socialist FL,2
12065,2004,John Kerry,Democratic,4135
12065,2004,George W. Bush,Republican,3298
12065,2004,Ralph Nader,Reform,27
12065,2004,Michael Badnarik,Libertarian FL,6
12065,2004,David Cobb,Green FL,5
12065,2004,Michael Peroutka,Constitution FL,4
12065,2004,Roger Calero,FL Socialist Workers,2
12065,2004,Walt Brown,Socialist FL,1
12049,2004,George W. Bush,Republican,5049
12049,2004,John Kerry,Democratic,2149
12049,2004,Ralph Nader,Reform,39
12049,2004,Michael Badnarik,Libertarian FL,6
12049,2004,Walt Brown,Socialist FL,3
12049,2004,Michael Peroutka,Constitution FL,1
12049,2004,David Cobb,Green FL,1
12049,2004,Roger Calero,FL Socialist Workers,1
12045,2004,George W. Bush,Republican,4805
12045,2004,John Kerry,Democratic,2407
12045,2004,Ralph Nader,Reform,41
12045,2004,Michael Badnarik,Libertarian FL,8
12045,2004,Michael Peroutka,Constitution FL,6
12045,2004,David Cobb,Green FL,5
12045,2004,Roger Calero,FL Socialist Workers,3
12045,2004,Walt Brown,Socialist FL,2
12029,2004,George W. Bush,Republican,4434
12029,2004,John Kerry,Democratic,1960
12029,2004,Ralph Nader,Reform,29
12029,2004,Michael Peroutka,Constitution FL,8
12029,2004,Michael Badnarik,Libertarian FL,5
12029,2004,Walt Brown,Socialist FL,3
12029,2004,Roger Calero,FL Socialist Workers,2
12029,2004,David Cobb,Green FL,1
12013,2004,George W. Bush,Republican,3782
12013,2004,John Kerry,Democratic,2116
12013,2004,Ralph Nader,Reform,38
12013,2004,Michael Badnarik,Libertarian FL,8
12013,2004,David Cobb,Green FL,6
12013,2004,Roger Calero,FL Socialist Workers,6
12013,2004,Michael Peroutka,Constitution FL,4
12013,2004,Walt Brown,Socialist FL,3
12037,2004,George W. Bush,Republican,3472
12037,2004,John Kerry,Democratic,2401
12037,2004,Ralph Nader,Reform,37
12037,2004,Michael Peroutka,Constitution FL,8
12037,2004,David Cobb,Green FL,7
12037,2004,Michael Badnarik,Libertarian FL,3
12037,2004,Roger Calero,FL Socialist Workers,3
12125,2004,George W. Bush,Republican,3396
12125,2004,John Kerry,Democratic,1251
12125,2004,Ralph Nader,Reform,16
12125,2004,David Cobb,Green FL,5
12125,2004,Michael Peroutka,Constitution FL,4
12125,2004,Michael Badnarik,Libertarian FL,2
12125,2004,Walt Brown,Socialist FL,1
12047,2004,George W. Bush,Republican,2792
12047,2004,John Kerry,Democratic,2260
12047,2004,Ralph Nader,Reform,16
12047,2004,David Cobb,Green FL,4
12047,2004,Michael Peroutka,Constitution FL,3
12047,2004,Michael Badnarik,Libertarian FL,2
12047,2004,Walt Brown,Socialist FL,2
12043,2004,George W. Bush,Republican,2443
12043,2004,John Kerry,Democratic,1718
12043,2004,Ralph Nader,Reform,16
12043,2004,Michael Badnarik,Libertarian FL,4
12043,2004,Michael Peroutka,Constitution FL,3
12043,2004,Roger Calero,FL Socialist Workers,2
12043,2004,David Cobb,Green FL,1
12043,2004,Walt Brown,Socialist FL,1
12067,2004,George W. Bush,Republican,2460
12067,2004,John Kerry,Democratic,845
12067,2004,Ralph Nader,Reform,11
12067,2004,Michael Peroutka,Constitution FL,6
12067,2004,Michael Badnarik,Libertarian FL,1
12067,2004,David Cobb,Green FL,1
12067,2004,Walt Brown,Socialist FL,1
12077,2004,George W. Bush,Republican,1927
12077,2004,John Kerry,Democratic,1070
12077,2004,Ralph Nader,Reform,14
12077,2004,Michael Peroutka,Constitution FL,6
12077,2004,Michael Badnarik,Libertarian FL,2
12077,2004,Roger Calero,FL Socialist Workers,1
12077,2004,Walt Brown,Socialist FL,1
13121,2004,John Kerry,Democratic,199436
13121,2004,George W. Bush,Republican,134372
13121,2004,Michael Badnarik,Libertarian,2216
13121,2004,Write-ins,-,334
13121,2004,Ralph Nader,Write-in,329
13121,2004,David Cobb,Write-in,54
13067,2004,George W. Bush,Republican,173467
13067,2004,John Kerry,Democratic,103955
