fips,election,candidate,party,vote
8085,2012,Merlin Miller,American Third Position,1
8085,2012,Thomas R. Stevens,Objectivist,1
8085,2012,Jerry White,Socialist Equality,1
8029,2012,Willard Mitt Romney,Republican,10915
8029,2012,Barack H. Obama,Democratic,4622
8029,2012,Gary Johnson,Libertarian,163
8029,2012,"Virgil H. Goode, Jr.",American Const.,59
8029,2012,Jill Stein,Green,51
8029,2012,Roseanne Barr,Peace & Freedom,39
8029,2012,Jill Ann Reed,Unaffiliated,31
8029,2012,Sheila Tittle,We the People,13
8029,2012,Ross C. 'Rocky' Anderson,Justice,10
8029,2012,Merlin Miller,American Third Position,7
8029,2012,Stewart Alexander,Socialist USA,4
8029,2012,Thomas Hoefling,America's Party,4
8029,2012,James Harris,Socialist Workers,2
8029,2012,Thomas R. Stevens,Objectivist,2
8029,2012,Jerry White,Socialist Equality,2
8029,2012,Peta Lindsay,Socialism and Liberation,1
8117,2012,Barack H. Obama,Democratic,9347
8117,2012,Willard Mitt Romney,Republican,5571
8117,2012,Gary Johnson,Libertarian,269
8117,2012,Jill Stein,Green,54
8117,2012,"Virgil H. Goode, Jr.",American Const.,25
8117,2012,Roseanne Barr,Peace & Freedom,21
8117,2012,Jill Ann Reed,Unaffiliated,11
8117,2012,Ross C. 'Rocky' Anderson,Justice,7
8117,2012,Stewart Alexander,Socialist USA,2
8117,2012,Sheila Tittle,We the People,2
8117,2012,Peta Lindsay,Socialism and Liberation,1
8117,2012,Thomas R. Stevens,Objectivist,1
8117,2012,Jerry White,Socialist Equality,1
8039,2012,Willard Mitt Romney,Republican,10266
8039,2012,Barack H. Obama,Democratic,3603
8039,2012,Gary Johnson,Libertarian,185
8039,2012,"Virgil H. Goode, Jr.",American Const.,43
8039,2012,Roseanne Barr,Peace & Freedom,25
8039,2012,Jill Stein,Green,23
8039,2012,Jill Ann Reed,Unaffiliated,15
8039,2012,Thomas Hoefling,America's Party,8
8039,2012,Ross C. 'Rocky' Anderson,Justice,4
8039,2012,Peta Lindsay,Socialism and Liberation,2
8039,2012,Thomas R. Stevens,Objectivist,2
8039,2012,Stewart Alexander,Socialist USA,1
8039,2012,Jerry White,Socialist Equality,1
8119,2012,Willard Mitt Romney,Republican,8702
8119,2012,Barack H. Obama,Democratic,4333
8119,2012,Gary Johnson,Libertarian,227
8119,2012,Write-ins,-,66
8119,2012,Jill Stein,Green,43
8119,2012,"Virgil H. Goode, Jr.",American Const.,43
8119,2012,Roseanne Barr,Peace & Freedom,32
8119,2012,Ross C. 'Rocky' Anderson,Justice,9
8119,2012,Jill Ann Reed,Unaffiliated,8
8119,2012,Sheila Tittle,We the People,4
8119,2012,Thomas R. Stevens,Objectivist,3
8119,2012,James Harris,Socialist Workers,1
8119,2012,Merlin Miller,American Third Position,1
8119,2012,Jerry White,Socialist Equality,1
8107,2012,Barack H. Obama,Democratic,7547
8107,2012,Willard Mitt Romney,Republican,5469
8107,2012,Gary Johnson,Libertarian,200
8107,2012,Jill Stein,Green,34
8107,2012,Roseanne Barr,Peace & Freedom,23
8107,2012,"Virgil H. Goode, Jr.",American Const.,19
8107,2012,Jill Ann Reed,Unaffiliated,12
8107,2012,Thomas Hoefling,America's Party,3
8107,2012,Sheila Tittle,We the People,3
8107,2012,James Harris,Socialist Workers,2
8107,2012,Peta Lindsay,Socialism and Liberation,2
8107,2012,Ross C. 'Rocky' Anderson,Justice,2
8107,2012,Merlin Miller,American Third Position,1
8083,2012,Willard Mitt Romney,Republican,7401
8083,2012,Barack H. Obama,Democratic,4542
8083,2012,Gary Johnson,Libertarian,195
8083,2012,Jill Stein,Green,65
8083,2012,"Virgil H. Goode, Jr.",American Const.,33
8083,2012,Roseanne Barr,Peace & Freedom,28
8083,2012,Jill Ann Reed,Unaffiliated,27
8083,2012,Ross C. 'Rocky' Anderson,Justice,6
8083,2012,Sheila Tittle,We the People,6
8083,2012,Stewart Alexander,Socialist USA,4
8083,2012,Thomas Hoefling,America's Party,4
8083,2012,Merlin Miller,American Third Position,3
8083,2012,James Harris,Socialist Workers,2
8083,2012,Peta Lindsay,Socialism and Liberation,2
8087,2012,Willard Mitt Romney,Republican,6602
8087,2012,Barack H. Obama,Democratic,3912
8087,2012,Gary Johnson,Libertarian,102
8087,2012,"Virgil H. Goode, Jr.",American Const.,51
8087,2012,Roseanne Barr,Peace & Freedom,46
8087,2012,Jill Ann Reed,Unaffiliated,26
8087,2012,Jill Stein,Green,14
8087,2012,Ross C. 'Rocky' Anderson,Justice,7
8087,2012,Thomas Hoefling,America's Party,6
8087,2012,Sheila Tittle,We the People,5
8087,2012,Peta Lindsay,Socialism and Liberation,2
8087,2012,James Harris,Socialist Workers,1
8087,2012,Stewart Alexander,Socialist USA,1
8087,2012,Thomas R. Stevens,Objectivist,1
8087,2012,Jerry White,Socialist Equality,1
8015,2012,Barack H. Obama,Democratic,5086
8015,2012,Willard Mitt Romney,Republican,5070
8015,2012,Gary Johnson,Libertarian,153
8015,2012,Jill Stein,Green,50
8015,2012,"Virgil H. Goode, Jr.",American Const.,34
8015,2012,Roseanne Barr,Peace & Freedom,33
8015,2012,Jill Ann Reed,Unaffiliated,15
8015,2012,Ross C. 'Rocky' Anderson,Justice,7
8015,2012,Sheila Tittle,We the People,6
8015,2012,Thomas Hoefling,America's Party,4
8015,2012,Merlin Miller,American Third Position,2
8015,2012,Stewart Alexander,Socialist USA,1
8015,2012,Peta Lindsay,Socialism and Liberation,1
8097,2012,Barack H. Obama,Democratic,6849
8097,2012,Willard Mitt Romney,Republican,3024
8097,2012,Gary Johnson,Libertarian,136
8097,2012,Jill Stein,Green,39
8097,2012,Ross C. 'Rocky' Anderson,Justice,8
8097,2012,"Virgil H. Goode, Jr.",American Const.,7
8097,2012,Roseanne Barr,Peace & Freedom,6
8097,2012,Thomas R. Stevens,Objectivist,3
8097,2012,James Harris,Socialist Workers,1
8097,2012,Stewart Alexander,Socialist USA,1
8097,2012,Thomas Hoefling,America's Party,1
8093,2012,Willard Mitt Romney,Republican,5236
8093,2012,Barack H. Obama,Democratic,3862
8093,2012,Gary Johnson,Libertarian,141
8093,2012,"Virgil H. Goode, Jr.",American Const.,50
8093,2012,Jill Stein,Green,40
8093,2012,Roseanne Barr,Peace & Freedom,16
8093,2012,Jill Ann Reed,Unaffiliated,10
8093,2012,Sheila Tittle,We the People,5
8093,2012,Thomas Hoefling,America's Party,4
8093,2012,Ross C. 'Rocky' Anderson,Justice,2
8075,2012,Willard Mitt Romney,Republican,6179
8075,2012,Barack H. Obama,Democratic,2712
8075,2012,Gary Johnson,Libertarian,79
8075,2012,"Virgil H. Goode, Jr.",American Const.,45
8075,2012,Roseanne Barr,Peace & Freedom,44
8075,2012,Jill Ann Reed,Unaffiliated,27
8075,2012,Jill Stein,Green,15
8075,2012,Thomas Hoefling,America's Party,7
8075,2012,Ross C. 'Rocky' Anderson,Justice,6
8075,2012,Sheila Tittle,We the People,4
8075,2012,James Harris,Socialist Workers,2
8075,2012,Stewart Alexander,Socialist USA,2
8075,2012,Thomas R. Stevens,Objectivist,2
8051,2012,Barack H. Obama,Democratic,5044
8051,2012,Willard Mitt Romney,Republican,3341
8051,2012,Gary Johnson,Libertarian,166
8051,2012,Jill Stein,Green,59
8051,2012,"Virgil H. Goode, Jr.",American Const.,23
8051,2012,Roseanne Barr,Peace & Freedom,9
8051,2012,Jill Ann Reed,Unaffiliated,9
8051,2012,Ross C. 'Rocky' Anderson,Justice,7
8051,2012,Sheila Tittle,We the People,4
8051,2012,Stewart Alexander,Socialist USA,3
8051,2012,Merlin Miller,American Third Position,1
8051,2012,Jerry White,Socialist Equality,1
8049,2012,Willard Mitt Romney,Republican,4253
8049,2012,Barack H. Obama,Democratic,3684
8049,2012,Gary Johnson,Libertarian,155
8049,2012,Jill Stein,Green,30
8049,2012,"Virgil H. Goode, Jr.",American Const.,26
8049,2012,Roseanne Barr,Peace & Freedom,21
8049,2012,Ross C. 'Rocky' Anderson,Justice,6
8049,2012,Jill Ann Reed,Unaffiliated,5
8049,2012,Thomas Hoefling,America's Party,3
8049,2012,Sheila Tittle,We the People,2
8049,2012,Stewart Alexander,Socialist USA,1
8049,2012,Peta Lindsay,Socialism and Liberation,1
8089,2012,Willard Mitt Romney,Republican,4382
8089,2012,Barack H. Obama,Democratic,3647
8089,2012,Gary Johnson,Libertarian,58
8089,2012,"Virgil H. Goode, Jr.",American Const.,38
8089,2012,Roseanne Barr,Peace & Freedom,26
8089,2012,Jill Stein,Green,15
8089,2012,Jill Ann Reed,Unaffiliated,8
8089,2012,Sheila Tittle,We the People,6
8089,2012,James Harris,Socialist Workers,3
8089,2012,Stewart Alexander,Socialist USA,3
8089,2012,Peta Lindsay,Socialism and Liberation,2
8089,2012,Ross C. 'Rocky' Anderson,Justice,2
8089,2012,Thomas Hoefling,America's Party,1
8089,2012,Jerry White,Socialist Equality,1
8007,2012,Willard Mitt Romney,Republican,3872
8007,2012,Barack H. Obama,Democratic,2679
8007,2012,Gary Johnson,Libertarian,106
8007,2012,Jill Stein,Green,23
8007,2012,"Virgil H. Goode, Jr.",American Const.,23
8007,2012,Roseanne Barr,Peace & Freedom,13
8007,2012,Ross C. 'Rocky' Anderson,Justice,5
8007,2012,Jill Ann Reed,Unaffiliated,5
8007,2012,Thomas Hoefling,America's Party,2
8007,2012,Merlin Miller,American Third Position,2
8007,2012,Stewart Alexander,Socialist USA,1
8007,2012,Thomas R. Stevens,Objectivist,1
8007,2012,Jerry White,Socialist Equality,1
8007,2012,Sheila Tittle,We the People,1
8003,2012,Barack H. Obama,Democratic,3811
8003,2012,Willard Mitt Romney,Republican,2705
8003,2012,Gary Johnson,Libertarian,73
8003,2012,"Virgil H. Goode, Jr.",American Const.,32
8003,2012,Roseanne Barr,Peace & Freedom,27
8003,2012,Jill Stein,Green,25
8003,2012,Jill Ann Reed,Unaffiliated,20
8003,2012,Sheila Tittle,We the People,8
8003,2012,Ross C. 'Rocky' Anderson,Justice,6
8003,2012,Peta Lindsay,Socialism and Liberation,3
8003,2012,James Harris,Socialist Workers,1
8003,2012,Stewart Alexander,Socialist USA,1
8003,2012,Thomas Hoefling,America's Party,1
8003,2012,Merlin Miller,American Third Position,1
8003,2012,Jerry White,Socialist Equality,1
8071,2012,Barack H. Obama,Democratic,3445
8071,2012,Willard Mitt Romney,Republican,3263
8071,2012,Gary Johnson,Libertarian,73
8071,2012,Roseanne Barr,Peace & Freedom,22
8071,2012,"Virgil H. Goode, Jr.",American Const.,16
8071,2012,Jill Stein,Green,13
8071,2012,Ross C. 'Rocky' Anderson,Justice,8
8071,2012,Peta Lindsay,Socialism and Liberation,6
8071,2012,Jill Ann Reed,Unaffiliated,4
8071,2012,Sheila Tittle,We the People,4
8071,2012,Thomas Hoefling,America's Party,3
8071,2012,James Harris,Socialist Workers,2
8071,2012,Merlin Miller,American Third Position,1
8071,2012,Thomas R. Stevens,Objectivist,1
8071,2012,Jerry White,Socialist Equality,1
8081,2012,Willard Mitt Romney,Republican,4695
8081,2012,Barack H. Obama,Democratic,1330
8081,2012,Gary Johnson,Libertarian,65
8081,2012,"Virgil H. Goode, Jr.",American Const.,25
8081,2012,Roseanne Barr,Peace & Freedom,20
8081,2012,Jill Stein,Green,12
8081,2012,Jill Ann Reed,Unaffiliated,12
8081,2012,Sheila Tittle,We the People,4
8081,2012,Ross C. 'Rocky' Anderson,Justice,2
8081,2012,James Harris,Socialist Workers,1
8081,2012,Peta Lindsay,Socialism and Liberation,1
8081,2012,Thomas R. Stevens,Objectivist,1
8019,2012,Barack H. Obama,Democratic,3119
8019,2012,Willard Mitt Romney,Republican,2430
8019,2012,Gary Johnson,Libertarian,114
8019,2012,Roseanne Barr,Peace & Freedom,29
8019,2012,Jill Stein,Green,17
8019,2012,"Virgil H. Goode, Jr.",American Const.,14
8019,2012,Jill Ann Reed,Unaffiliated,12
8019,2012,Thomas Hoefling,America's Party,4
8019,2012,Ross C. 'Rocky' Anderson,Justice,2
8019,2012,Merlin Miller,American Third Position,2
8105,2012,Willard Mitt Romney,Republican,2918
8105,2012,Barack H. Obama,Democratic,2478
8105,2012,Gary Johnson,Libertarian,67
8105,2012,"Virgil H. Goode, Jr.",American Const.,26
8105,2012,Jill Stein,Green,17
8105,2012,Roseanne Barr,Peace & Freedom,6
8105,2012,Jill Ann Reed,Unaffiliated,6
8105,2012,Ross C. 'Rocky' Anderson,Justice,4
8105,2012,Sheila Tittle,We the People,4
8105,2012,Stewart Alexander,Socialist USA,2
8105,2012,Thomas Hoefling,America's Party,2
8105,2012,Thomas R. Stevens,Objectivist,2
8105,2012,James Harris,Socialist Workers,1
8099,2012,Willard Mitt Romney,Republican,3230
8099,2012,Barack H. Obama,Democratic,1519
8099,2012,Gary Johnson,Libertarian,48
8099,2012,Roseanne Barr,Peace & Freedom,16
8099,2012,Jill Ann Reed,Unaffiliated,14
8099,2012,"Virgil H. Goode, Jr.",American Const.,13
8099,2012,Jill Stein,Green,10
8099,2012,Thomas Hoefling,America's Party,3
8099,2012,Ross C. 'Rocky' Anderson,Justice,2
8099,2012,Merlin Miller,American Third Position,2
8099,2012,Sheila Tittle,We the People,2
8099,2012,Stewart Alexander,Socialist USA,1
8099,2012,Peta Lindsay,Socialism and Liberation,1
8099,2012,Thomas R. Stevens,Objectivist,1
8099,2012,Jerry White,Socialist Equality,1
8125,2012,Willard Mitt Romney,Republican,3490
8125,2012,Barack H. Obama,Democratic,987
8125,2012,Gary Johnson,Libertarian,33
8125,2012,Roseanne Barr,Peace & Freedom,25
8125,2012,"Virgil H. Goode, Jr.",American Const.,18
8125,2012,Jill Ann Reed,Unaffiliated,9
8125,2012,Jill Stein,Green,5
8125,2012,Ross C. 'Rocky' Anderson,Justice,3
8125,2012,Sheila Tittle,We the People,3
8125,2012,Thomas Hoefling,America's Party,2
8125,2012,Stewart Alexander,Socialist USA,1
8125,2012,Thomas R. Stevens,Objectivist,1
8113,2012,Barack H. Obama,Democratic,2992
8113,2012,Willard Mitt Romney,Republican,1154
8113,2012,Gary Johnson,Libertarian,52
8113,2012,Jill Stein,Green,31
8113,2012,"Virgil H. Goode, Jr.",American Const.,12
8113,2012,Roseanne Barr,Peace & Freedom,7
8113,2012,Ross C. 'Rocky' Anderson,Justice,3
8113,2012,Jill Ann Reed,Unaffiliated,2
8113,2012,James Harris,Socialist Workers,1
8113,2012,Stewart Alexander,Socialist USA,1
8113,2012,Sheila Tittle,We the People,1
8021,2012,Barack H. Obama,Democratic,2213
8021,2012,Willard Mitt Romney,Republican,1835
8021,2012,Gary Johnson,Libertarian,14
8021,2012,"Virgil H. Goode, Jr.",American Const.,11
8021,2012,Jill Stein,Green,6
8021,2012,Ross C. 'Rocky' Anderson,Justice,6
8021,2012,Peta Lindsay,Socialism and Liberation,4
8021,2012,Roseanne Barr,Peace & Freedom,4
8021,2012,Thomas Hoefling,America's Party,3
8021,2012,James Harris,Socialist Workers,2
8021,2012,Stewart Alexander,Socialist USA,1
8021,2012,Jerry White,Socialist Equality,1
8021,2012,Sheila Tittle,We the People,1
8055,2012,Barack H. Obama,Democratic,1953
8055,2012,Willard Mitt Romney,Republican,1646
8055,2012,Gary Johnson,Libertarian,46
8055,2012,Jill Stein,Green,17
8055,2012,Roseanne Barr,Peace & Freedom,16
8055,2012,"Virgil H. Goode, Jr.",American Const.,14
8055,2012,Write-ins,-,9
8055,2012,Jill Ann Reed,Unaffiliated,8
8055,2012,Ross C. 'Rocky' Anderson,Justice,6
8055,2012,Peta Lindsay,Socialism and Liberation,2
8055,2012,Jerry White,Socialist Equality,2
8055,2012,Sheila Tittle,We the People,2
8055,2012,Stewart Alexander,Socialist USA,1
8055,2012,Thomas R. Stevens,Objectivist,1
8063,2012,Willard Mitt Romney,Republican,2785
8063,2012,Barack H. Obama,Democratic,838
8063,2012,Gary Johnson,Libertarian,28
8063,2012,Roseanne Barr,Peace & Freedom,17
8063,2012,"Virgil H. Goode, Jr.",American Const.,13
8063,2012,Jill Ann Reed,Unaffiliated,8
8063,2012,Ross C. 'Rocky' Anderson,Justice,4
8063,2012,Peta Lindsay,Socialism and Liberation,2
8063,2012,Thomas Hoefling,America's Party,2
8063,2012,Jill Stein,Green,1
8063,2012,James Harris,Socialist Workers,1
8063,2012,Merlin Miller,American Third Position,1
8063,2012,Jerry White,Socialist Equality,1
8063,2012,Sheila Tittle,We the People,1
8047,2012,Barack H. Obama,Democratic,1892
8047,2012,Willard Mitt Romney,Republican,1346
8047,2012,Gary Johnson,Libertarian,54
8047,2012,Jill Stein,Green,16
8047,2012,Roseanne Barr,Peace & Freedom,10
8047,2012,"Virgil H. Goode, Jr.",American Const.,8
8047,2012,Jill Ann Reed,Unaffiliated,6
8047,2012,Ross C. 'Rocky' Anderson,Justice,4
8047,2012,Stewart Alexander,Socialist USA,1
8047,2012,Sheila Tittle,We the People,1
8103,2012,Willard Mitt Romney,Republican,2724
8103,2012,Barack H. Obama,Democratic,568
8103,2012,Gary Johnson,Libertarian,40
8103,2012,"Virgil H. Goode, Jr.",American Const.,15
8103,2012,Roseanne Barr,Peace & Freedom,10
8103,2012,Jill Ann Reed,Unaffiliated,7
8103,2012,Jill Stein,Green,2
8103,2012,Ross C. 'Rocky' Anderson,Justice,2
8103,2012,Sheila Tittle,We the People,1
8091,2012,Barack H. Obama,Democratic,1646
8091,2012,Willard Mitt Romney,Republican,1481
8091,2012,Gary Johnson,Libertarian,38
8091,2012,Jill Stein,Green,14
8091,2012,"Virgil H. Goode, Jr.",American Const.,11
8091,2012,Roseanne Barr,Peace & Freedom,5
8091,2012,Jill Ann Reed,Unaffiliated,3
8091,2012,Ross C. 'Rocky' Anderson,Justice,2
8091,2012,Thomas Hoefling,America's Party,1
8091,2012,Jerry White,Socialist Equality,1
8065,2012,Barack H. Obama,Democratic,1839
8065,2012,Willard Mitt Romney,Republican,1098
8065,2012,Gary Johnson,Libertarian,51
8065,2012,"Virgil H. Goode, Jr.",American Const.,16
8065,2012,Roseanne Barr,Peace & Freedom,13
8065,2012,Jill Stein,Green,11
8065,2012,Sheila Tittle,We the People,6
8065,2012,Ross C. 'Rocky' Anderson,Justice,2
8065,2012,Jill Ann Reed,Unaffiliated,2
8065,2012,Peta Lindsay,Socialism and Liberation,1
8065,2012,Jerry White,Socialist Equality,1
8027,2012,Willard Mitt Romney,Republican,1788
8027,2012,Barack H. Obama,Democratic,868
8027,2012,Gary Johnson,Libertarian,37
8027,2012,Jill Stein,Green,10
8027,2012,"Virgil H. Goode, Jr.",American Const.,9
8027,2012,Roseanne Barr,Peace & Freedom,2
8027,2012,Ross C. 'Rocky' Anderson,Justice,1
8109,2012,Barack H. Obama,Democratic,1865
8109,2012,Willard Mitt Romney,Republican,964
8109,2012,Gary Johnson,Libertarian,52
8109,2012,Jill Stein,Green,18
8109,2012,"Virgil H. Goode, Jr.",American Const.,10
8109,2012,Roseanne Barr,Peace & Freedom,8
8109,2012,Jill Ann Reed,Unaffiliated,8
8109,2012,Ross C. 'Rocky' Anderson,Justice,4
8109,2012,Sheila Tittle,We the People,2
8109,2012,Stewart Alexander,Socialist USA,1
8121,2012,Willard Mitt Romney,Republican,2076
8121,2012,Barack H. Obama,Democratic,468
8121,2012,Gary Johnson,Libertarian,11
8121,2012,"Virgil H. Goode, Jr.",American Const.,10
8121,2012,Roseanne Barr,Peace & Freedom,10
8121,2012,Jill Ann Reed,Unaffiliated,7
8121,2012,Thomas Hoefling,America's Party,2
8121,2012,Sheila Tittle,We the People,2
8121,2012,Jill Stein,Green,1
8121,2012,Ross C. 'Rocky' Anderson,Justice,1
8121,2012,Merlin Miller,American Third Position,1
8121,2012,Thomas R. Stevens,Objectivist,1
8121,2012,Jerry White,Socialist Equality,1
8073,2012,Willard Mitt Romney,Republican,1687
8073,2012,Barack H. Obama,Democratic,552
8073,2012,Gary Johnson,Libertarian,14
8073,2012,"Virgil H. Goode, Jr.",American Const.,9
8073,2012,Roseanne Barr,Peace & Freedom,8
8073,2012,Jill Ann Reed,Unaffiliated,5
8073,2012,Jill Stein,Green,4
8073,2012,Ross C. 'Rocky' Anderson,Justice,2
8073,2012,Merlin Miller,American Third Position,2
8073,2012,Jerry White,Socialist Equality,2
8073,2012,Peta Lindsay,Socialism and Liberation,1
8073,2012,Thomas Hoefling,America's Party,1
8095,2012,Willard Mitt Romney,Republican,1637
8095,2012,Barack H. Obama,Democratic,588
8095,2012,Gary Johnson,Libertarian,15
8095,2012,Roseanne Barr,Peace & Freedom,9
8095,2012,Jill Ann Reed,Unaffiliated,5
8095,2012,"Virgil H. Goode, Jr.",American Const.,4
8095,2012,Thomas Hoefling,America's Party,3
8095,2012,Jill Stein,Green,2
8095,2012,Stewart Alexander,Socialist USA,1
8095,2012,Ross C. 'Rocky' Anderson,Justice,1
8009,2012,Willard Mitt Romney,Republican,1559
8009,2012,Barack H. Obama,Democratic,467
8009,2012,Gary Johnson,Libertarian,27
8009,2012,"Virgil H. Goode, Jr.",American Const.,19
8009,2012,Roseanne Barr,Peace & Freedom,12
8009,2012,Jill Stein,Green,9
8009,2012,Sheila Tittle,We the People,4
8009,2012,Thomas Hoefling,America's Party,3
8009,2012,Jill Ann Reed,Unaffiliated,3
8009,2012,Ross C. 'Rocky' Anderson,Justice,2
8009,2012,Merlin Miller,American Third Position,1
8011,2012,Willard Mitt Romney,Republican,1075
8011,2012,Barack H. Obama,Democratic,815
8011,2012,Gary Johnson,Libertarian,15
8011,2012,"Virgil H. Goode, Jr.",American Const.,9
8011,2012,Roseanne Barr,Peace & Freedom,9
8011,2012,Jill Stein,Green,6
8011,2012,Jill Ann Reed,Unaffiliated,5
8011,2012,Thomas Hoefling,America's Party,2
8011,2012,Jerry White,Socialist Equality,2
8011,2012,Ross C. 'Rocky' Anderson,Justice,1
8011,2012,Merlin Miller,American Third Position,1
8011,2012,Thomas R. Stevens,Objectivist,1
8011,2012,Sheila Tittle,We the People,1
8023,2012,Barack H. Obama,Democratic,1340
8023,2012,Willard Mitt Romney,Republican,446
8023,2012,"Virgil H. Goode, Jr.",American Const.,18
8023,2012,Gary Johnson,Libertarian,16
8023,2012,Ross C. 'Rocky' Anderson,Justice,5
8023,2012,Roseanne Barr,Peace & Freedom,4
8023,2012,Jill Stein,Green,3
8023,2012,Sheila Tittle,We the People,2
8023,2012,James Harris,Socialist Workers,1
8023,2012,Merlin Miller,American Third Position,1
8023,2012,Jill Ann Reed,Unaffiliated,1
8025,2012,Willard Mitt Romney,Republican,924
8025,2012,Barack H. Obama,Democratic,535
8025,2012,Gary Johnson,Libertarian,19
8025,2012,"Virgil H. Goode, Jr.",American Const.,8
8025,2012,Roseanne Barr,Peace & Freedom,7
8025,2012,Jill Ann Reed,Unaffiliated,4
8025,2012,Jill Stein,Green,2
8025,2012,Jerry White,Socialist Equality,2
8025,2012,Sheila Tittle,We the People,1
8115,2012,Willard Mitt Romney,Republican,881
8115,2012,Barack H. Obama,Democratic,419
8115,2012,Gary Johnson,Libertarian,10
8115,2012,Roseanne Barr,Peace & Freedom,6
8115,2012,Jill Ann Reed,Unaffiliated,6
8115,2012,"Virgil H. Goode, Jr.",American Const.,5
8115,2012,Sheila Tittle,We the People,3
8115,2012,Jill Stein,Green,2
8115,2012,Ross C. 'Rocky' Anderson,Justice,2
8115,2012,Thomas Hoefling,America's Party,2
8115,2012,Merlin Miller,American Third Position,1
8115,2012,Randall Terry,Write-in,1
8033,2012,Willard Mitt Romney,Republican,859
8033,2012,Barack H. Obama,Democratic,334
8033,2012,Gary Johnson,Libertarian,22
8033,2012,"Virgil H. Goode, Jr.",American Const.,7
8033,2012,Jill Stein,Green,6
8033,2012,Jill Ann Reed,Unaffiliated,5
8033,2012,Ross C. 'Rocky' Anderson,Justice,4
8033,2012,Roseanne Barr,Peace & Freedom,4
8033,2012,Sheila Tittle,We the People,3
8033,2012,Jerry White,Socialist Equality,1
8017,2012,Willard Mitt Romney,Republican,889
8017,2012,Barack H. Obama,Democratic,172
8017,2012,Gary Johnson,Libertarian,11
8017,2012,Roseanne Barr,Peace & Freedom,10
8017,2012,"Virgil H. Goode, Jr.",American Const.,6
8017,2012,Jill Stein,Green,2
8017,2012,Jill Ann Reed,Unaffiliated,2
8017,2012,Jerry White,Socialist Equality,1
8057,2012,Willard Mitt Romney,Republican,600
8057,2012,Barack H. Obama,Democratic,216
8057,2012,Gary Johnson,Libertarian,14
8057,2012,Jill Stein,Green,5
8057,2012,"Virgil H. Goode, Jr.",American Const.,5
8057,2012,Jill Ann Reed,Unaffiliated,5
8057,2012,Ross C. 'Rocky' Anderson,Justice,1
8057,2012,Thomas Hoefling,America's Party,1
8057,2012,Roseanne Barr,Peace & Freedom,1
8061,2012,Willard Mitt Romney,Republican,677
8061,2012,Barack H. Obama,Democratic,118
8061,2012,Gary Johnson,Libertarian,8
8061,2012,Jill Ann Reed,Unaffiliated,5
8061,2012,"Virgil H. Goode, Jr.",American Const.,3
8061,2012,Roseanne Barr,Peace & Freedom,3
8061,2012,Sheila Tittle,We the People,3
8061,2012,Jill Stein,Green,2
8061,2012,James Harris,Socialist Workers,1
8061,2012,Thomas Hoefling,America's Party,1
8079,2012,Willard Mitt Romney,Republican,344
8079,2012,Barack H. Obama,Democratic,291
8079,2012,Gary Johnson,Libertarian,6
8079,2012,Ross C. 'Rocky' Anderson,Justice,2
8079,2012,Roseanne Barr,Peace & Freedom,2
8079,2012,Sheila Tittle,We the People,2
8079,2012,Jill Stein,Green,1
8079,2012,"Virgil H. Goode, Jr.",American Const.,1
8079,2012,Jill Ann Reed,Unaffiliated,1
8053,2012,Willard Mitt Romney,Republican,353
8053,2012,Barack H. Obama,Democratic,229
8053,2012,Gary Johnson,Libertarian,7
8053,2012,Jill Stein,Green,4
8053,2012,"Virgil H. Goode, Jr.",American Const.,4
8053,2012,Jill Ann Reed,Unaffiliated,3
8111,2012,Barack H. Obama,Democratic,266
8111,2012,Willard Mitt Romney,Republican,212
8111,2012,Gary Johnson,Libertarian,15
8111,2012,Jill Stein,Green,6
8111,2012,"Virgil H. Goode, Jr.",American Const.,3
8111,2012,Roseanne Barr,Peace & Freedom,3
8111,2012,Sheila Tittle,We the People,1
9001,2012,Barack H. Obama,Democratic,217294
9001,2012,Willard Mitt Romney,Republican,175168
9001,2012,Gary Johnson,Libertarian,2644
9001,2012,Ross C. 'Rocky' Anderson,Independent,1024
9003,2012,Barack H. Obama,Democratic,244639
9003,2012,Willard Mitt Romney,Republican,143238
9003,2012,Gary Johnson,Libertarian,3076
9003,2012,Ross C. 'Rocky' Anderson,Independent,1287
9005,2012,Willard Mitt Romney,Republican,47201
9005,2012,Barack H. Obama,Democratic,43856
9005,2012,Gary Johnson,Libertarian,947
9005,2012,Ross C. 'Rocky' Anderson,Independent,423
9007,2012,Barack H. Obama,Democratic,47855
9007,2012,Willard Mitt Romney,Republican,34591
9007,2012,Gary Johnson,Libertarian,753
9007,2012,Ross C. 'Rocky' Anderson,Independent,339
9009,2012,Barack H. Obama,Democratic,218998
9009,2012,Willard Mitt Romney,Republican,138364
9009,2012,Gary Johnson,Libertarian,2490
9009,2012,Ross C. 'Rocky' Anderson,Independent,1207
9011,2012,Barack H. Obama,Democratic,67144
9011,2012,Willard Mitt Romney,Republican,46119
9011,2012,Gary Johnson,Libertarian,1244
9011,2012,Ross C. 'Rocky' Anderson,Independent,595
9013,2012,Barack H. Obama,Democratic,39366
9013,2012,Willard Mitt Romney,Republican,30450
9013,2012,Gary Johnson,Libertarian,830
9013,2012,Ross C. 'Rocky' Anderson,Independent,345
9015,2012,Barack H. Obama,Democratic,25957
9015,2012,Willard Mitt Romney,Republican,19768
9015,2012,Gary Johnson,Libertarian,596
9015,2012,Ross C. 'Rocky' Anderson,Independent,267
10003,2012,Barack H. Obama,Democratic,167082
