fips,election,candidate,party,vote
1077,2012,Gary Johnson,Independent,293
1077,2012,Write-ins,-,108
1077,2012,Jill Stein,Independent,106
1077,2012,"Virgil H. Goode, Jr.",Independent,103
1115,2012,Willard Mitt Romney,AL Republican,29031
1115,2012,Barack H. Obama,AL Democratic,5801
1115,2012,Gary Johnson,Independent,201
1115,2012,Write-ins,-,87
1115,2012,"Virgil H. Goode, Jr.",Independent,59
1115,2012,Jill Stein,Independent,56
1043,2012,Willard Mitt Romney,AL Republican,28999
1043,2012,Barack H. Obama,AL Democratic,5052
1043,2012,Gary Johnson,Independent,223
1043,2012,Write-ins,-,98
1043,2012,"Virgil H. Goode, Jr.",Independent,94
1043,2012,Jill Stein,Independent,89
1051,2012,Willard Mitt Romney,AL Republican,26253
1051,2012,Barack H. Obama,AL Democratic,8954
1051,2012,Gary Johnson,Independent,191
1051,2012,Write-ins,-,61
1051,2012,"Virgil H. Goode, Jr.",Independent,53
1051,2012,Jill Stein,Independent,34
1095,2012,Willard Mitt Romney,AL Republican,25867
1095,2012,Barack H. Obama,AL Democratic,6299
1095,2012,Gary Johnson,Independent,228
1095,2012,Jill Stein,Independent,94
1095,2012,"Virgil H. Goode, Jr.",Independent,78
1095,2012,Write-ins,-,78
1121,2012,Willard Mitt Romney,AL Republican,19246
1121,2012,Barack H. Obama,AL Democratic,13905
1121,2012,Gary Johnson,Independent,127
1121,2012,"Virgil H. Goode, Jr.",Independent,51
1121,2012,Jill Stein,Independent,44
1121,2012,Write-ins,-,43
1127,2012,Willard Mitt Romney,AL Republican,21651
1127,2012,Barack H. Obama,AL Democratic,6557
1127,2012,Gary Johnson,Independent,165
1127,2012,"Virgil H. Goode, Jr.",Independent,79
1127,2012,Jill Stein,Independent,69
1127,2012,Write-ins,-,64
1049,2012,Willard Mitt Romney,AL Republican,18331
1049,2012,Barack H. Obama,AL Democratic,5239
1049,2012,Gary Johnson,Independent,161
1049,2012,Write-ins,-,87
1049,2012,"Virgil H. Goode, Jr.",Independent,69
1049,2012,Jill Stein,Independent,63
1009,2012,Willard Mitt Romney,AL Republican,20757
1009,2012,Barack H. Obama,AL Democratic,2970
1009,2012,Gary Johnson,Independent,170
1009,2012,"Virgil H. Goode, Jr.",Independent,59
1009,2012,Write-ins,-,54
1009,2012,Jill Stein,Independent,50
1001,2012,Willard Mitt Romney,AL Republican,17379
1001,2012,Barack H. Obama,AL Democratic,6363
1001,2012,Gary Johnson,Independent,137
1001,2012,Write-ins,-,41
1001,2012,"Virgil H. Goode, Jr.",Independent,31
1001,2012,Jill Stein,Independent,22
1033,2012,Willard Mitt Romney,AL Republican,13936
1033,2012,Barack H. Obama,AL Democratic,9166
1033,2012,Gary Johnson,Independent,201
1033,2012,Write-ins,-,59
1033,2012,"Virgil H. Goode, Jr.",Independent,46
1033,2012,Jill Stein,Independent,36
1071,2012,Willard Mitt Romney,AL Republican,14439
1071,2012,Barack H. Obama,AL Democratic,5822
1071,2012,Gary Johnson,Independent,189
1071,2012,"Virgil H. Goode, Jr.",Independent,65
1071,2012,Jill Stein,Independent,62
1071,2012,Write-ins,-,55
1031,2012,Willard Mitt Romney,AL Republican,14666
1031,2012,Barack H. Obama,AL Democratic,4925
1031,2012,Gary Johnson,Independent,111
1031,2012,Write-ins,-,51
1031,2012,"Virgil H. Goode, Jr.",Independent,35
1031,2012,Jill Stein,Independent,33
1123,2012,Willard Mitt Romney,AL Republican,12396
1123,2012,Barack H. Obama,AL Democratic,6319
1123,2012,Gary Johnson,Independent,69
1123,2012,Jill Stein,Independent,25
1123,2012,Write-ins,-,22
1123,2012,"Virgil H. Goode, Jr.",Independent,20
1113,2012,Barack H. Obama,AL Democratic,10500
1113,2012,Willard Mitt Romney,AL Republican,8278
1113,2012,Gary Johnson,Independent,62
1113,2012,Write-ins,-,31
1113,2012,"Virgil H. Goode, Jr.",Independent,22
1113,2012,Jill Stein,Independent,17
1047,2012,Barack H. Obama,AL Democratic,14612
1047,2012,Willard Mitt Romney,AL Republican,6288
1047,2012,Gary Johnson,Independent,34
1047,2012,Write-ins,-,11
1047,2012,Jill Stein,Independent,10
1047,2012,"Virgil H. Goode, Jr.",Independent,9
1045,2012,Willard Mitt Romney,AL Republican,13108
1045,2012,Barack H. Obama,AL Democratic,5286
1045,2012,Gary Johnson,Independent,101
1045,2012,Write-ins,-,44
1045,2012,"Virgil H. Goode, Jr.",Independent,35
1045,2012,Jill Stein,Independent,27
1021,2012,Willard Mitt Romney,AL Republican,13932
1021,2012,Barack H. Obama,AL Democratic,3397
1021,2012,Gary Johnson,Independent,66
1021,2012,Jill Stein,Independent,38
1021,2012,"Virgil H. Goode, Jr.",Independent,29
1021,2012,Write-ins,-,23
1039,2012,Willard Mitt Romney,AL Republican,12153
1039,2012,Barack H. Obama,AL Democratic,3158
1039,2012,Gary Johnson,Independent,66
1039,2012,"Virgil H. Goode, Jr.",Independent,26
1039,2012,Jill Stein,Independent,20
1039,2012,Write-ins,-,16
1053,2012,Willard Mitt Romney,AL Republican,9287
1053,2012,Barack H. Obama,AL Democratic,5489
1053,2012,Gary Johnson,Independent,55
1053,2012,Write-ins,-,25
1053,2012,"Virgil H. Goode, Jr.",Independent,20
1053,2012,Jill Stein,Independent,18
1079,2012,Willard Mitt Romney,AL Republican,8874
1079,2012,Barack H. Obama,AL Democratic,5069
1079,2012,Gary Johnson,Independent,107
1079,2012,Write-ins,-,36
1079,2012,"Virgil H. Goode, Jr.",Independent,32
1079,2012,Jill Stein,Independent,30
1017,2012,Willard Mitt Romney,AL Republican,7626
1017,2012,Barack H. Obama,AL Democratic,6871
1017,2012,Gary Johnson,Independent,78
1017,2012,"Virgil H. Goode, Jr.",Independent,21
1017,2012,Write-ins,-,18
1017,2012,Jill Stein,Independent,15
1109,2012,Willard Mitt Romney,AL Republican,7963
1109,2012,Barack H. Obama,AL Democratic,6035
1109,2012,Gary Johnson,Independent,76
1109,2012,Jill Stein,Independent,18
1109,2012,Write-ins,-,16
1109,2012,"Virgil H. Goode, Jr.",Independent,15
1025,2012,Willard Mitt Romney,AL Republican,7470
1025,2012,Barack H. Obama,AL Democratic,6334
1025,2012,Gary Johnson,Independent,22
1025,2012,Jill Stein,Independent,14
1025,2012,"Virgil H. Goode, Jr.",Independent,11
1025,2012,Write-ins,-,9
1093,2012,Willard Mitt Romney,AL Republican,9697
1093,2012,Barack H. Obama,AL Democratic,2249
1093,2012,Gary Johnson,Independent,97
1093,2012,"Virgil H. Goode, Jr.",Independent,34
1093,2012,Jill Stein,Independent,28
1093,2012,Write-ins,-,24
1059,2012,Willard Mitt Romney,AL Republican,7567
1059,2012,Barack H. Obama,AL Democratic,3171
1059,2012,Gary Johnson,Independent,69
1059,2012,"Virgil H. Goode, Jr.",Independent,30
1059,2012,Jill Stein,Independent,22
1059,2012,Write-ins,-,22
1061,2012,Willard Mitt Romney,AL Republican,9175
1061,2012,Barack H. Obama,AL Democratic,2039
1061,2012,Gary Johnson,Independent,63
1061,2012,"Virgil H. Goode, Jr.",Independent,28
1061,2012,Jill Stein,Independent,15
1061,2012,Write-ins,-,11
1091,2012,Barack H. Obama,AL Democratic,6167
1091,2012,Willard Mitt Romney,AL Republican,5336
1091,2012,Gary Johnson,Independent,15
1091,2012,"Virgil H. Goode, Jr.",Independent,10
1091,2012,Jill Stein,Independent,9
1091,2012,Write-ins,-,6
1019,2012,Willard Mitt Romney,AL Republican,7506
1019,2012,Barack H. Obama,AL Democratic,2132
1019,2012,Gary Johnson,Independent,79
1019,2012,"Virgil H. Goode, Jr.",Independent,36
1019,2012,Jill Stein,Independent,26
1019,2012,Write-ins,-,13
1005,2012,Barack H. Obama,AL Democratic,5912
1005,2012,Willard Mitt Romney,AL Republican,5550
1005,2012,Gary Johnson,Independent,32
1005,2012,"Virgil H. Goode, Jr.",Independent,9
1005,2012,Write-ins,-,8
1005,2012,Jill Stein,Independent,6
1133,2012,Willard Mitt Romney,AL Republican,8312
1133,2012,Barack H. Obama,AL Democratic,1286
1133,2012,Gary Johnson,Independent,57
1133,2012,"Virgil H. Goode, Jr.",Independent,34
1133,2012,Jill Stein,Independent,25
1133,2012,Write-ins,-,14
1099,2012,Willard Mitt Romney,AL Republican,5741
1099,2012,Barack H. Obama,AL Democratic,4914
1099,2012,Gary Johnson,Independent,28
1099,2012,Jill Stein,Independent,13
1099,2012,"Virgil H. Goode, Jr.",Independent,12
1099,2012,Write-ins,-,9
1111,2012,Willard Mitt Romney,AL Republican,7224
1111,2012,Barack H. Obama,AL Democratic,3078
1111,2012,Gary Johnson,Independent,55
1111,2012,Write-ins,-,23
1111,2012,Jill Stein,Independent,22
1111,2012,"Virgil H. Goode, Jr.",Independent,19
1107,2012,Willard Mitt Romney,AL Republican,5124
1107,2012,Barack H. Obama,AL Democratic,4455
1107,2012,Gary Johnson,Independent,16
1107,2012,"Virgil H. Goode, Jr.",Independent,11
1107,2012,Write-ins,-,10
1107,2012,Jill Stein,Independent,5
1087,2012,Barack H. Obama,AL Democratic,9045
1087,2012,Willard Mitt Romney,AL Republican,1331
1087,2012,Gary Johnson,Independent,14
1087,2012,Jill Stein,Independent,3
1087,2012,Write-ins,-,2
1087,2012,"Virgil H. Goode, Jr.",Independent,1
1007,2012,Willard Mitt Romney,AL Republican,6132
1007,2012,Barack H. Obama,AL Democratic,2202
1007,2012,Gary Johnson,Independent,38
1007,2012,Write-ins,-,26
1007,2012,"Virgil H. Goode, Jr.",Independent,13
1007,2012,Jill Stein,Independent,9
1013,2012,Willard Mitt Romney,AL Republican,5087
1013,2012,Barack H. Obama,AL Democratic,4374
1013,2012,Gary Johnson,Independent,20
1013,2012,"Virgil H. Goode, Jr.",Independent,9
1013,2012,Jill Stein,Independent,6
1013,2012,Write-ins,-,6
1129,2012,Willard Mitt Romney,AL Republican,5761
1129,2012,Barack H. Obama,AL Democratic,2976
1129,2012,Gary Johnson,Independent,22
1129,2012,"Virgil H. Goode, Jr.",Independent,10
1129,2012,Jill Stein,Independent,9
1129,2012,Write-ins,-,9
1057,2012,Willard Mitt Romney,AL Republican,6054
1057,2012,Barack H. Obama,AL Democratic,1817
1057,2012,Gary Johnson,Independent,43
1057,2012,"Virgil H. Goode, Jr.",Independent,24
1057,2012,Write-ins,-,12
1057,2012,Jill Stein,Independent,8
1067,2012,Willard Mitt Romney,AL Republican,5628
1067,2012,Barack H. Obama,AL Democratic,3083
1067,2012,Gary Johnson,Independent,33
1067,2012,"Virgil H. Goode, Jr.",Independent,9
1067,2012,Jill Stein,Independent,7
1067,2012,Write-ins,-,6
1065,2012,Barack H. Obama,AL Democratic,5411
1065,2012,Willard Mitt Romney,AL Republican,3210
1065,2012,Gary Johnson,Independent,13
1065,2012,Jill Stein,Independent,6
1065,2012,Write-ins,-,4
1065,2012,"Virgil H. Goode, Jr.",Independent,3
1023,2012,Willard Mitt Romney,AL Republican,4152
1023,2012,Barack H. Obama,AL Democratic,3786
1023,2012,Gary Johnson,Independent,19
1023,2012,Write-ins,-,8
1023,2012,Jill Stein,Independent,7
1023,2012,"Virgil H. Goode, Jr.",Independent,4
1075,2012,Willard Mitt Romney,AL Republican,5457
1075,2012,Barack H. Obama,AL Democratic,1646
1075,2012,Gary Johnson,Independent,34
1075,2012,"Virgil H. Goode, Jr.",Independent,20
1075,2012,Write-ins,-,10
1075,2012,Jill Stein,Independent,9
1085,2012,Barack H. Obama,AL Democratic,5747
1085,2012,Willard Mitt Romney,AL Republican,1756
1085,2012,Gary Johnson,Independent,15
1085,2012,"Virgil H. Goode, Jr.",Independent,2
1085,2012,Write-ins,-,2
1085,2012,Jill Stein,Independent,1
1027,2012,Willard Mitt Romney,AL Republican,4817
1027,2012,Barack H. Obama,AL Democratic,1777
1027,2012,Gary Johnson,Independent,42
1027,2012,Write-ins,-,17
1027,2012,Jill Stein,Independent,16
1027,2012,"Virgil H. Goode, Jr.",Independent,10
1029,2012,Willard Mitt Romney,AL Republican,5272
1029,2012,Barack H. Obama,AL Democratic,971
1029,2012,Gary Johnson,Independent,37
1029,2012,"Virgil H. Goode, Jr.",Independent,14
1029,2012,Write-ins,-,14
1029,2012,Jill Stein,Independent,11
1035,2012,Barack H. Obama,AL Democratic,3555
1035,2012,Willard Mitt Romney,AL Republican,3439
1035,2012,Gary Johnson,Independent,15
1035,2012,Jill Stein,Independent,9
1035,2012,"Virgil H. Goode, Jr.",Independent,4
1035,2012,Write-ins,-,3
1119,2012,Barack H. Obama,AL Democratic,5421
1119,2012,Willard Mitt Romney,AL Republican,1586
1119,2012,Gary Johnson,Independent,18
1119,2012,Write-ins,-,3
1119,2012,Jill Stein,Independent,2
1041,2012,Willard Mitt Romney,AL Republican,4331
1041,2012,Barack H. Obama,AL Democratic,2050
1041,2012,Gary Johnson,Independent,21
1041,2012,Jill Stein,Independent,8
1041,2012,"Virgil H. Goode, Jr.",Independent,8
1041,2012,Write-ins,-,6
1131,2012,Barack H. Obama,AL Democratic,4868
1131,2012,Willard Mitt Romney,AL Republican,1679
1131,2012,Write-ins,-,4
1131,2012,Gary Johnson,Independent,2
1131,2012,Jill Stein,Independent,1
1131,2012,"Virgil H. Goode, Jr.",Independent,1
1105,2012,Barack H. Obama,AL Democratic,4568
1105,2012,Willard Mitt Romney,AL Republican,1506
1105,2012,Gary Johnson,Independent,15
1105,2012,Jill Stein,Independent,8
1105,2012,"Virgil H. Goode, Jr.",Independent,2
1105,2012,Write-ins,-,2
1037,2012,Willard Mitt Romney,AL Republican,3049
1037,2012,Barack H. Obama,AL Democratic,2191
1037,2012,Gary Johnson,Independent,19
1037,2012,Write-ins,-,13
1037,2012,Jill Stein,Independent,8
1037,2012,"Virgil H. Goode, Jr.",Independent,2
1063,2012,Barack H. Obama,AL Democratic,4521
1063,2012,Willard Mitt Romney,AL Republican,804
1063,2012,Gary Johnson,Independent,8
1063,2012,"Virgil H. Goode, Jr.",Independent,5
1063,2012,Write-ins,-,3
1063,2012,Jill Stein,Independent,2
1011,2012,Barack H. Obama,AL Democratic,4061
1011,2012,Willard Mitt Romney,AL Republican,1251
1011,2012,"Virgil H. Goode, Jr.",Independent,4
1011,2012,Gary Johnson,Independent,3
1011,2012,Jill Stein,Independent,3
4013,2012,Willard Mitt Romney,Republican,749885
4013,2012,Barack H. Obama,Democratic,602288
4013,2012,Gary Johnson,Libertarian,20071
4013,2012,Write-ins,-,4403
4013,2012,Jill Stein,Green,4091
4013,2012,"Virgil H. Goode, Jr.",Write-in,154
4013,2012,Ross C. 'Rocky' Anderson,Write-in,54
4013,2012,Jill Ann Reed,Write-in,8
4013,2012,Will Christensen,Write-in,5
4019,2012,Barack H. Obama,Democratic,201251
4019,2012,Willard Mitt Romney,Republican,174779
4019,2012,Gary Johnson,Libertarian,4366
4019,2012,Jill Stein,Green,1758
4019,2012,Write-ins,-,925
4019,2012,"Virgil H. Goode, Jr.",Write-in,46
4019,2012,Ross C. 'Rocky' Anderson,Write-in,41
4019,2012,Sheila Tittle,,4
4019,2012,Jill Ann Reed,Write-in,3
4021,2012,Willard Mitt Romney,Republican,62079
4021,2012,Barack H. Obama,Democratic,44306
4021,2012,Gary Johnson,Libertarian,1568
4021,2012,Write-ins,-,367
4021,2012,Jill Stein,Green,325
4021,2012,"Virgil H. Goode, Jr.",Write-in,36
4021,2012,Ross C. 'Rocky' Anderson,Write-in,1
4025,2012,Willard Mitt Romney,Republican,64468
4025,2012,Barack H. Obama,Democratic,33918
4025,2012,Gary Johnson,Libertarian,1450
4025,2012,Jill Stein,Green,417
4025,2012,Write-ins,-,386
4025,2012,"Virgil H. Goode, Jr.",Write-in,12
4025,2012,Ross C. 'Rocky' Anderson,Write-in,12
4025,2012,Jill Ann Reed,Write-in,2
4025,2012,Will Christensen,Write-in,2
4015,2012,Willard Mitt Romney,Republican,49168
4015,2012,Barack H. Obama,Democratic,19533
4015,2012,Gary Johnson,Libertarian,1070
4015,2012,Write-ins,-,318
4015,2012,Jill Stein,Green,224
4015,2012,Will Christensen,Write-in,6
4015,2012,"Virgil H. Goode, Jr.",Write-in,4
4015,2012,Ross C. 'Rocky' Anderson,Write-in,2
4015,2012,Jill Ann Reed,Write-in,2
4015,2012,Sheila Tittle,,1
4005,2012,Barack H. Obama,Democratic,29257
4005,2012,Willard Mitt Romney,Republican,21220
4005,2012,Gary Johnson,Libertarian,941
4005,2012,Jill Stein,Green,301
4005,2012,Write-ins,-,231
4005,2012,"Virgil H. Goode, Jr.",Write-in,6
4005,2012,Ross C. 'Rocky' Anderson,Write-in,6
4027,2012,Willard Mitt Romney,Republican,23352
4027,2012,Barack H. Obama,Democratic,18059
4027,2012,Gary Johnson,Libertarian,433
4027,2012,Write-ins,-,120
4027,2012,Jill Stein,Green,106
4027,2012,"Virgil H. Goode, Jr.",Write-in,3
4003,2012,Willard Mitt Romney,Republican,29497
4003,2012,Barack H. Obama,Democratic,18546
4003,2012,Gary Johnson,Libertarian,728
4003,2012,Jill Stein,Green,215
4003,2012,Write-ins,-,199
4003,2012,"Virgil H. Goode, Jr.",Write-in,12
4003,2012,Jill Ann Reed,Write-in,2
4003,2012,Ross C. 'Rocky' Anderson,Write-in,1
4003,2012,Sheila Tittle,,1
4017,2012,Willard Mitt Romney,Republican,19884
4017,2012,Barack H. Obama,Democratic,16945
4017,2012,Gary Johnson,Libertarian,399
4017,2012,Write-ins,-,130
4017,2012,Jill Stein,Green,99
4017,2012,"Virgil H. Goode, Jr.",Write-in,6
4017,2012,Ross C. 'Rocky' Anderson,Write-in,2
4001,2012,Barack H. Obama,Democratic,17147
4001,2012,Willard Mitt Romney,Republican,8250
4001,2012,Gary Johnson,Libertarian,354
4001,2012,Jill Stein,Green,88
4001,2012,Write-ins,-,69
4001,2012,"Virgil H. Goode, Jr.",Write-in,9
4007,2012,Willard Mitt Romney,Republican,13455
4007,2012,Barack H. Obama,Democratic,7697
4007,2012,Gary Johnson,Libertarian,310
4007,2012,Write-ins,-,67
4007,2012,Jill Stein,Green,64
4007,2012,"Virgil H. Goode, Jr.",Write-in,1
4007,2012,Will Christensen,Write-in,1
4023,2012,Barack H. Obama,Democratic,9486
4023,2012,Willard Mitt Romney,Republican,4235
4023,2012,Gary Johnson,Libertarian,108
4023,2012,Jill Stein,Green,65
4023,2012,Write-ins,-,17
4009,2012,Willard Mitt Romney,Republican,8076
4009,2012,Barack H. Obama,Democratic,3609
4009,2012,Gary Johnson,Libertarian,142
4009,2012,Write-ins,-,50
4009,2012,Jill Stein,Green,28
4012,2012,Willard Mitt Romney,Republican,3714
4012,2012,Barack H. Obama,Democratic,1880
4012,2012,Gary Johnson,Libertarian,99
4012,2012,Jill Stein,Green,24
4012,2012,Write-ins,-,18
4011,2012,Willard Mitt Romney,Republican,1592
4011,2012,Barack H. Obama,Democratic,1310
4011,2012,Gary Johnson,Libertarian,61
4011,2012,Write-ins,-,12
4011,2012,Jill Stein,Green,11
5119,2012,Barack H. Obama,Democratic,87248
5119,2012,Willard Mitt Romney,Republican,68984
5119,2012,Gary Johnson,Libertarian,1952
5119,2012,Jill Stein,Green,1064
5119,2012,Peta Lindsay,Socialism and Liberation,133
5007,2012,Willard Mitt Romney,Republican,54646
5007,2012,Barack H. Obama,Democratic,22636
5007,2012,Gary Johnson,Libertarian,1402
5007,2012,Jill Stein,Green,499
5007,2012,Peta Lindsay,Socialism and Liberation,74
5143,2012,Willard Mitt Romney,Republican,39688
5143,2012,Barack H. Obama,Democratic,28236
5143,2012,Gary Johnson,Libertarian,1651
5143,2012,Jill Stein,Green,818
5143,2012,Peta Lindsay,Socialism and Liberation,67
5125,2012,Willard Mitt Romney,Republican,32963
5125,2012,Barack H. Obama,Democratic,12869
5125,2012,Gary Johnson,Libertarian,775
5125,2012,Jill Stein,Green,422
5125,2012,Peta Lindsay,Socialism and Liberation,33
5045,2012,Willard Mitt Romney,Republican,26722
5045,2012,Barack H. Obama,Democratic,13621
5045,2012,Gary Johnson,Libertarian,698
5045,2012,Jill Stein,Green,374
5045,2012,Peta Lindsay,Socialism and Liberation,45
5131,2012,Willard Mitt Romney,Republican,29169
5131,2012,Barack H. Obama,Democratic,13092
5131,2012,Gary Johnson,Libertarian,690
5131,2012,Jill Stein,Green,350
5131,2012,Peta Lindsay,Socialism and Liberation,61
5051,2012,Willard Mitt Romney,Republican,26014
5051,2012,Barack H. Obama,Democratic,13804
5051,2012,Gary Johnson,Libertarian,513
5051,2012,Jill Stein,Green,358
5051,2012,Peta Lindsay,Socialism and Liberation,39
5031,2012,Willard Mitt Romney,Republican,20350
5031,2012,Barack H. Obama,Democratic,10527
5031,2012,Gary Johnson,Libertarian,497
5031,2012,Jill Stein,Green,293
5031,2012,Peta Lindsay,Socialism and Liberation,33
5145,2012,Willard Mitt Romney,Republican,20011
5145,2012,Barack H. Obama,Democratic,5765
5145,2012,Gary Johnson,Libertarian,428
5145,2012,Jill Stein,Green,255
5145,2012,Peta Lindsay,Socialism and Liberation,55
5085,2012,Willard Mitt Romney,Republican,17880
5085,2012,Barack H. Obama,Democratic,5625
5085,2012,Gary Johnson,Libertarian,372
5085,2012,Jill Stein,Green,208
5085,2012,Peta Lindsay,Socialism and Liberation,29
5069,2012,Barack H. Obama,Democratic,17470
5069,2012,Willard Mitt Romney,Republican,9520
5069,2012,Gary Johnson,Libertarian,194
5069,2012,Jill Stein,Green,166
5069,2012,Peta Lindsay,Socialism and Liberation,33
5115,2012,Willard Mitt Romney,Republican,14763
5115,2012,Barack H. Obama,Democratic,5126
5115,2012,Gary Johnson,Libertarian,321
5115,2012,Jill Stein,Green,206
5115,2012,Peta Lindsay,Socialism and Liberation,23
5033,2012,Willard Mitt Romney,Republican,15145
5033,2012,Barack H. Obama,Democratic,4881
5033,2012,Gary Johnson,Libertarian,347
5033,2012,Jill Stein,Green,188
5033,2012,Peta Lindsay,Socialism and Liberation,30
5005,2012,Willard Mitt Romney,Republican,13688
5005,2012,Barack H. Obama,Democratic,5172
5005,2012,Gary Johnson,Libertarian,293
5005,2012,Jill Stein,Green,177
5005,2012,Peta Lindsay,Socialism and Liberation,9
5139,2012,Willard Mitt Romney,Republican,10699
5139,2012,Barack H. Obama,Democratic,6196
5139,2012,Gary Johnson,Libertarian,158
5139,2012,Peta Lindsay,Socialism and Liberation,63
5139,2012,Jill Stein,Green,61
5009,2012,Willard Mitt Romney,Republican,11159
5009,2012,Barack H. Obama,Democratic,3772
5009,2012,Gary Johnson,Libertarian,263
5009,2012,Jill Stein,Green,163
5009,2012,Peta Lindsay,Socialism and Liberation,34
5091,2012,Willard Mitt Romney,Republican,10622
5091,2012,Barack H. Obama,Democratic,4518
5091,2012,Gary Johnson,Libertarian,96
5091,2012,Jill Stein,Green,69
5091,2012,Peta Lindsay,Socialism and Liberation,24
5035,2012,Barack H. Obama,Democratic,9487
5035,2012,Willard Mitt Romney,Republican,6998
5035,2012,Gary Johnson,Libertarian,146
5035,2012,Jill Stein,Green,65
5035,2012,Peta Lindsay,Socialism and Liberation,20
5055,2012,Willard Mitt Romney,Republican,9071
5055,2012,Barack H. Obama,Democratic,4000
5055,2012,Gary Johnson,Libertarian,431
5055,2012,Jill Stein,Green,179
5055,2012,Peta Lindsay,Socialism and Liberation,80
5063,2012,Willard Mitt Romney,Republican,8728
5063,2012,Barack H. Obama,Democratic,3281
5063,2012,Gary Johnson,Libertarian,210
5063,2012,Jill Stein,Green,143
5063,2012,Peta Lindsay,Socialism and Liberation,35
5093,2012,Willard Mitt Romney,Republican,6603
5093,2012,Barack H. Obama,Democratic,6467
5093,2012,Gary Johnson,Libertarian,141
5093,2012,Jill Stein,Green,89
5093,2012,Peta Lindsay,Socialism and Liberation,75
5023,2012,Willard Mitt Romney,Republican,8693
5023,2012,Barack H. Obama,Democratic,2620
5023,2012,Gary Johnson,Libertarian,196
5023,2012,Jill Stein,Green,106
5023,2012,Peta Lindsay,Socialism and Liberation,32
5059,2012,Willard Mitt Romney,Republican,7097
5059,2012,Barack H. Obama,Democratic,3830
