fips,election,candidate,party,vote
8037,2016,Gary Johnson,Libertarian,1368
8037,2016,Dr. Jill Stein,Green,423
8037,2016,Evan McMullin,Unaffiliated,165
8037,2016,Darrell L. Castle,American Constitution,62
8037,2016,Chris Keniston,Veterans of America,30
8037,2016,Rocky de la Fuente,American Delta,18
8037,2016,Mike Smith,Unaffiliated,13
8037,2016,Rod Silva,Nutrition,12
8037,2016,Gloria LaRiva,Socialism and Liberation,7
8037,2016,Alyson Kennedy,Socialist Workers,7
8037,2016,Laurence Kotlikoff,Kotlikoff for President,6
8037,2016,Kyle Kenley Kopitke,Ind. American,6
8037,2016,Joseph Allen Maldonado,Independent People,5
8037,2016,Thomas Hoefling,America's,4
8037,2016,Emidio Soltysik,Socialist USA,2
8037,2016,Michael A. Maturen,American Solidarity,2
8037,2016,Ryan Alan Scott,Unaffiliated,2
8037,2016,Frank Atwood,Approval Voting,1
8037,2016,Bradford Lyttle,Nonviolent Resistance/Pac,1
8039,2016,Donald J. Trump,Republican,11705
8039,2016,Hillary Clinton,Democratic,3134
8039,2016,Gary Johnson,Libertarian,666
8039,2016,Evan McMullin,Unaffiliated,170
8039,2016,Dr. Jill Stein,Green,138
8039,2016,Darrell L. Castle,American Constitution,92
8039,2016,Chris Keniston,Veterans of America,33
8039,2016,Mike Smith,Unaffiliated,12
8039,2016,Rod Silva,Nutrition,6
8039,2016,Kyle Kenley Kopitke,Ind. American,5
8039,2016,Thomas Hoefling,America's,4
8039,2016,Alyson Kennedy,Socialist Workers,3
8039,2016,Rocky de la Fuente,American Delta,2
8039,2016,Write-ins,-,2
8039,2016,James Hedges,Prohibition,2
8039,2016,Michael A. Maturen,American Solidarity,2
8039,2016,Gloria LaRiva,Socialism and Liberation,1
8039,2016,Laurence Kotlikoff,Kotlikoff for President,1
8039,2016,Bradford Lyttle,Nonviolent Resistance/Pac,1
8039,2016,Ryan Alan Scott,Unaffiliated,1
8041,2016,Donald J. Trump,Republican,179228
8041,2016,Hillary Clinton,Democratic,108010
8041,2016,Gary Johnson,Libertarian,19877
8041,2016,Evan McMullin,Unaffiliated,4276
8041,2016,Dr. Jill Stein,Green,4093
8041,2016,Darrell L. Castle,American Constitution,1436
8041,2016,Chris Keniston,Veterans of America,724
8041,2016,Mike Smith,Unaffiliated,318
8041,2016,Joseph Allen Maldonado,Independent People,131
8041,2016,Kyle Kenley Kopitke,Ind. American,126
8041,2016,Rocky de la Fuente,American Delta,112
8041,2016,Michael A. Maturen,American Solidarity,94
8041,2016,Thomas Hoefling,America's,92
8041,2016,Ryan Alan Scott,Unaffiliated,87
8041,2016,Rod Silva,Nutrition,79
8041,2016,Gloria LaRiva,Socialism and Liberation,58
8041,2016,Bradford Lyttle,Nonviolent Resistance/Pac,52
8041,2016,Laurence Kotlikoff,Kotlikoff for President,51
8041,2016,Alyson Kennedy,Socialist Workers,40
8041,2016,Emidio Soltysik,Socialist USA,34
8041,2016,Frank Atwood,Approval Voting,29
8041,2016,James Hedges,Prohibition,20
8041,2016,Write-ins,-,1
8043,2016,Donald J. Trump,Republican,15122
8043,2016,Hillary Clinton,Democratic,5297
8043,2016,Gary Johnson,Libertarian,890
8043,2016,Dr. Jill Stein,Green,243
8043,2016,Darrell L. Castle,American Constitution,142
8043,2016,Evan McMullin,Unaffiliated,133
8043,2016,Chris Keniston,Veterans of America,56
8043,2016,Mike Smith,Unaffiliated,25
8043,2016,Ryan Alan Scott,Unaffiliated,9
8043,2016,Joseph Allen Maldonado,Independent People,8
8043,2016,Gloria LaRiva,Socialism and Liberation,7
8043,2016,Thomas Hoefling,America's,7
8043,2016,Kyle Kenley Kopitke,Ind. American,7
8043,2016,Rocky de la Fuente,American Delta,6
8043,2016,Michael A. Maturen,American Solidarity,6
8043,2016,Rod Silva,Nutrition,4
8043,2016,Laurence Kotlikoff,Kotlikoff for President,3
8043,2016,Emidio Soltysik,Socialist USA,2
8043,2016,Alyson Kennedy,Socialist Workers,2
8043,2016,Bradford Lyttle,Nonviolent Resistance/Pac,2
8043,2016,James Hedges,Prohibition,1
8043,2016,Frank Atwood,Approval Voting,1
8045,2016,Donald J. Trump,Republican,13132
8045,2016,Hillary Clinton,Democratic,11271
8045,2016,Gary Johnson,Libertarian,1135
8045,2016,Dr. Jill Stein,Green,468
8045,2016,Evan McMullin,Unaffiliated,185
8045,2016,Darrell L. Castle,American Constitution,150
8045,2016,Chris Keniston,Veterans of America,41
8045,2016,Mike Smith,Unaffiliated,17
8045,2016,Kyle Kenley Kopitke,Ind. American,12
8045,2016,Rocky de la Fuente,American Delta,9
8045,2016,Rod Silva,Nutrition,9
8045,2016,Joseph Allen Maldonado,Independent People,8
8045,2016,Thomas Hoefling,America's,7
8045,2016,Ryan Alan Scott,Unaffiliated,7
8045,2016,Bradford Lyttle,Nonviolent Resistance/Pac,5
8045,2016,Gloria LaRiva,Socialism and Liberation,4
8045,2016,Frank Atwood,Approval Voting,3
8045,2016,Emidio Soltysik,Socialist USA,2
8045,2016,Alyson Kennedy,Socialist Workers,2
8045,2016,Michael A. Maturen,American Solidarity,2
8045,2016,James Hedges,Prohibition,1
8047,2016,Hillary Clinton,Democratic,1634
8047,2016,Donald J. Trump,Republican,1566
8047,2016,Gary Johnson,Libertarian,193
8047,2016,Dr. Jill Stein,Green,122
8047,2016,Evan McMullin,Unaffiliated,28
8047,2016,Darrell L. Castle,American Constitution,12
8047,2016,Chris Keniston,Veterans of America,12
8047,2016,Mike Smith,Unaffiliated,3
8047,2016,Rocky de la Fuente,American Delta,2
8047,2016,Ryan Alan Scott,Unaffiliated,2
8047,2016,Alyson Kennedy,Socialist Workers,1
8047,2016,Joseph Allen Maldonado,Independent People,1
8049,2016,Donald J. Trump,Republican,4494
8049,2016,Hillary Clinton,Democratic,3358
8049,2016,Gary Johnson,Libertarian,487
8049,2016,Dr. Jill Stein,Green,128
8049,2016,Evan McMullin,Unaffiliated,61
8049,2016,Darrell L. Castle,American Constitution,23
8049,2016,Chris Keniston,Veterans of America,15
8049,2016,Thomas Hoefling,America's,4
8049,2016,Ryan Alan Scott,Unaffiliated,4
8049,2016,Mike Smith,Unaffiliated,3
8049,2016,Kyle Kenley Kopitke,Ind. American,2
8049,2016,Frank Atwood,Approval Voting,2
8049,2016,Joseph Allen Maldonado,Independent People,2
8049,2016,Rod Silva,Nutrition,2
8049,2016,Rocky de la Fuente,American Delta,1
8049,2016,Laurence Kotlikoff,Kotlikoff for President,1
8049,2016,Bradford Lyttle,Nonviolent Resistance/Pac,1
8051,2016,Hillary Clinton,Democratic,5128
8051,2016,Donald J. Trump,Republican,3289
8051,2016,Gary Johnson,Libertarian,595
8051,2016,Dr. Jill Stein,Green,249
8051,2016,Evan McMullin,Unaffiliated,66
8051,2016,Darrell L. Castle,American Constitution,48
8051,2016,Chris Keniston,Veterans of America,9
8051,2016,Rocky de la Fuente,American Delta,6
8051,2016,Mike Smith,Unaffiliated,5
8051,2016,Alyson Kennedy,Socialist Workers,3
8051,2016,Emidio Soltysik,Socialist USA,2
8051,2016,Kyle Kenley Kopitke,Ind. American,2
8051,2016,Bradford Lyttle,Nonviolent Resistance/Pac,2
8051,2016,Michael A. Maturen,American Solidarity,2
8051,2016,Ryan Alan Scott,Unaffiliated,2
8051,2016,Rod Silva,Nutrition,2
8051,2016,Gloria LaRiva,Socialism and Liberation,1
8051,2016,Joseph Allen Maldonado,Independent People,1
8053,2016,Donald J. Trump,Republican,339
8053,2016,Hillary Clinton,Democratic,197
8053,2016,Gary Johnson,Libertarian,27
8053,2016,Dr. Jill Stein,Green,11
8053,2016,Evan McMullin,Unaffiliated,8
8053,2016,Darrell L. Castle,American Constitution,2
8053,2016,Gloria LaRiva,Socialism and Liberation,1
8053,2016,Thomas Hoefling,America's,1
8053,2016,Laurence Kotlikoff,Kotlikoff for President,1
8053,2016,Chris Keniston,Veterans of America,1
8053,2016,Kyle Kenley Kopitke,Ind. American,1
8055,2016,Donald J. Trump,Republican,1883
8055,2016,Hillary Clinton,Democratic,1633
8055,2016,Gary Johnson,Libertarian,151
8055,2016,Dr. Jill Stein,Green,48
8055,2016,Darrell L. Castle,American Constitution,27
8055,2016,Evan McMullin,Unaffiliated,13
8055,2016,Chris Keniston,Veterans of America,10
8055,2016,Ryan Alan Scott,Unaffiliated,5
8055,2016,Rocky de la Fuente,American Delta,3
8055,2016,Michael A. Maturen,American Solidarity,3
8055,2016,Joseph Allen Maldonado,Independent People,2
8055,2016,Gloria LaRiva,Socialism and Liberation,1
8055,2016,Thomas Hoefling,America's,1
8055,2016,James Hedges,Prohibition,1
8055,2016,Kyle Kenley Kopitke,Ind. American,1
8055,2016,Mike Smith,Unaffiliated,1
8057,2016,Donald J. Trump,Republican,629
8057,2016,Hillary Clinton,Democratic,171
8057,2016,Gary Johnson,Libertarian,41
8057,2016,Dr. Jill Stein,Green,7
8057,2016,Darrell L. Castle,American Constitution,6
8057,2016,Evan McMullin,Unaffiliated,4
8057,2016,Thomas Hoefling,America's,1
8057,2016,Chris Keniston,Veterans of America,1
8057,2016,Mike Smith,Unaffiliated,1
8059,2016,Hillary Clinton,Democratic,160776
8059,2016,Donald J. Trump,Republican,138177
8059,2016,Gary Johnson,Libertarian,18537
8059,2016,Dr. Jill Stein,Green,4579
8059,2016,Evan McMullin,Unaffiliated,3539
8059,2016,Darrell L. Castle,American Constitution,1369
8059,2016,Chris Keniston,Veterans of America,588
8059,2016,Mike Smith,Unaffiliated,229
8059,2016,Kyle Kenley Kopitke,Ind. American,134
8059,2016,Rocky de la Fuente,American Delta,132
8059,2016,Michael A. Maturen,American Solidarity,123
8059,2016,Ryan Alan Scott,Unaffiliated,112
8059,2016,Thomas Hoefling,America's,94
8059,2016,Joseph Allen Maldonado,Independent People,91
8059,2016,Rod Silva,Nutrition,91
8059,2016,Gloria LaRiva,Socialism and Liberation,54
8059,2016,Laurence Kotlikoff,Kotlikoff for President,53
8059,2016,Bradford Lyttle,Nonviolent Resistance/Pac,53
8059,2016,Alyson Kennedy,Socialist Workers,51
8059,2016,Frank Atwood,Approval Voting,47
8059,2016,Emidio Soltysik,Socialist USA,31
8059,2016,James Hedges,Prohibition,22
8059,2016,Write-ins,-,1
8061,2016,Donald J. Trump,Republican,728
8061,2016,Hillary Clinton,Democratic,91
8061,2016,Gary Johnson,Libertarian,24
8061,2016,Evan McMullin,Unaffiliated,5
8061,2016,Mike Smith,Unaffiliated,3
8061,2016,Dr. Jill Stein,Green,1
8061,2016,Darrell L. Castle,American Constitution,1
8061,2016,Kyle Kenley Kopitke,Ind. American,1
8061,2016,Ryan Alan Scott,Unaffiliated,1
8063,2016,Donald J. Trump,Republican,2967
8063,2016,Hillary Clinton,Democratic,536
8063,2016,Gary Johnson,Libertarian,95
8063,2016,Darrell L. Castle,American Constitution,36
8063,2016,Evan McMullin,Unaffiliated,24
8063,2016,Dr. Jill Stein,Green,16
8063,2016,Chris Keniston,Veterans of America,13
8063,2016,Kyle Kenley Kopitke,Ind. American,4
8063,2016,Mike Smith,Unaffiliated,4
8063,2016,Rocky de la Fuente,American Delta,1
8063,2016,Alyson Kennedy,Socialist Workers,1
8063,2016,Thomas Hoefling,America's,1
8063,2016,Laurence Kotlikoff,Kotlikoff for President,1
8063,2016,Frank Atwood,Approval Voting,1
8063,2016,Joseph Allen Maldonado,Independent People,1
8063,2016,Ryan Alan Scott,Unaffiliated,1
8065,2016,Hillary Clinton,Democratic,1616
8065,2016,Donald J. Trump,Republican,1270
8065,2016,Gary Johnson,Libertarian,173
8065,2016,Dr. Jill Stein,Green,78
8065,2016,Evan McMullin,Unaffiliated,28
8065,2016,Darrell L. Castle,American Constitution,20
8065,2016,Chris Keniston,Veterans of America,6
8065,2016,Ryan Alan Scott,Unaffiliated,3
8065,2016,James Hedges,Prohibition,1
8065,2016,Laurence Kotlikoff,Kotlikoff for President,1
8065,2016,Kyle Kenley Kopitke,Ind. American,1
8065,2016,Rod Silva,Nutrition,1
8065,2016,Mike Smith,Unaffiliated,1
8067,2016,Hillary Clinton,Democratic,15525
8067,2016,Donald J. Trump,Republican,12587
8067,2016,Gary Johnson,Libertarian,1878
8067,2016,Dr. Jill Stein,Green,665
8067,2016,Evan McMullin,Unaffiliated,245
8067,2016,Darrell L. Castle,American Constitution,127
8067,2016,Chris Keniston,Veterans of America,38
8067,2016,Mike Smith,Unaffiliated,12
8067,2016,Rocky de la Fuente,American Delta,11
8067,2016,Kyle Kenley Kopitke,Ind. American,8
8067,2016,Joseph Allen Maldonado,Independent People,8
8067,2016,Gloria LaRiva,Socialism and Liberation,7
8067,2016,Thomas Hoefling,America's,7
8067,2016,Michael A. Maturen,American Solidarity,7
8067,2016,Rod Silva,Nutrition,6
8067,2016,Emidio Soltysik,Socialist USA,5
8067,2016,Alyson Kennedy,Socialist Workers,3
8067,2016,Frank Atwood,Approval Voting,3
8067,2016,Ryan Alan Scott,Unaffiliated,3
8067,2016,Laurence Kotlikoff,Kotlikoff for President,2
8067,2016,Bradford Lyttle,Nonviolent Resistance/Pac,2
8067,2016,James Hedges,Prohibition,1
8069,2016,Hillary Clinton,Democratic,93113
8069,2016,Donald J. Trump,Republican,83430
8069,2016,Gary Johnson,Libertarian,11510
8069,2016,Dr. Jill Stein,Green,3203
8069,2016,Evan McMullin,Unaffiliated,2682
8069,2016,Darrell L. Castle,American Constitution,1026
8069,2016,Chris Keniston,Veterans of America,334
8069,2016,Mike Smith,Unaffiliated,121
8069,2016,Rocky de la Fuente,American Delta,83
8069,2016,Michael A. Maturen,American Solidarity,76
8069,2016,Kyle Kenley Kopitke,Ind. American,58
8069,2016,Rod Silva,Nutrition,48
8069,2016,Ryan Alan Scott,Unaffiliated,45
8069,2016,Joseph Allen Maldonado,Independent People,41
8069,2016,Gloria LaRiva,Socialism and Liberation,35
8069,2016,Laurence Kotlikoff,Kotlikoff for President,32
8069,2016,Alyson Kennedy,Socialist Workers,29
8069,2016,Bradford Lyttle,Nonviolent Resistance/Pac,29
8069,2016,Thomas Hoefling,America's,27
8069,2016,Frank Atwood,Approval Voting,24
8069,2016,Emidio Soltysik,Socialist USA,18
8069,2016,James Hedges,Prohibition,16
8069,2016,Write-ins,-,1
8071,2016,Donald J. Trump,Republican,3710
8071,2016,Hillary Clinton,Democratic,2650
8071,2016,Gary Johnson,Libertarian,251
8071,2016,Dr. Jill Stein,Green,62
8071,2016,Darrell L. Castle,American Constitution,30
8071,2016,Evan McMullin,Unaffiliated,25
8071,2016,Chris Keniston,Veterans of America,23
8071,2016,Ryan Alan Scott,Unaffiliated,7
8071,2016,Rocky de la Fuente,American Delta,5
8071,2016,Joseph Allen Maldonado,Independent People,5
8071,2016,Thomas Hoefling,America's,4
8071,2016,Kyle Kenley Kopitke,Ind. American,4
8071,2016,Rod Silva,Nutrition,4
8071,2016,Michael A. Maturen,American Solidarity,3
8071,2016,Alyson Kennedy,Socialist Workers,2
8071,2016,Frank Atwood,Approval Voting,2
8071,2016,Mike Smith,Unaffiliated,2
8071,2016,Emidio Soltysik,Socialist USA,1
8071,2016,Gloria LaRiva,Socialism and Liberation,1
8071,2016,James Hedges,Prohibition,1
8071,2016,Bradford Lyttle,Nonviolent Resistance/Pac,1
8073,2016,Donald J. Trump,Republican,1892
8073,2016,Hillary Clinton,Democratic,409
8073,2016,Gary Johnson,Libertarian,77
8073,2016,Darrell L. Castle,American Constitution,16
8073,2016,Evan McMullin,Unaffiliated,12
8073,2016,Dr. Jill Stein,Green,9
8073,2016,Mike Smith,Unaffiliated,7
8073,2016,Chris Keniston,Veterans of America,6
8073,2016,Thomas Hoefling,America's,3
8073,2016,Rocky de la Fuente,American Delta,2
8073,2016,Gloria LaRiva,Socialism and Liberation,1
8073,2016,Ryan Alan Scott,Unaffiliated,1
8073,2016,Rod Silva,Nutrition,1
8075,2016,Donald J. Trump,Republican,7282
8075,2016,Hillary Clinton,Democratic,1851
8075,2016,Gary Johnson,Libertarian,319
8075,2016,Darrell L. Castle,American Constitution,73
8075,2016,Evan McMullin,Unaffiliated,67
8075,2016,Dr. Jill Stein,Green,65
8075,2016,Chris Keniston,Veterans of America,25
8075,2016,Kyle Kenley Kopitke,Ind. American,6
8075,2016,Mike Smith,Unaffiliated,6
8075,2016,Rocky de la Fuente,American Delta,5
8075,2016,Thomas Hoefling,America's,5
8075,2016,Frank Atwood,Approval Voting,4
8075,2016,Joseph Allen Maldonado,Independent People,4
8075,2016,Alyson Kennedy,Socialist Workers,3
8075,2016,Gloria LaRiva,Socialism and Liberation,2
8075,2016,Ryan Alan Scott,Unaffiliated,2
8075,2016,James Hedges,Prohibition,1
8075,2016,Laurence Kotlikoff,Kotlikoff for President,1
8075,2016,Rod Silva,Nutrition,1
8077,2016,Donald J. Trump,Republican,49779
8077,2016,Hillary Clinton,Democratic,21729
8077,2016,Gary Johnson,Libertarian,3675
8077,2016,Evan McMullin,Unaffiliated,880
8077,2016,Dr. Jill Stein,Green,712
8077,2016,Darrell L. Castle,American Constitution,442
8077,2016,Chris Keniston,Veterans of America,169
8077,2016,Mike Smith,Unaffiliated,43
8077,2016,Kyle Kenley Kopitke,Ind. American,40
8077,2016,Rocky de la Fuente,American Delta,34
8077,2016,Thomas Hoefling,America's,25
8077,2016,Ryan Alan Scott,Unaffiliated,25
8077,2016,Joseph Allen Maldonado,Independent People,20
8077,2016,Rod Silva,Nutrition,19
8077,2016,Michael A. Maturen,American Solidarity,11
8077,2016,Gloria LaRiva,Socialism and Liberation,10
8077,2016,Alyson Kennedy,Socialist Workers,10
8077,2016,James Hedges,Prohibition,9
8077,2016,Laurence Kotlikoff,Kotlikoff for President,9
8077,2016,Frank Atwood,Approval Voting,6
8077,2016,Bradford Lyttle,Nonviolent Resistance/Pac,4
8077,2016,Emidio Soltysik,Socialist USA,2
8077,2016,Write-ins,-,1
8079,2016,Donald J. Trump,Republican,344
8079,2016,Hillary Clinton,Democratic,237
8079,2016,Gary Johnson,Libertarian,42
8079,2016,Dr. Jill Stein,Green,11
8079,2016,Darrell L. Castle,American Constitution,6
8079,2016,Evan McMullin,Unaffiliated,5
8079,2016,Chris Keniston,Veterans of America,4
8079,2016,Emidio Soltysik,Socialist USA,1
8079,2016,Gloria LaRiva,Socialism and Liberation,1
8079,2016,Laurence Kotlikoff,Kotlikoff for President,1
8081,2016,Donald J. Trump,Republican,5305
8081,2016,Hillary Clinton,Democratic,874
8081,2016,Gary Johnson,Libertarian,179
8081,2016,Evan McMullin,Unaffiliated,60
8081,2016,Darrell L. Castle,American Constitution,41
8081,2016,Dr. Jill Stein,Green,31
8081,2016,Chris Keniston,Veterans of America,13
8081,2016,Mike Smith,Unaffiliated,7
8081,2016,Thomas Hoefling,America's,6
8081,2016,Ryan Alan Scott,Unaffiliated,4
8081,2016,Joseph Allen Maldonado,Independent People,2
8081,2016,Rod Silva,Nutrition,2
8081,2016,Alyson Kennedy,Socialist Workers,1
8083,2016,Donald J. Trump,Republican,7853
8083,2016,Hillary Clinton,Democratic,3973
8083,2016,Gary Johnson,Libertarian,544
8083,2016,Dr. Jill Stein,Green,235
8083,2016,Evan McMullin,Unaffiliated,129
8083,2016,Darrell L. Castle,American Constitution,58
8083,2016,Chris Keniston,Veterans of America,26
8083,2016,Rocky de la Fuente,American Delta,7
8083,2016,Alyson Kennedy,Socialist Workers,5
8083,2016,Joseph Allen Maldonado,Independent People,5
8083,2016,Ryan Alan Scott,Unaffiliated,5
8083,2016,Mike Smith,Unaffiliated,5
8083,2016,Kyle Kenley Kopitke,Ind. American,4
8083,2016,Laurence Kotlikoff,Kotlikoff for President,3
8083,2016,Emidio Soltysik,Socialist USA,2
8083,2016,Frank Atwood,Approval Voting,2
8083,2016,Gloria LaRiva,Socialism and Liberation,1
8083,2016,Thomas Hoefling,America's,1
8085,2016,Donald J. Trump,Republican,14382
8085,2016,Hillary Clinton,Democratic,5466
8085,2016,Gary Johnson,Libertarian,735
8085,2016,Evan McMullin,Unaffiliated,211
8085,2016,Darrell L. Castle,American Constitution,144
8085,2016,Dr. Jill Stein,Green,138
8085,2016,Chris Keniston,Veterans of America,33
8085,2016,Alyson Kennedy,Socialist Workers,15
8085,2016,Rocky de la Fuente,American Delta,11
8085,2016,Mike Smith,Unaffiliated,11
8085,2016,Joseph Allen Maldonado,Independent People,6
8085,2016,Ryan Alan Scott,Unaffiliated,5
8085,2016,Laurence Kotlikoff,Kotlikoff for President,4
8085,2016,Kyle Kenley Kopitke,Ind. American,4
8085,2016,Gloria LaRiva,Socialism and Liberation,3
8085,2016,Thomas Hoefling,America's,3
8085,2016,Frank Atwood,Approval Voting,3
8085,2016,Bradford Lyttle,Nonviolent Resistance/Pac,3
8085,2016,Rod Silva,Nutrition,3
8085,2016,Emidio Soltysik,Socialist USA,2
8085,2016,James Hedges,Prohibition,2
8085,2016,Michael A. Maturen,American Solidarity,2
8087,2016,Donald J. Trump,Republican,8145
8087,2016,Hillary Clinton,Democratic,3151
8087,2016,Gary Johnson,Libertarian,350
8087,2016,Evan McMullin,Unaffiliated,80
8087,2016,Dr. Jill Stein,Green,80
8087,2016,Darrell L. Castle,American Constitution,74
8087,2016,Chris Keniston,Veterans of America,30
8087,2016,Kyle Kenley Kopitke,Ind. American,8
8087,2016,Ryan Alan Scott,Unaffiliated,7
8087,2016,Rocky de la Fuente,American Delta,6
8087,2016,Mike Smith,Unaffiliated,6
8087,2016,Gloria LaRiva,Socialism and Liberation,4
8087,2016,Joseph Allen Maldonado,Independent People,4
8087,2016,Rod Silva,Nutrition,4
8087,2016,Laurence Kotlikoff,Kotlikoff for President,3
8087,2016,James Hedges,Prohibition,2
8087,2016,Frank Atwood,Approval Voting,2
8087,2016,Michael A. Maturen,American Solidarity,2
8087,2016,Alyson Kennedy,Socialist Workers,1
8087,2016,Bradford Lyttle,Nonviolent Resistance/Pac,1
8089,2016,Donald J. Trump,Republican,4928
8089,2016,Hillary Clinton,Democratic,2943
8089,2016,Gary Johnson,Libertarian,320
8089,2016,Darrell L. Castle,American Constitution,63
8089,2016,Dr. Jill Stein,Green,57
8089,2016,Evan McMullin,Unaffiliated,51
8089,2016,Chris Keniston,Veterans of America,34
8089,2016,Rocky de la Fuente,American Delta,12
8089,2016,Thomas Hoefling,America's,7
8089,2016,Joseph Allen Maldonado,Independent People,7
8089,2016,Ryan Alan Scott,Unaffiliated,7
8089,2016,Kyle Kenley Kopitke,Ind. American,6
8089,2016,Mike Smith,Unaffiliated,6
8089,2016,Rod Silva,Nutrition,5
8089,2016,Michael A. Maturen,American Solidarity,4
8089,2016,Gloria LaRiva,Socialism and Liberation,1
8089,2016,Laurence Kotlikoff,Kotlikoff for President,1
8091,2016,Hillary Clinton,Democratic,1697
8091,2016,Donald J. Trump,Republican,1351
8091,2016,Gary Johnson,Libertarian,150
8091,2016,Dr. Jill Stein,Green,61
8091,2016,Evan McMullin,Unaffiliated,37
8091,2016,Darrell L. Castle,American Constitution,7
8091,2016,Chris Keniston,Veterans of America,3
8091,2016,Gloria LaRiva,Socialism and Liberation,1
8091,2016,James Hedges,Prohibition,1
8091,2016,Joseph Allen Maldonado,Independent People,1
8091,2016,Ryan Alan Scott,Unaffiliated,1
8093,2016,Donald J. Trump,Republican,6135
8093,2016,Hillary Clinton,Democratic,3421
8093,2016,Gary Johnson,Libertarian,509
8093,2016,Dr. Jill Stein,Green,169
8093,2016,Evan McMullin,Unaffiliated,71
8093,2016,Darrell L. Castle,American Constitution,58
8093,2016,Chris Keniston,Veterans of America,22
8093,2016,Mike Smith,Unaffiliated,6
8093,2016,Kyle Kenley Kopitke,Ind. American,5
8093,2016,Ryan Alan Scott,Unaffiliated,4
8093,2016,Rocky de la Fuente,American Delta,3
8093,2016,Thomas Hoefling,America's,3
8093,2016,Alyson Kennedy,Socialist Workers,2
8093,2016,Frank Atwood,Approval Voting,2
8093,2016,Joseph Allen Maldonado,Independent People,2
8093,2016,Rod Silva,Nutrition,2
8093,2016,Gloria LaRiva,Socialism and Liberation,1
8093,2016,Bradford Lyttle,Nonviolent Resistance/Pac,1
8093,2016,Michael A. Maturen,American Solidarity,1
8095,2016,Donald J. Trump,Republican,1791
8095,2016,Hillary Clinton,Democratic,436
8095,2016,Gary Johnson,Libertarian,60
8095,2016,Darrell L. Castle,American Constitution,15
8095,2016,Evan McMullin,Unaffiliated,9
8095,2016,Dr. Jill Stein,Green,9
8095,2016,Chris Keniston,Veterans of America,4
8095,2016,Kyle Kenley Kopitke,Ind. American,2
8095,2016,Michael A. Maturen,American Solidarity,2
8095,2016,Ryan Alan Scott,Unaffiliated,2
8095,2016,Laurence Kotlikoff,Kotlikoff for President,1
8095,2016,Joseph Allen Maldonado,Independent People,1
8097,2016,Hillary Clinton,Democratic,7333
8097,2016,Donald J. Trump,Republican,2550
8097,2016,Gary Johnson,Libertarian,374
8097,2016,Dr. Jill Stein,Green,186
8097,2016,Evan McMullin,Unaffiliated,42
8097,2016,Darrell L. Castle,American Constitution,16
8097,2016,Chris Keniston,Veterans of America,8
8097,2016,Bradford Lyttle,Nonviolent Resistance/Pac,3
8097,2016,Rocky de la Fuente,American Delta,2
8097,2016,Rod Silva,Nutrition,2
8097,2016,Mike Smith,Unaffiliated,2
8097,2016,Emidio Soltysik,Socialist USA,1
8097,2016,Alyson Kennedy,Socialist Workers,1
8097,2016,Thomas Hoefling,America's,1
8097,2016,James Hedges,Prohibition,1
8097,2016,Laurence Kotlikoff,Kotlikoff for President,1
8099,2016,Donald J. Trump,Republican,3531
8099,2016,Hillary Clinton,Democratic,1186
8099,2016,Gary Johnson,Libertarian,155
8099,2016,Evan McMullin,Unaffiliated,48
8099,2016,Dr. Jill Stein,Green,30
8099,2016,Darrell L. Castle,American Constitution,23
8099,2016,Chris Keniston,Veterans of America,10
8099,2016,Joseph Allen Maldonado,Independent People,5
8099,2016,Ryan Alan Scott,Unaffiliated,5
8099,2016,Mike Smith,Unaffiliated,5
8099,2016,Kyle Kenley Kopitke,Ind. American,4
8099,2016,Thomas Hoefling,America's,3
8099,2016,Rod Silva,Nutrition,3
8099,2016,Rocky de la Fuente,American Delta,2
8099,2016,Michael A. Maturen,American Solidarity,2
8099,2016,Alyson Kennedy,Socialist Workers,1
8099,2016,James Hedges,Prohibition,1
8099,2016,Frank Atwood,Approval Voting,1
8099,2016,Bradford Lyttle,Nonviolent Resistance/Pac,1
8101,2016,Donald J. Trump,Republican,36265
8101,2016,Hillary Clinton,Democratic,35875
8101,2016,Gary Johnson,Libertarian,4072
8101,2016,Dr. Jill Stein,Green,942
8101,2016,Evan McMullin,Unaffiliated,441
8101,2016,Darrell L. Castle,American Constitution,427
8101,2016,Chris Keniston,Veterans of America,134
8101,2016,Rocky de la Fuente,American Delta,93
8101,2016,Joseph Allen Maldonado,Independent People,62
8101,2016,Mike Smith,Unaffiliated,54
8101,2016,Gloria LaRiva,Socialism and Liberation,51
8101,2016,Thomas Hoefling,America's,35
8101,2016,Ryan Alan Scott,Unaffiliated,32
8101,2016,Rod Silva,Nutrition,30
8101,2016,Alyson Kennedy,Socialist Workers,28
8101,2016,Michael A. Maturen,American Solidarity,25
8101,2016,Kyle Kenley Kopitke,Ind. American,24
8101,2016,Frank Atwood,Approval Voting,21
8101,2016,Bradford Lyttle,Nonviolent Resistance/Pac,11
8101,2016,James Hedges,Prohibition,10
8101,2016,Emidio Soltysik,Socialist USA,8
8101,2016,Laurence Kotlikoff,Kotlikoff for President,6
8103,2016,Donald J. Trump,Republican,2791
8103,2016,Hillary Clinton,Democratic,436
8103,2016,Gary Johnson,Libertarian,118
8103,2016,Evan McMullin,Unaffiliated,52
8103,2016,Darrell L. Castle,American Constitution,22
8103,2016,Dr. Jill Stein,Green,16
8103,2016,Chris Keniston,Veterans of America,6
8103,2016,Mike Smith,Unaffiliated,2
