fips,election,candidate,party,vote
27083,2008,Barack H. Obama,Democratic-F.L.,6110
27083,2008,Ralph Nader,Independent,152
27083,2008,Charles O. Baldwin,Constitution,43
27083,2008,Write-ins,-,36
27083,2008,Bob Barr,Libertarian,34
27083,2008,Cynthia A. McKinney,Green,17
27083,2008,Roger Calero,Socialist Workers,1
27153,2008,"John S. McCain, III",Republican,6637
27153,2008,Barack H. Obama,Democratic-F.L.,5277
27153,2008,Ralph Nader,Independent,208
27153,2008,Charles O. Baldwin,Constitution,45
27153,2008,Write-ins,-,32
27153,2008,Bob Barr,Libertarian,30
27153,2008,Cynthia A. McKinney,Green,22
27153,2008,Roger Calero,Socialist Workers,6
27157,2008,"John S. McCain, III",Republican,5935
27157,2008,Barack H. Obama,Democratic-F.L.,5646
27157,2008,Ralph Nader,Independent,201
27157,2008,Write-ins,-,36
27157,2008,Bob Barr,Libertarian,32
27157,2008,Cynthia A. McKinney,Green,24
27157,2008,Charles O. Baldwin,Constitution,15
27157,2008,Roger Calero,Socialist Workers,4
27057,2008,"John S. McCain, III",Republican,6558
27057,2008,Barack H. Obama,Democratic-F.L.,4872
27057,2008,Ralph Nader,Independent,101
27057,2008,Bob Barr,Libertarian,29
27057,2008,Charles O. Baldwin,Constitution,25
27057,2008,Write-ins,-,25
27057,2008,Cynthia A. McKinney,Green,24
27057,2008,Roger Calero,Socialist Workers,4
27045,2008,Barack H. Obama,Democratic-F.L.,5921
27045,2008,"John S. McCain, III",Republican,4993
27045,2008,Ralph Nader,Independent,151
27045,2008,Write-ins,-,55
27045,2008,Charles O. Baldwin,Constitution,50
27045,2008,Bob Barr,Libertarian,40
27045,2008,Cynthia A. McKinney,Green,18
27045,2008,Roger Calero,Socialist Workers,6
27039,2008,"John S. McCain, III",Republican,5468
27039,2008,Barack H. Obama,Democratic-F.L.,4463
27039,2008,Ralph Nader,Independent,130
27039,2008,Charles O. Baldwin,Constitution,42
27039,2008,Bob Barr,Libertarian,38
27039,2008,Write-ins,-,37
27039,2008,Cynthia A. McKinney,Green,31
27039,2008,Roger Calero,Socialist Workers,4
27055,2008,Barack H. Obama,Democratic-F.L.,5906
27055,2008,"John S. McCain, III",Republican,4743
27055,2008,Ralph Nader,Independent,123
27055,2008,Write-ins,-,33
27055,2008,Charles O. Baldwin,Constitution,28
27055,2008,Bob Barr,Libertarian,25
27055,2008,Cynthia A. McKinney,Green,22
27055,2008,Roger Calero,Socialist Workers,3
27091,2008,"John S. McCain, III",Republican,6053
27091,2008,Barack H. Obama,Democratic-F.L.,4413
27091,2008,Ralph Nader,Independent,180
27091,2008,Write-ins,-,32
27091,2008,Charles O. Baldwin,Constitution,28
27091,2008,Bob Barr,Libertarian,22
27091,2008,Cynthia A. McKinney,Green,21
27091,2008,Roger Calero,Socialist Workers,5
27161,2008,"John S. McCain, III",Republican,5211
27161,2008,Barack H. Obama,Democratic-F.L.,4401
27161,2008,Ralph Nader,Independent,173
27161,2008,Write-ins,-,31
27161,2008,Bob Barr,Libertarian,26
27161,2008,Cynthia A. McKinney,Green,24
27161,2008,Charles O. Baldwin,Constitution,16
27161,2008,Roger Calero,Socialist Workers,6
27001,2008,Barack H. Obama,Democratic-F.L.,4595
27001,2008,"John S. McCain, III",Republican,4589
27001,2008,Ralph Nader,Independent,132
27001,2008,Bob Barr,Libertarian,26
27001,2008,Write-ins,-,25
27001,2008,Charles O. Baldwin,Constitution,22
27001,2008,Cynthia A. McKinney,Green,16
27001,2008,Roger Calero,Socialist Workers,5
27105,2008,"John S. McCain, III",Republican,4368
27105,2008,Barack H. Obama,Democratic-F.L.,4244
27105,2008,Ralph Nader,Independent,104
27105,2008,Write-ins,-,31
27105,2008,Charles O. Baldwin,Constitution,28
27105,2008,Cynthia A. McKinney,Green,19
27105,2008,Bob Barr,Libertarian,15
27105,2008,Roger Calero,Socialist Workers,4
27065,2008,"John S. McCain, III",Republican,4479
27065,2008,Barack H. Obama,Democratic-F.L.,3743
27065,2008,Ralph Nader,Independent,142
27065,2008,Charles O. Baldwin,Constitution,39
27065,2008,Bob Barr,Libertarian,33
27065,2008,Cynthia A. McKinney,Green,31
27065,2008,Write-ins,-,25
27065,2008,Roger Calero,Socialist Workers,7
27135,2008,"John S. McCain, III",Republican,4438
27135,2008,Barack H. Obama,Democratic-F.L.,3097
27135,2008,Ralph Nader,Independent,93
27135,2008,Write-ins,-,22
27135,2008,Charles O. Baldwin,Constitution,17
27135,2008,Bob Barr,Libertarian,16
27135,2008,Cynthia A. McKinney,Green,14
27135,2008,Roger Calero,Socialist Workers,2
27135,2008,Alan Keyes,-,1
27143,2008,"John S. McCain, III",Republican,4492
27143,2008,Barack H. Obama,Democratic-F.L.,2998
27143,2008,Ralph Nader,Independent,168
27143,2008,Cynthia A. McKinney,Green,19
27143,2008,Write-ins,-,18
27143,2008,Bob Barr,Libertarian,17
27143,2008,Charles O. Baldwin,Constitution,16
27143,2008,Roger Calero,Socialist Workers,1
27127,2008,"John S. McCain, III",Republican,4308
27127,2008,Barack H. Obama,Democratic-F.L.,3250
27127,2008,Ralph Nader,Independent,121
27127,2008,Charles O. Baldwin,Constitution,67
27127,2008,Write-ins,-,22
27127,2008,Bob Barr,Libertarian,19
27127,2008,Cynthia A. McKinney,Green,14
27127,2008,Roger Calero,Socialist Workers,5
27129,2008,"John S. McCain, III",Republican,3956
27129,2008,Barack H. Obama,Democratic-F.L.,3904
27129,2008,Ralph Nader,Independent,196
27129,2008,Bob Barr,Libertarian,25
27129,2008,Charles O. Baldwin,Constitution,24
27129,2008,Write-ins,-,18
27129,2008,Cynthia A. McKinney,Green,11
27129,2008,Roger Calero,Socialist Workers,1
27043,2008,"John S. McCain, III",Republican,4196
27043,2008,Barack H. Obama,Democratic-F.L.,3736
27043,2008,Ralph Nader,Independent,134
27043,2008,Charles O. Baldwin,Constitution,24
27043,2008,Write-ins,-,24
27043,2008,Bob Barr,Libertarian,18
27043,2008,Cynthia A. McKinney,Green,15
27043,2008,Roger Calero,Socialist Workers,5
27159,2008,"John S. McCain, III",Republican,4128
27159,2008,Barack H. Obama,Democratic-F.L.,2882
27159,2008,Ralph Nader,Independent,102
27159,2008,Cynthia A. McKinney,Green,16
27159,2008,Charles O. Baldwin,Constitution,15
27159,2008,Bob Barr,Libertarian,11
27159,2008,Write-ins,-,11
27159,2008,Roger Calero,Socialist Workers,4
27113,2008,Barack H. Obama,Democratic-F.L.,3394
27113,2008,"John S. McCain, III",Republican,3248
27113,2008,Ralph Nader,Independent,92
27113,2008,Write-ins,-,27
27113,2008,Bob Barr,Libertarian,24
27113,2008,Charles O. Baldwin,Constitution,19
27113,2008,Cynthia A. McKinney,Green,15
27113,2008,Roger Calero,Socialist Workers,3
27075,2008,Barack H. Obama,Democratic-F.L.,4174
27075,2008,"John S. McCain, III",Republican,2636
27075,2008,Ralph Nader,Independent,75
27075,2008,Write-ins,-,29
27075,2008,Bob Barr,Libertarian,19
27075,2008,Cynthia A. McKinney,Green,19
27075,2008,Charles O. Baldwin,Constitution,17
27071,2008,Barack H. Obama,Democratic-F.L.,3649
27071,2008,"John S. McCain, III",Republican,2962
27071,2008,Ralph Nader,Independent,88
27071,2008,Charles O. Baldwin,Constitution,35
27071,2008,Bob Barr,Libertarian,28
27071,2008,Write-ins,-,24
27071,2008,Cynthia A. McKinney,Green,14
27071,2008,Roger Calero,Socialist Workers,2
27121,2008,Barack H. Obama,Democratic-F.L.,3317
27121,2008,"John S. McCain, III",Republican,3069
27121,2008,Ralph Nader,Independent,95
27121,2008,Write-ins,-,19
27121,2008,Charles O. Baldwin,Constitution,15
27121,2008,Bob Barr,Libertarian,11
27121,2008,Cynthia A. McKinney,Green,9
27121,2008,Roger Calero,Socialist Workers,1
27023,2008,Barack H. Obama,Democratic-F.L.,3280
27023,2008,"John S. McCain, III",Republican,2907
27023,2008,Ralph Nader,Independent,95
27023,2008,Charles O. Baldwin,Constitution,26
27023,2008,Write-ins,-,25
27023,2008,Cynthia A. McKinney,Green,13
27023,2008,Bob Barr,Libertarian,7
27023,2008,Roger Calero,Socialist Workers,3
27033,2008,"John S. McCain, III",Republican,3157
27033,2008,Barack H. Obama,Democratic-F.L.,2759
27033,2008,Ralph Nader,Independent,59
27033,2008,Write-ins,-,21
27033,2008,Charles O. Baldwin,Constitution,14
27033,2008,Cynthia A. McKinney,Green,12
27033,2008,Bob Barr,Libertarian,11
27033,2008,Roger Calero,Socialist Workers,3
27063,2008,"John S. McCain, III",Republican,2858
27063,2008,Barack H. Obama,Democratic-F.L.,2618
27063,2008,Ralph Nader,Independent,62
27063,2008,Bob Barr,Libertarian,26
27063,2008,Charles O. Baldwin,Constitution,20
27063,2008,Cynthia A. McKinney,Green,19
27063,2008,Write-ins,-,16
27063,2008,Roger Calero,Socialist Workers,4
27149,2008,Barack H. Obama,Democratic-F.L.,2781
27149,2008,"John S. McCain, III",Republican,2710
27149,2008,Ralph Nader,Independent,72
27149,2008,Charles O. Baldwin,Constitution,18
27149,2008,Cynthia A. McKinney,Green,17
27149,2008,Write-ins,-,17
27149,2008,Bob Barr,Libertarian,16
27149,2008,Roger Calero,Socialist Workers,3
27173,2008,Barack H. Obama,Democratic-F.L.,2816
27173,2008,"John S. McCain, III",Republican,2579
27173,2008,Ralph Nader,Independent,93
27173,2008,Charles O. Baldwin,Constitution,27
27173,2008,Bob Barr,Libertarian,23
27173,2008,Write-ins,-,16
27173,2008,Cynthia A. McKinney,Green,10
27173,2008,Roger Calero,Socialist Workers,5
27165,2008,Barack H. Obama,Democratic-F.L.,2562
27165,2008,"John S. McCain, III",Republican,2526
27165,2008,Ralph Nader,Independent,103
27165,2008,Charles O. Baldwin,Constitution,18
27165,2008,Write-ins,-,18
27165,2008,Cynthia A. McKinney,Green,15
27165,2008,Bob Barr,Libertarian,11
27165,2008,Roger Calero,Socialist Workers,5
27151,2008,Barack H. Obama,Democratic-F.L.,2907
27151,2008,"John S. McCain, III",Republican,2184
27151,2008,Ralph Nader,Independent,99
27151,2008,Charles O. Baldwin,Constitution,18
27151,2008,Bob Barr,Libertarian,14
27151,2008,Cynthia A. McKinney,Green,10
27151,2008,Write-ins,-,8
27151,2008,Roger Calero,Socialist Workers,4
27133,2008,"John S. McCain, III",Republican,2775
27133,2008,Barack H. Obama,Democratic-F.L.,2079
27133,2008,Ralph Nader,Independent,52
27133,2008,Write-ins,-,26
27133,2008,Cynthia A. McKinney,Green,17
27133,2008,Bob Barr,Libertarian,13
27133,2008,Charles O. Baldwin,Constitution,10
27133,2008,Roger Calero,Socialist Workers,3
27089,2008,Barack H. Obama,Democratic-F.L.,2311
27089,2008,"John S. McCain, III",Republican,2285
27089,2008,Ralph Nader,Independent,84
27089,2008,Write-ins,-,21
27089,2008,Charles O. Baldwin,Constitution,16
27089,2008,Cynthia A. McKinney,Green,13
27089,2008,Bob Barr,Libertarian,8
27089,2008,Roger Calero,Socialist Workers,1
27117,2008,"John S. McCain, III",Republican,2652
27117,2008,Barack H. Obama,Democratic-F.L.,2023
27117,2008,Ralph Nader,Independent,67
27117,2008,Write-ins,-,23
27117,2008,Charles O. Baldwin,Constitution,17
27117,2008,Bob Barr,Libertarian,12
27117,2008,Cynthia A. McKinney,Green,6
27117,2008,Roger Calero,Socialist Workers,1
27101,2008,Barack H. Obama,Democratic-F.L.,2345
27101,2008,"John S. McCain, III",Republican,2320
27101,2008,Ralph Nader,Independent,91
27101,2008,Charles O. Baldwin,Constitution,20
27101,2008,Write-ins,-,15
27101,2008,Cynthia A. McKinney,Green,13
27101,2008,Bob Barr,Libertarian,8
27101,2008,Roger Calero,Socialist Workers,1
27029,2008,"John S. McCain, III",Republican,2291
27029,2008,Barack H. Obama,Democratic-F.L.,1877
27029,2008,Ralph Nader,Independent,52
27029,2008,Write-ins,-,16
27029,2008,Charles O. Baldwin,Constitution,12
27029,2008,Bob Barr,Libertarian,8
27029,2008,Cynthia A. McKinney,Green,3
27029,2008,Roger Calero,Socialist Workers,2
27073,2008,Barack H. Obama,Democratic-F.L.,2160
27073,2008,"John S. McCain, III",Republican,1912
27073,2008,Ralph Nader,Independent,66
27073,2008,Charles O. Baldwin,Constitution,22
27073,2008,Write-ins,-,17
27073,2008,Bob Barr,Libertarian,6
27073,2008,Cynthia A. McKinney,Green,5
27073,2008,Roger Calero,Socialist Workers,4
27051,2008,Barack H. Obama,Democratic-F.L.,1850
27051,2008,"John S. McCain, III",Republican,1646
27051,2008,Ralph Nader,Independent,60
27051,2008,Bob Barr,Libertarian,17
27051,2008,Write-ins,-,14
27051,2008,Charles O. Baldwin,Constitution,11
27051,2008,Cynthia A. McKinney,Green,6
27051,2008,Roger Calero,Socialist Workers,1
27031,2008,Barack H. Obama,Democratic-F.L.,2019
27031,2008,"John S. McCain, III",Republican,1240
27031,2008,Ralph Nader,Independent,33
27031,2008,Charles O. Baldwin,Constitution,22
27031,2008,Bob Barr,Libertarian,15
27031,2008,Write-ins,-,11
27031,2008,Cynthia A. McKinney,Green,6
27031,2008,Roger Calero,Socialist Workers,2
27167,2008,"John S. McCain, III",Republican,1786
27167,2008,Barack H. Obama,Democratic-F.L.,1550
27167,2008,Ralph Nader,Independent,44
27167,2008,Bob Barr,Libertarian,11
27167,2008,Write-ins,-,8
27167,2008,Charles O. Baldwin,Constitution,7
27167,2008,Cynthia A. McKinney,Green,6
27167,2008,Roger Calero,Socialist Workers,2
27107,2008,Barack H. Obama,Democratic-F.L.,2129
27107,2008,"John S. McCain, III",Republican,1204
27107,2008,Ralph Nader,Independent,60
27107,2008,Write-ins,-,13
27107,2008,Bob Barr,Libertarian,12
27107,2008,Charles O. Baldwin,Constitution,10
27107,2008,Cynthia A. McKinney,Green,4
27107,2008,Roger Calero,Socialist Workers,2
27081,2008,Barack H. Obama,Democratic-F.L.,1517
27081,2008,"John S. McCain, III",Republican,1491
27081,2008,Ralph Nader,Independent,60
27081,2008,Charles O. Baldwin,Constitution,32
27081,2008,Write-ins,-,13
27081,2008,Bob Barr,Libertarian,7
27081,2008,Cynthia A. McKinney,Green,6
27011,2008,Barack H. Obama,Democratic-F.L.,1552
27011,2008,"John S. McCain, III",Republican,1362
27011,2008,Ralph Nader,Independent,44
27011,2008,Bob Barr,Libertarian,13
27011,2008,Write-ins,-,6
27011,2008,Cynthia A. McKinney,Green,5
27011,2008,Charles O. Baldwin,Constitution,4
27011,2008,Roger Calero,Socialist Workers,4
27069,2008,Barack H. Obama,Democratic-F.L.,1492
27069,2008,"John S. McCain, III",Republican,1016
27069,2008,Ralph Nader,Independent,43
27069,2008,Cynthia A. McKinney,Green,6
27069,2008,Bob Barr,Libertarian,5
27069,2008,Charles O. Baldwin,Constitution,4
27069,2008,Write-ins,-,2
27077,2008,"John S. McCain, III",Republican,1278
27077,2008,Barack H. Obama,Democratic-F.L.,971
27077,2008,Ralph Nader,Independent,30
27077,2008,Bob Barr,Libertarian,11
27077,2008,Write-ins,-,9
27077,2008,Cynthia A. McKinney,Green,6
27077,2008,Charles O. Baldwin,Constitution,5
27077,2008,Roger Calero,Socialist Workers,3
27087,2008,Barack H. Obama,Democratic-F.L.,1436
27087,2008,"John S. McCain, III",Republican,843
27087,2008,Ralph Nader,Independent,42
27087,2008,Bob Barr,Libertarian,8
27087,2008,Write-ins,-,8
27087,2008,Charles O. Baldwin,Constitution,4
27087,2008,Cynthia A. McKinney,Green,2
27125,2008,Barack H. Obama,Democratic-F.L.,1120
27125,2008,"John S. McCain, III",Republican,983
27125,2008,Ralph Nader,Independent,47
27125,2008,Charles O. Baldwin,Constitution,18
27125,2008,Write-ins,-,13
27125,2008,Cynthia A. McKinney,Green,7
27125,2008,Bob Barr,Libertarian,3
27155,2008,Barack H. Obama,Democratic-F.L.,1043
27155,2008,"John S. McCain, III",Republican,933
27155,2008,Ralph Nader,Independent,37
27155,2008,Charles O. Baldwin,Constitution,11
27155,2008,Bob Barr,Libertarian,4
27155,2008,Cynthia A. McKinney,Green,3
27155,2008,Roger Calero,Socialist Workers,2
27155,2008,Write-ins,-,2
28049,2008,Barack H. Obama,Democratic,75401
28049,2008,"John S. McCain, III",Republican,32949
28049,2008,Ralph Nader,Independent,163
28049,2008,Charles O. Baldwin,Constitution,149
28049,2008,Bob Barr,Libertarian,127
28049,2008,Cynthia A. McKinney,Green,59
28049,2008,Ted C. Weill,Reform,54
28033,2008,"John S. McCain, III",Republican,44222
28033,2008,Barack H. Obama,Democratic,19627
28033,2008,Ralph Nader,Independent,202
28033,2008,Bob Barr,Libertarian,129
28033,2008,Charles O. Baldwin,Constitution,109
28033,2008,Cynthia A. McKinney,Green,26
28033,2008,Ted C. Weill,Reform,8
28047,2008,"John S. McCain, III",Republican,38757
28047,2008,Barack H. Obama,Democratic,22673
28047,2008,Ralph Nader,Independent,262
28047,2008,Bob Barr,Libertarian,135
28047,2008,Cynthia A. McKinney,Green,64
28047,2008,Charles O. Baldwin,Constitution,60
28047,2008,Ted C. Weill,Reform,6
28121,2008,"John S. McCain, III",Republican,48140
28121,2008,Barack H. Obama,Democratic,14372
28121,2008,Ralph Nader,Independent,176
28121,2008,Charles O. Baldwin,Constitution,156
28121,2008,Bob Barr,Libertarian,133
28121,2008,Write-ins,-,74
28121,2008,Ted C. Weill,Reform,64
28121,2008,Cynthia A. McKinney,Green,62
28089,2008,"John S. McCain, III",Republican,27203
28089,2008,Barack H. Obama,Democratic,19831
28089,2008,Bob Barr,Libertarian,74
28089,2008,Ralph Nader,Independent,69
28089,2008,Charles O. Baldwin,Constitution,65
28089,2008,Cynthia A. McKinney,Green,15
28089,2008,Ted C. Weill,Reform,12
28059,2008,"John S. McCain, III",Republican,35993
28059,2008,Barack H. Obama,Democratic,17781
28059,2008,Ralph Nader,Independent,201
28059,2008,Bob Barr,Libertarian,153
28059,2008,Charles O. Baldwin,Constitution,118
28059,2008,Cynthia A. McKinney,Green,39
28059,2008,Ted C. Weill,Reform,11
28081,2008,"John S. McCain, III",Republican,22694
28081,2008,Barack H. Obama,Democratic,12021
28081,2008,Ralph Nader,Independent,108
28081,2008,Bob Barr,Libertarian,55
28081,2008,Charles O. Baldwin,Constitution,48
28081,2008,Cynthia A. McKinney,Green,25
28081,2008,Ted C. Weill,Reform,9
28075,2008,"John S. McCain, III",Republican,19582
28075,2008,Barack H. Obama,Democratic,13332
28075,2008,Ralph Nader,Independent,66
28075,2008,Charles O. Baldwin,Constitution,57
28075,2008,Bob Barr,Libertarian,48
28075,2008,Cynthia A. McKinney,Green,21
28075,2008,Ted C. Weill,Reform,8
28067,2008,"John S. McCain, III",Republican,20157
28067,2008,Barack H. Obama,Democratic,8846
28067,2008,Ralph Nader,Independent,93
28067,2008,Charles O. Baldwin,Constitution,78
28067,2008,Bob Barr,Libertarian,63
28067,2008,Cynthia A. McKinney,Green,32
28067,2008,Ted C. Weill,Reform,4
28035,2008,"John S. McCain, III",Republican,15296
28035,2008,Barack H. Obama,Democratic,11622
28035,2008,Ralph Nader,Independent,95
28035,2008,Bob Barr,Libertarian,84
28035,2008,Charles O. Baldwin,Constitution,62
28035,2008,Cynthia A. McKinney,Green,19
28035,2008,Ted C. Weill,Reform,6
28087,2008,"John S. McCain, III",Republican,13994
28087,2008,Barack H. Obama,Democratic,13209
28087,2008,Charles O. Baldwin,Constitution,97
28087,2008,Ralph Nader,Independent,64
28087,2008,Bob Barr,Libertarian,59
28087,2008,Cynthia A. McKinney,Green,29
28087,2008,Ted C. Weill,Reform,13
28073,2008,"John S. McCain, III",Republican,18497
28073,2008,Barack H. Obama,Democratic,5159
28073,2008,Ralph Nader,Independent,82
28073,2008,Charles O. Baldwin,Constitution,77
28073,2008,Bob Barr,Libertarian,57
28073,2008,Cynthia A. McKinney,Green,25
28073,2008,Ted C. Weill,Reform,13
28109,2008,"John S. McCain, III",Republican,17881
28109,2008,Barack H. Obama,Democratic,4320
28109,2008,Ralph Nader,Independent,106
28109,2008,Charles O. Baldwin,Constitution,58
28109,2008,Bob Barr,Libertarian,50
28109,2008,Cynthia A. McKinney,Green,25
28109,2008,Ted C. Weill,Reform,3
28071,2008,"John S. McCain, III",Republican,10278
28071,2008,Barack H. Obama,Democratic,7997
28071,2008,Bob Barr,Libertarian,75
28071,2008,Ralph Nader,Independent,62
28071,2008,Charles O. Baldwin,Constitution,33
28071,2008,Cynthia A. McKinney,Green,13
28071,2008,Ted C. Weill,Reform,2
28149,2008,"John S. McCain, III",Republican,11152
28149,2008,Barack H. Obama,Democratic,10489
28149,2008,Ralph Nader,Independent,42
28149,2008,Charles O. Baldwin,Constitution,37
28149,2008,Bob Barr,Libertarian,28
28149,2008,Cynthia A. McKinney,Green,12
28149,2008,Ted C. Weill,Reform,4
28105,2008,Barack H. Obama,Democratic,9326
28105,2008,"John S. McCain, III",Republican,9320
28105,2008,Bob Barr,Libertarian,50
28105,2008,Ralph Nader,Independent,48
28105,2008,Charles O. Baldwin,Constitution,28
28105,2008,Cynthia A. McKinney,Green,16
28105,2008,Ted C. Weill,Reform,4
28045,2008,"John S. McCain, III",Republican,13020
28045,2008,Barack H. Obama,Democratic,3768
28045,2008,Ralph Nader,Independent,125
28045,2008,Bob Barr,Libertarian,62
28045,2008,Charles O. Baldwin,Constitution,50
28045,2008,Cynthia A. McKinney,Green,26
28045,2008,Ted C. Weill,Reform,5
28151,2008,Barack H. Obama,Democratic,13148
28151,2008,"John S. McCain, III",Republican,6347
28151,2008,Ralph Nader,Independent,27
28151,2008,Charles O. Baldwin,Constitution,27
28151,2008,Bob Barr,Libertarian,22
28151,2008,Cynthia A. McKinney,Green,11
28151,2008,Ted C. Weill,Reform,1
28113,2008,Barack H. Obama,Democratic,9276
28113,2008,"John S. McCain, III",Republican,8651
28113,2008,Ralph Nader,Independent,47
28113,2008,Bob Barr,Libertarian,31
28113,2008,Charles O. Baldwin,Constitution,21
28113,2008,Cynthia A. McKinney,Green,20
28113,2008,Ted C. Weill,Reform,9
28095,2008,"John S. McCain, III",Republican,10184
28095,2008,Barack H. Obama,Democratic,7169
28095,2008,Ralph Nader,Independent,69
28095,2008,Charles O. Baldwin,Constitution,28
28095,2008,Bob Barr,Libertarian,27
28095,2008,Cynthia A. McKinney,Green,14
28095,2008,Ted C. Weill,Reform,5
28085,2008,"John S. McCain, III",Republican,10781
28085,2008,Barack H. Obama,Democratic,5505
28085,2008,Ralph Nader,Independent,47
28085,2008,Charles O. Baldwin,Constitution,37
28085,2008,Bob Barr,Libertarian,19
28085,2008,Cynthia A. McKinney,Green,11
28085,2008,Ted C. Weill,Reform,2
28107,2008,Barack H. Obama,Democratic,8690
28107,2008,"John S. McCain, III",Republican,7620
28107,2008,Bob Barr,Libertarian,35
28107,2008,Ralph Nader,Independent,31
28107,2008,Charles O. Baldwin,Constitution,27
28107,2008,Cynthia A. McKinney,Green,10
28107,2008,Ted C. Weill,Reform,3
28093,2008,Barack H. Obama,Democratic,9685
28093,2008,"John S. McCain, III",Republican,6683
28093,2008,Charles O. Baldwin,Constitution,35
28093,2008,Bob Barr,Libertarian,29
28093,2008,Ralph Nader,Independent,27
28093,2008,Cynthia A. McKinney,Green,13
28093,2008,Ted C. Weill,Reform,6
28003,2008,"John S. McCain, III",Republican,10805
28003,2008,Barack H. Obama,Democratic,4130
28003,2008,Ralph Nader,Independent,140
28003,2008,Bob Barr,Libertarian,45
28003,2008,Charles O. Baldwin,Constitution,37
28003,2008,Cynthia A. McKinney,Green,18
28003,2008,Ted C. Weill,Reform,7
28001,2008,Barack H. Obama,Democratic,9021
28001,2008,"John S. McCain, III",Republican,6566
28001,2008,Bob Barr,Libertarian,47
28001,2008,Ralph Nader,Independent,30
28001,2008,Charles O. Baldwin,Constitution,22
28001,2008,Cynthia A. McKinney,Green,6
28001,2008,Ted C. Weill,Reform,4
28011,2008,Barack H. Obama,Democratic,10334
28011,2008,"John S. McCain, III",Republican,4891
28011,2008,Bob Barr,Libertarian,53
28011,2008,Charles O. Baldwin,Constitution,44
28011,2008,Ralph Nader,Independent,28
28011,2008,Cynthia A. McKinney,Green,16
28011,2008,Ted C. Weill,Reform,15
28115,2008,"John S. McCain, III",Republican,9727
28115,2008,Barack H. Obama,Democratic,2982
28115,2008,Ralph Nader,Independent,74
28115,2008,Charles O. Baldwin,Constitution,33
28115,2008,Bob Barr,Libertarian,26
28115,2008,Cynthia A. McKinney,Green,23
28115,2008,Ted C. Weill,Reform,3
28029,2008,Barack H. Obama,Democratic,7710
28029,2008,"John S. McCain, III",Republican,6701
28029,2008,Ralph Nader,Independent,31
28029,2008,Charles O. Baldwin,Constitution,26
28029,2008,Bob Barr,Libertarian,14
28029,2008,Cynthia A. McKinney,Green,13
28029,2008,Ted C. Weill,Reform,7
28091,2008,"John S. McCain, III",Republican,8513
28091,2008,Barack H. Obama,Democratic,4422
28091,2008,Ralph Nader,Independent,23
28091,2008,Charles O. Baldwin,Constitution,23
28091,2008,Bob Barr,Libertarian,21
28091,2008,Cynthia A. McKinney,Green,4
28091,2008,Ted C. Weill,Reform,4
28137,2008,"John S. McCain, III",Republican,7678
28137,2008,Barack H. Obama,Democratic,5003
28137,2008,Ralph Nader,Independent,42
28137,2008,Charles O. Baldwin,Constitution,22
28137,2008,Bob Barr,Libertarian,19
28137,2008,Cynthia A. McKinney,Green,9
28137,2008,Ted C. Weill,Reform,5
28145,2008,"John S. McCain, III",Republican,9072
28145,2008,Barack H. Obama,Democratic,2985
28145,2008,Ralph Nader,Independent,76
28145,2008,Charles O. Baldwin,Constitution,29
28145,2008,Bob Barr,Libertarian,25
28145,2008,Cynthia A. McKinney,Green,6
28145,2008,Ted C. Weill,Reform,2
28127,2008,"John S. McCain, III",Republican,7641
28127,2008,Barack H. Obama,Democratic,4817
28127,2008,Charles O. Baldwin,Constitution,49
28127,2008,Ralph Nader,Independent,40
28127,2008,Bob Barr,Libertarian,23
28127,2008,Cynthia A. McKinney,Green,20
28127,2008,Ted C. Weill,Reform,20
28083,2008,Barack H. Obama,Democratic,8914
28083,2008,"John S. McCain, III",Republican,4105
28083,2008,Bob Barr,Libertarian,24
28083,2008,Charles O. Baldwin,Constitution,20
28083,2008,Ralph Nader,Independent,10
28083,2008,Cynthia A. McKinney,Green,6
28083,2008,Ted C. Weill,Reform,2
28099,2008,"John S. McCain, III",Republican,8209
28099,2008,Barack H. Obama,Democratic,3114
28099,2008,Ralph Nader,Independent,36
28099,2008,Cynthia A. McKinney,Green,16
28099,2008,Bob Barr,Libertarian,15
28099,2008,Charles O. Baldwin,Constitution,10
28099,2008,Ted C. Weill,Reform,2
28123,2008,"John S. McCain, III",Republican,6584
28123,2008,Barack H. Obama,Democratic,5025
28123,2008,Ralph Nader,Independent,22
28123,2008,Charles O. Baldwin,Constitution,14
28123,2008,Bob Barr,Libertarian,13
28123,2008,Ted C. Weill,Reform,7
28123,2008,Cynthia A. McKinney,Green,6
28043,2008,"John S. McCain, III",Republican,6234
28043,2008,Barack H. Obama,Democratic,5029
28043,2008,Bob Barr,Libertarian,20
28043,2008,Ralph Nader,Independent,15
28043,2008,Charles O. Baldwin,Constitution,14
28043,2008,Cynthia A. McKinney,Green,7
28043,2008,Ted C. Weill,Reform,2
28163,2008,Barack H. Obama,Democratic,6116
28163,2008,"John S. McCain, III",Republican,5290
28163,2008,Ralph Nader,Independent,21
28163,2008,Charles O. Baldwin,Constitution,19
28163,2008,Bob Barr,Libertarian,17
28163,2008,Cynthia A. McKinney,Green,10
28163,2008,Ted C. Weill,Reform,4
28025,2008,Barack H. Obama,Democratic,6558
28025,2008,"John S. McCain, III",Republican,4466
28025,2008,Ralph Nader,Independent,35
28025,2008,Charles O. Baldwin,Constitution,14
28025,2008,Bob Barr,Libertarian,13
28025,2008,Cynthia A. McKinney,Green,5
28025,2008,Ted C. Weill,Reform,1
