fips,election,candidate,party,vote
37119,2000,Patrick Buchanan,Reform,487
37119,2000,David McReynolds,Write-in,279
37081,2000,George W. Bush,Republican,84394
37081,2000,Albert Gore Jr.,Democratic,80787
37081,2000,Harry Browne,Libertarian,569
37081,2000,Patrick Buchanan,Reform,485
37081,2000,David McReynolds,Write-in,29
37067,2000,George W. Bush,Republican,67700
37067,2000,Albert Gore Jr.,Democratic,52457
37067,2000,Harry Browne,Libertarian,442
37067,2000,Patrick Buchanan,Reform,343
37063,2000,Albert Gore Jr.,Democratic,53907
37063,2000,George W. Bush,Republican,30150
37063,2000,Harry Browne,Libertarian,433
37063,2000,Patrick Buchanan,Reform,103
37063,2000,David McReynolds,Write-in,11
37021,2000,George W. Bush,Republican,46101
37021,2000,Albert Gore Jr.,Democratic,38545
37021,2000,Harry Browne,Libertarian,471
37021,2000,Patrick Buchanan,Reform,359
37051,2000,Albert Gore Jr.,Democratic,38626
37051,2000,George W. Bush,Republican,38129
37051,2000,Harry Browne,Libertarian,237
37051,2000,Patrick Buchanan,Reform,159
37129,2000,George W. Bush,Republican,36503
37129,2000,Albert Gore Jr.,Democratic,29292
37129,2000,Harry Browne,Libertarian,377
37129,2000,Patrick Buchanan,Reform,147
37179,2000,George W. Bush,Republican,31876
37179,2000,Albert Gore Jr.,Democratic,14890
37179,2000,Harry Browne,Libertarian,247
37179,2000,Patrick Buchanan,Reform,146
37179,2000,David McReynolds,Write-in,2
37071,2000,George W. Bush,Republican,39453
37071,2000,Albert Gore Jr.,Democratic,19281
37071,2000,Harry Browne,Libertarian,253
37071,2000,Patrick Buchanan,Reform,192
37025,2000,George W. Bush,Republican,32704
37025,2000,Albert Gore Jr.,Democratic,16284
37025,2000,Harry Browne,Libertarian,242
37025,2000,Patrick Buchanan,Reform,151
37101,2000,George W. Bush,Republican,27212
37101,2000,Albert Gore Jr.,Democratic,13704
37101,2000,Harry Browne,Libertarian,157
37101,2000,Patrick Buchanan,Reform,82
37097,2000,George W. Bush,Republican,29853
37097,2000,Albert Gore Jr.,Democratic,15434
37097,2000,Harry Browne,Libertarian,163
37097,2000,Patrick Buchanan,Reform,136
37135,2000,Albert Gore Jr.,Democratic,30921
37135,2000,George W. Bush,Republican,17930
37135,2000,Harry Browne,Libertarian,392
37135,2000,Patrick Buchanan,Reform,75
37135,2000,David McReynolds,Write-in,26
37147,2000,George W. Bush,Republican,23192
37147,2000,Albert Gore Jr.,Democratic,19685
37147,2000,Harry Browne,Libertarian,115
37147,2000,Patrick Buchanan,Reform,81
37147,2000,David McReynolds,Write-in,2
37057,2000,George W. Bush,Republican,35387
37057,2000,Albert Gore Jr.,Democratic,16199
37057,2000,Patrick Buchanan,Reform,288
37057,2000,Harry Browne,Libertarian,173
37035,2000,George W. Bush,Republican,34244
37035,2000,Albert Gore Jr.,Democratic,16246
37035,2000,Harry Browne,Libertarian,209
37035,2000,Patrick Buchanan,Reform,141
37035,2000,David McReynolds,Write-in,1
37001,2000,George W. Bush,Republican,29305
37001,2000,Albert Gore Jr.,Democratic,17459
37001,2000,Patrick Buchanan,Reform,170
37001,2000,Harry Browne,Libertarian,157
37019,2000,George W. Bush,Republican,15427
37019,2000,Albert Gore Jr.,Democratic,13118
37019,2000,Patrick Buchanan,Reform,158
37019,2000,Harry Browne,Libertarian,136
37151,2000,George W. Bush,Republican,30959
37151,2000,Albert Gore Jr.,Democratic,11366
37151,2000,Patrick Buchanan,Reform,222
37151,2000,Harry Browne,Libertarian,149
37159,2000,George W. Bush,Republican,28922
37159,2000,Albert Gore Jr.,Democratic,14891
37159,2000,Patrick Buchanan,Reform,174
37159,2000,Harry Browne,Libertarian,146
37089,2000,George W. Bush,Republican,25688
37089,2000,Albert Gore Jr.,Democratic,12562
37089,2000,Harry Browne,Libertarian,183
37089,2000,Patrick Buchanan,Reform,174
37133,2000,George W. Bush,Republican,19657
37133,2000,Albert Gore Jr.,Democratic,10269
37133,2000,Harry Browne,Libertarian,167
37133,2000,Patrick Buchanan,Reform,122
37191,2000,George W. Bush,Republican,20758
37191,2000,Albert Gore Jr.,Democratic,13005
37191,2000,Harry Browne,Libertarian,65
37191,2000,Patrick Buchanan,Reform,56
37125,2000,George W. Bush,Republican,19882
37125,2000,Albert Gore Jr.,Democratic,11232
37125,2000,Harry Browne,Libertarian,106
37125,2000,Patrick Buchanan,Reform,81
37127,2000,George W. Bush,Republican,17995
37127,2000,Albert Gore Jr.,Democratic,12376
37127,2000,Harry Browne,Libertarian,73
37127,2000,Patrick Buchanan,Reform,69
37049,2000,George W. Bush,Republican,19494
37049,2000,Albert Gore Jr.,Democratic,12213
37049,2000,Patrick Buchanan,Reform,165
37049,2000,Harry Browne,Libertarian,113
37085,2000,George W. Bush,Republican,14762
37085,2000,Albert Gore Jr.,Democratic,9155
37085,2000,David McReynolds,Write-in,104
37085,2000,Patrick Buchanan,Reform,74
37085,2000,Harry Browne,Libertarian,72
37045,2000,George W. Bush,Republican,19064
37045,2000,Albert Gore Jr.,Democratic,13455
37045,2000,Harry Browne,Libertarian,109
37045,2000,Patrick Buchanan,Reform,104
37045,2000,David McReynolds,Write-in,14
37157,2000,George W. Bush,Republican,18979
37157,2000,Albert Gore Jr.,Democratic,13260
37157,2000,Patrick Buchanan,Reform,127
37157,2000,David McReynolds,Write-in,87
37157,2000,Harry Browne,Libertarian,75
37155,2000,Albert Gore Jr.,Democratic,17834
37155,2000,George W. Bush,Republican,11721
37155,2000,Patrick Buchanan,Reform,81
37155,2000,David McReynolds,Write-in,59
37155,2000,Harry Browne,Libertarian,52
37109,2000,George W. Bush,Republican,15951
37109,2000,Albert Gore Jr.,Democratic,8412
37109,2000,Harry Browne,Libertarian,90
37109,2000,Patrick Buchanan,Reform,76
37037,2000,Albert Gore Jr.,Democratic,10461
37037,2000,George W. Bush,Republican,10248
37037,2000,Harry Browne,Libertarian,148
37037,2000,Patrick Buchanan,Reform,58
37037,2000,David McReynolds,Write-in,16
37023,2000,George W. Bush,Republican,18466
37023,2000,Albert Gore Jr.,Democratic,11924
37023,2000,Patrick Buchanan,Reform,143
37023,2000,Harry Browne,Libertarian,125
37195,2000,George W. Bush,Republican,13466
37195,2000,Albert Gore Jr.,Democratic,11266
37195,2000,Harry Browne,Libertarian,51
37195,2000,Patrick Buchanan,Reform,43
37031,2000,George W. Bush,Republican,17381
37031,2000,Albert Gore Jr.,Democratic,8839
37031,2000,Patrick Buchanan,Reform,132
37031,2000,Harry Browne,Libertarian,106
37031,2000,David McReynolds,Write-in,3
37027,2000,George W. Bush,Republican,17337
37027,2000,Albert Gore Jr.,Democratic,8588
37027,2000,Patrick Buchanan,Reform,95
37027,2000,Harry Browne,Libertarian,95
37171,2000,George W. Bush,Republican,15401
37171,2000,Albert Gore Jr.,Democratic,7757
37171,2000,Patrick Buchanan,Reform,115
37171,2000,Harry Browne,Libertarian,85
37193,2000,George W. Bush,Republican,16826
37193,2000,Albert Gore Jr.,Democratic,7226
37193,2000,Patrick Buchanan,Reform,120
37193,2000,Harry Browne,Libertarian,79
37193,2000,David McReynolds,Write-in,72
37087,2000,George W. Bush,Republican,12118
37087,2000,Albert Gore Jr.,Democratic,9793
37087,2000,David McReynolds,Write-in,151
37087,2000,Harry Browne,Libertarian,107
37087,2000,Patrick Buchanan,Reform,104
37069,2000,George W. Bush,Republican,8501
37069,2000,Albert Gore Jr.,Democratic,7454
37069,2000,Harry Browne,Libertarian,62
37069,2000,Patrick Buchanan,Reform,34
37161,2000,George W. Bush,Republican,13755
37161,2000,Albert Gore Jr.,Democratic,7697
37161,2000,Patrick Buchanan,Reform,171
37161,2000,Harry Browne,Libertarian,93
37189,2000,George W. Bush,Republican,10438
37189,2000,Albert Gore Jr.,Democratic,7959
37189,2000,Harry Browne,Libertarian,151
37189,2000,David McReynolds,Write-in,118
37189,2000,Patrick Buchanan,Reform,57
37167,2000,George W. Bush,Republican,15548
37167,2000,Albert Gore Jr.,Democratic,7066
37167,2000,Patrick Buchanan,Reform,135
37167,2000,Harry Browne,Libertarian,69
37141,2000,George W. Bush,Republican,7661
37141,2000,Albert Gore Jr.,Democratic,6415
37141,2000,Patrick Buchanan,Reform,41
37141,2000,Harry Browne,Libertarian,37
37077,2000,Albert Gore Jr.,Democratic,7733
37077,2000,George W. Bush,Republican,7364
37077,2000,Harry Browne,Libertarian,70
37077,2000,Patrick Buchanan,Reform,27
37107,2000,George W. Bush,Republican,11512
37107,2000,Albert Gore Jr.,Democratic,9527
37107,2000,Patrick Buchanan,Reform,53
37107,2000,Harry Browne,Libertarian,43
37107,2000,David McReynolds,Write-in,28
37163,2000,George W. Bush,Republican,10410
37163,2000,Albert Gore Jr.,Democratic,8768
37163,2000,Harry Browne,Libertarian,33
37163,2000,Patrick Buchanan,Reform,28
37083,2000,Albert Gore Jr.,Democratic,10222
37083,2000,George W. Bush,Republican,6698
37083,2000,Patrick Buchanan,Reform,25
37083,2000,Harry Browne,Libertarian,25
37105,2000,George W. Bush,Republican,9406
37105,2000,Albert Gore Jr.,Democratic,6785
37105,2000,Harry Browne,Libertarian,51
37105,2000,Patrick Buchanan,Reform,41
37065,2000,Albert Gore Jr.,Democratic,11315
37065,2000,George W. Bush,Republican,6836
37065,2000,Harry Browne,Libertarian,30
37065,2000,Patrick Buchanan,Reform,21
37013,2000,George W. Bush,Republican,10531
37013,2000,Albert Gore Jr.,Democratic,6634
37013,2000,Harry Browne,Libertarian,63
37013,2000,David McReynolds,Write-in,45
37013,2000,Patrick Buchanan,Reform,40
37047,2000,Albert Gore Jr.,Democratic,9986
37047,2000,George W. Bush,Republican,8342
37047,2000,Patrick Buchanan,Reform,49
37047,2000,Harry Browne,Libertarian,48
37169,2000,George W. Bush,Republican,12028
37169,2000,Albert Gore Jr.,Democratic,5030
37169,2000,Patrick Buchanan,Reform,68
37169,2000,Harry Browne,Libertarian,56
37059,2000,George W. Bush,Republican,10184
37059,2000,Albert Gore Jr.,Democratic,3651
37059,2000,Patrick Buchanan,Reform,96
37059,2000,Harry Browne,Libertarian,67
37061,2000,George W. Bush,Republican,7840
37061,2000,Albert Gore Jr.,Democratic,6475
37061,2000,Harry Browne,Libertarian,36
37061,2000,Patrick Buchanan,Reform,32
37061,2000,David McReynolds,Write-in,7
37181,2000,Albert Gore Jr.,Democratic,7092
37181,2000,George W. Bush,Republican,5564
37181,2000,Harry Browne,Libertarian,32
37181,2000,Patrick Buchanan,Reform,13
37111,2000,George W. Bush,Republican,9109
37111,2000,Albert Gore Jr.,Democratic,4747
37111,2000,David McReynolds,Write-in,59
37111,2000,Patrick Buchanan,Reform,57
37111,2000,Harry Browne,Libertarian,39
37145,2000,George W. Bush,Republican,6722
37145,2000,Albert Gore Jr.,Democratic,5042
37145,2000,Harry Browne,Libertarian,43
37145,2000,Patrick Buchanan,Reform,26
37055,2000,George W. Bush,Republican,7301
37055,2000,Albert Gore Jr.,Democratic,5589
37055,2000,Harry Browne,Libertarian,79
37055,2000,Patrick Buchanan,Reform,33
37153,2000,Albert Gore Jr.,Democratic,7935
37153,2000,George W. Bush,Republican,6263
37153,2000,Patrick Buchanan,Reform,41
37153,2000,Harry Browne,Libertarian,30
37099,2000,George W. Bush,Republican,6237
37099,2000,Albert Gore Jr.,Democratic,5722
37099,2000,Harry Browne,Libertarian,88
37099,2000,Patrick Buchanan,Reform,74
37003,2000,George W. Bush,Republican,9242
37003,2000,Albert Gore Jr.,Democratic,4166
37003,2000,Patrick Buchanan,Reform,43
37003,2000,Harry Browne,Libertarian,36
37003,2000,David McReynolds,Write-in,5
37093,2000,Albert Gore Jr.,Democratic,5017
37093,2000,George W. Bush,Republican,3439
37093,2000,Harry Browne,Libertarian,91
37093,2000,Patrick Buchanan,Reform,35
37175,2000,George W. Bush,Republican,9011
37175,2000,Albert Gore Jr.,Democratic,5044
37175,2000,Harry Browne,Libertarian,91
37175,2000,Patrick Buchanan,Reform,79
37113,2000,George W. Bush,Republican,8406
37113,2000,Albert Gore Jr.,Democratic,4683
37113,2000,Harry Browne,Libertarian,73
37113,2000,Patrick Buchanan,Reform,72
37197,2000,George W. Bush,Republican,10435
37197,2000,Albert Gore Jr.,Democratic,3127
37197,2000,Patrick Buchanan,Reform,67
37197,2000,Harry Browne,Libertarian,53
37139,2000,Albert Gore Jr.,Democratic,5874
37139,2000,George W. Bush,Republican,4943
37139,2000,Patrick Buchanan,Reform,48
37139,2000,Harry Browne,Libertarian,38
37017,2000,Albert Gore Jr.,Democratic,5889
37017,2000,George W. Bush,Republican,4977
37017,2000,Patrick Buchanan,Reform,24
37017,2000,Harry Browne,Libertarian,18
37039,2000,George W. Bush,Republican,6305
37039,2000,Albert Gore Jr.,Democratic,3239
37039,2000,Patrick Buchanan,Reform,78
37039,2000,Harry Browne,Libertarian,52
37165,2000,Albert Gore Jr.,Democratic,5627
37165,2000,George W. Bush,Republican,3740
37165,2000,Patrick Buchanan,Reform,25
37165,2000,Harry Browne,Libertarian,11
37009,2000,George W. Bush,Republican,6226
37009,2000,Albert Gore Jr.,Democratic,4011
37009,2000,Harry Browne,Libertarian,42
37009,2000,Patrick Buchanan,Reform,37
37053,2000,George W. Bush,Republican,4095
37053,2000,Albert Gore Jr.,Democratic,2595
37053,2000,Harry Browne,Libertarian,31
37053,2000,Patrick Buchanan,Reform,18
37117,2000,Albert Gore Jr.,Democratic,4929
37117,2000,George W. Bush,Republican,4420
37117,2000,Patrick Buchanan,Reform,13
37117,2000,Harry Browne,Libertarian,4
37123,2000,George W. Bush,Republican,4946
37123,2000,Albert Gore Jr.,Democratic,3979
37123,2000,Patrick Buchanan,Reform,20
37123,2000,Harry Browne,Libertarian,19
37123,2000,David McReynolds,Write-in,10
37115,2000,George W. Bush,Republican,4676
37115,2000,Albert Gore Jr.,Democratic,3505
37115,2000,Patrick Buchanan,Reform,55
37115,2000,David McReynolds,Write-in,49
37115,2000,Harry Browne,Libertarian,40
37033,2000,George W. Bush,Republican,4270
37033,2000,Albert Gore Jr.,Democratic,4091
37033,2000,Patrick Buchanan,Reform,35
37033,2000,Harry Browne,Libertarian,26
37149,2000,George W. Bush,Republican,5074
37149,2000,Albert Gore Jr.,Democratic,3114
37149,2000,Harry Browne,Libertarian,62
37149,2000,Patrick Buchanan,Reform,53
37007,2000,Albert Gore Jr.,Democratic,4792
37007,2000,George W. Bush,Republican,3161
37007,2000,Patrick Buchanan,Reform,18
37007,2000,Harry Browne,Libertarian,14
37091,2000,Albert Gore Jr.,Democratic,5484
37091,2000,George W. Bush,Republican,2382
37091,2000,Harry Browne,Libertarian,17
37091,2000,Patrick Buchanan,Reform,14
37199,2000,George W. Bush,Republican,4970
37199,2000,Albert Gore Jr.,Democratic,3714
37199,2000,Patrick Buchanan,Reform,59
37199,2000,Harry Browne,Libertarian,20
37199,2000,David McReynolds,Write-in,1
37131,2000,Albert Gore Jr.,Democratic,5513
37131,2000,George W. Bush,Republican,2667
37131,2000,Patrick Buchanan,Reform,11
37131,2000,Harry Browne,Libertarian,9
37185,2000,Albert Gore Jr.,Democratic,4576
37185,2000,George W. Bush,Republican,2202
37185,2000,Patrick Buchanan,Reform,8
37185,2000,Harry Browne,Libertarian,7
37185,2000,David McReynolds,Write-in,2
37015,2000,Albert Gore Jr.,Democratic,4660
37015,2000,George W. Bush,Republican,2488
37015,2000,Patrick Buchanan,Reform,17
37015,2000,Harry Browne,Libertarian,11
37011,2000,George W. Bush,Republican,4956
37011,2000,Albert Gore Jr.,Democratic,1686
37011,2000,Patrick Buchanan,Reform,28
37011,2000,Harry Browne,Libertarian,24
37121,2000,George W. Bush,Republican,4984
37121,2000,Albert Gore Jr.,Democratic,1535
37121,2000,Patrick Buchanan,Reform,55
37121,2000,Harry Browne,Libertarian,26
37079,2000,George W. Bush,Republican,3353
37079,2000,Albert Gore Jr.,Democratic,2478
37079,2000,Patrick Buchanan,Reform,30
37079,2000,Harry Browne,Libertarian,8
37079,2000,David McReynolds,Write-in,1
37041,2000,Albert Gore Jr.,Democratic,2430
37041,2000,George W. Bush,Republican,2415
37041,2000,Harry Browne,Libertarian,28
37041,2000,Patrick Buchanan,Reform,17
37137,2000,George W. Bush,Republican,2999
37137,2000,Albert Gore Jr.,Democratic,2188
37137,2000,Harry Browne,Libertarian,36
37137,2000,Patrick Buchanan,Reform,19
37143,2000,George W. Bush,Republican,2230
37143,2000,Albert Gore Jr.,Democratic,2033
37143,2000,Harry Browne,Libertarian,23
37143,2000,Patrick Buchanan,Reform,20
37187,2000,Albert Gore Jr.,Democratic,2704
37187,2000,George W. Bush,Republican,2169
37187,2000,Patrick Buchanan,Reform,10
37187,2000,Harry Browne,Libertarian,7
37173,2000,George W. Bush,Republican,2224
37173,2000,Albert Gore Jr.,Democratic,2097
37173,2000,Patrick Buchanan,Reform,25
37173,2000,Harry Browne,Libertarian,22
37173,2000,David McReynolds,Write-in,2
37043,2000,George W. Bush,Republican,2416
37043,2000,Albert Gore Jr.,Democratic,1361
37043,2000,Harry Browne,Libertarian,30
37043,2000,Patrick Buchanan,Reform,25
37043,2000,David McReynolds,Write-in,20
37073,2000,Albert Gore Jr.,Democratic,1944
37073,2000,George W. Bush,Republican,1480
37073,2000,David McReynolds,Write-in,10
37073,2000,Patrick Buchanan,Reform,7
37073,2000,Harry Browne,Libertarian,5
37005,2000,George W. Bush,Republican,2531
37005,2000,Albert Gore Jr.,Democratic,1715
37005,2000,Patrick Buchanan,Reform,51
37005,2000,Harry Browne,Libertarian,16
37103,2000,George W. Bush,Republican,2114
37103,2000,Albert Gore Jr.,Democratic,1822
37103,2000,Patrick Buchanan,Reform,15
37103,2000,Harry Browne,Libertarian,13
37029,2000,George W. Bush,Republican,1628
37029,2000,Albert Gore Jr.,Democratic,1187
37029,2000,Harry Browne,Libertarian,9
37029,2000,Patrick Buchanan,Reform,7
37075,2000,George W. Bush,Republican,2304
37075,2000,Albert Gore Jr.,Democratic,1006
37075,2000,Patrick Buchanan,Reform,26
37075,2000,Harry Browne,Libertarian,21
37075,2000,David McReynolds,Write-in,4
37095,2000,George W. Bush,Republican,1132
37095,2000,Albert Gore Jr.,Democratic,1088
37095,2000,Harry Browne,Libertarian,10
37095,2000,Patrick Buchanan,Reform,7
37177,2000,Albert Gore Jr.,Democratic,849
37177,2000,George W. Bush,Republican,706
37177,2000,Patrick Buchanan,Reform,6
37177,2000,Harry Browne,Libertarian,5
38017,2000,George W. Bush,Republican,33536
38017,2000,Albert Gore Jr.,Democratic-N.P.L.,21451
38017,2000,Ralph Nader,Independent,2560
38017,2000,Patrick Buchanan,Reform,1100
38017,2000,Harry Browne,Independent,201
38017,2000,Howard Phillips,Constitution,81
38017,2000,John Hagelin,Independent,66
38015,2000,George W. Bush,Republican,22467
38015,2000,Albert Gore Jr.,Democratic-N.P.L.,9842
38015,2000,Ralph Nader,Independent,1142
38015,2000,Patrick Buchanan,Reform,875
38015,2000,Harry Browne,Independent,86
38015,2000,Howard Phillips,Constitution,40
38015,2000,John Hagelin,Independent,30
38035,2000,George W. Bush,Republican,15875
38035,2000,Albert Gore Jr.,Democratic-N.P.L.,10593
38035,2000,Ralph Nader,Independent,1367
38035,2000,Patrick Buchanan,Reform,416
38035,2000,Harry Browne,Independent,79
38035,2000,Howard Phillips,Constitution,30
38035,2000,John Hagelin,Independent,25
38101,2000,George W. Bush,Republican,13997
38101,2000,Albert Gore Jr.,Democratic-N.P.L.,7533
38101,2000,Ralph Nader,Independent,598
38101,2000,Patrick Buchanan,Reform,280
38101,2000,Howard Phillips,Constitution,30
38101,2000,Harry Browne,Independent,23
38101,2000,John Hagelin,Independent,21
38059,2000,George W. Bush,Republican,6993
38059,2000,Albert Gore Jr.,Democratic-N.P.L.,3439
38059,2000,Patrick Buchanan,Reform,418
38059,2000,Ralph Nader,Independent,341
38059,2000,Harry Browne,Independent,17
38059,2000,John Hagelin,Independent,9
38059,2000,Howard Phillips,Constitution,6
38105,2000,George W. Bush,Republican,5187
38105,2000,Albert Gore Jr.,Democratic-N.P.L.,2330
38105,2000,Ralph Nader,Independent,157
38105,2000,Patrick Buchanan,Reform,91
38105,2000,Harry Browne,Independent,18
38105,2000,John Hagelin,Independent,14
38105,2000,Howard Phillips,Constitution,10
38089,2000,George W. Bush,Republican,6387
38089,2000,Albert Gore Jr.,Democratic-N.P.L.,2784
38089,2000,Ralph Nader,Independent,301
38089,2000,Patrick Buchanan,Reform,265
38089,2000,Harry Browne,Independent,21
38089,2000,Howard Phillips,Constitution,10
38089,2000,John Hagelin,Independent,9
38093,2000,George W. Bush,Republican,5488
38093,2000,Albert Gore Jr.,Democratic-N.P.L.,3067
38093,2000,Patrick Buchanan,Reform,270
38093,2000,Ralph Nader,Independent,256
38093,2000,Harry Browne,Independent,16
38093,2000,Howard Phillips,Constitution,11
38093,2000,John Hagelin,Independent,10
38077,2000,George W. Bush,Republican,4999
38077,2000,Albert Gore Jr.,Democratic-N.P.L.,2490
38077,2000,Patrick Buchanan,Reform,258
38077,2000,Ralph Nader,Independent,240
38077,2000,Harry Browne,Independent,15
38077,2000,Howard Phillips,Constitution,7
38077,2000,John Hagelin,Independent,6
38003,2000,George W. Bush,Republican,3452
38003,2000,Albert Gore Jr.,Democratic-N.P.L.,1933
38003,2000,Patrick Buchanan,Reform,181
38003,2000,Ralph Nader,Independent,160
38003,2000,Harry Browne,Independent,11
38003,2000,Howard Phillips,Constitution,7
38003,2000,John Hagelin,Independent,4
38055,2000,George W. Bush,Republican,2891
38055,2000,Albert Gore Jr.,Democratic-N.P.L.,1465
38055,2000,Patrick Buchanan,Reform,154
38055,2000,Ralph Nader,Independent,117
38055,2000,Harry Browne,Independent,9
38055,2000,Howard Phillips,Constitution,7
38055,2000,John Hagelin,Independent,3
38071,2000,George W. Bush,Republican,3005
38071,2000,Albert Gore Jr.,Democratic-N.P.L.,1658
38071,2000,Ralph Nader,Independent,161
38071,2000,Patrick Buchanan,Reform,133
38071,2000,Harry Browne,Independent,9
38071,2000,Howard Phillips,Constitution,7
38071,2000,John Hagelin,Independent,4
38057,2000,George W. Bush,Republican,2984
38057,2000,Albert Gore Jr.,Democratic-N.P.L.,1011
38057,2000,Patrick Buchanan,Reform,168
38057,2000,Ralph Nader,Independent,157
38057,2000,Howard Phillips,Constitution,19
38057,2000,Harry Browne,Independent,9
38057,2000,John Hagelin,Independent,5
38053,2000,George W. Bush,Republican,1634
38053,2000,Albert Gore Jr.,Democratic-N.P.L.,653
38053,2000,Ralph Nader,Independent,45
38053,2000,Patrick Buchanan,Reform,24
38053,2000,John Hagelin,Independent,4
38053,2000,Harry Browne,Independent,2
38053,2000,Howard Phillips,Constitution,2
38099,2000,George W. Bush,Republican,3099
38099,2000,Albert Gore Jr.,Democratic-N.P.L.,1743
38099,2000,Patrick Buchanan,Reform,211
38099,2000,Ralph Nader,Independent,107
38099,2000,Harry Browne,Independent,14
38099,2000,Howard Phillips,Constitution,5
38099,2000,John Hagelin,Independent,3
38061,2000,George W. Bush,Republican,1466
38061,2000,Albert Gore Jr.,Democratic-N.P.L.,1256
38061,2000,Ralph Nader,Independent,105
38061,2000,Patrick Buchanan,Reform,58
38061,2000,John Hagelin,Independent,5
38061,2000,Harry Browne,Independent,3
38061,2000,Howard Phillips,Constitution,3
38097,2000,George W. Bush,Republican,2392
38097,2000,Albert Gore Jr.,Democratic-N.P.L.,1512
38097,2000,Ralph Nader,Independent,95
38097,2000,Patrick Buchanan,Reform,92
38097,2000,Harry Browne,Independent,13
38097,2000,Howard Phillips,Constitution,5
38097,2000,John Hagelin,Independent,3
38079,2000,Albert Gore Jr.,Democratic-N.P.L.,2681
38079,2000,George W. Bush,Republican,1416
38079,2000,Ralph Nader,Independent,137
38079,2000,Patrick Buchanan,Reform,134
38079,2000,John Hagelin,Independent,14
38079,2000,Harry Browne,Independent,11
38079,2000,Howard Phillips,Constitution,5
38009,2000,George W. Bush,Republican,2349
38009,2000,Albert Gore Jr.,Democratic-N.P.L.,1173
38009,2000,Ralph Nader,Independent,95
38009,2000,Patrick Buchanan,Reform,67
38009,2000,Harry Browne,Independent,3
38009,2000,John Hagelin,Independent,2
38009,2000,Howard Phillips,Constitution,1
38067,2000,George W. Bush,Republican,2430
38067,2000,Albert Gore Jr.,Democratic-N.P.L.,1093
38067,2000,Patrick Buchanan,Reform,134
38067,2000,Ralph Nader,Independent,110
38067,2000,Harry Browne,Independent,7
38067,2000,John Hagelin,Independent,3
38067,2000,Howard Phillips,Constitution,2
38049,2000,George W. Bush,Republican,1682
38049,2000,Albert Gore Jr.,Democratic-N.P.L.,888
38049,2000,Ralph Nader,Independent,79
38049,2000,Patrick Buchanan,Reform,68
38049,2000,Harry Browne,Independent,7
38049,2000,Howard Phillips,Constitution,7
38049,2000,John Hagelin,Independent,6
38021,2000,George W. Bush,Republican,1853
38021,2000,Albert Gore Jr.,Democratic-N.P.L.,806
38021,2000,Patrick Buchanan,Reform,58
38021,2000,Ralph Nader,Independent,52
38021,2000,Harry Browne,Independent,9
38021,2000,Howard Phillips,Constitution,4
38021,2000,John Hagelin,Independent,4
38103,2000,George W. Bush,Republican,1610
38103,2000,Albert Gore Jr.,Democratic-N.P.L.,661
38103,2000,Patrick Buchanan,Reform,78
38103,2000,Ralph Nader,Independent,51
38103,2000,John Hagelin,Independent,4
38103,2000,Harry Browne,Independent,3
38103,2000,Howard Phillips,Constitution,3
38073,2000,George W. Bush,Republican,1488
38073,2000,Albert Gore Jr.,Democratic-N.P.L.,1080
38073,2000,Patrick Buchanan,Reform,75
38073,2000,Ralph Nader,Independent,67
38073,2000,Harry Browne,Independent,6
38073,2000,Howard Phillips,Constitution,2
38073,2000,John Hagelin,Independent,1
38025,2000,George W. Bush,Republican,1124
38025,2000,Albert Gore Jr.,Democratic-N.P.L.,474
38025,2000,Patrick Buchanan,Reform,63
38025,2000,Ralph Nader,Independent,54
38025,2000,Harry Browne,Independent,6
38025,2000,John Hagelin,Independent,6
38025,2000,Howard Phillips,Constitution,1
38045,2000,George W. Bush,Republican,1590
38045,2000,Albert Gore Jr.,Democratic-N.P.L.,689
38045,2000,Patrick Buchanan,Reform,125
38045,2000,Ralph Nader,Independent,50
38045,2000,Harry Browne,Independent,6
38045,2000,Howard Phillips,Constitution,6
38045,2000,John Hagelin,Independent,2
38069,2000,George W. Bush,Republican,1348
38069,2000,Albert Gore Jr.,Democratic-N.P.L.,500
38069,2000,Patrick Buchanan,Reform,65
38069,2000,Ralph Nader,Independent,54
38069,2000,Howard Phillips,Constitution,3
38069,2000,Harry Browne,Independent,1
38005,2000,George W. Bush,Republican,1055
38005,2000,Albert Gore Jr.,Democratic-N.P.L.,952
38005,2000,Patrick Buchanan,Reform,90
38005,2000,Ralph Nader,Independent,50
38005,2000,Harry Browne,Independent,3
38005,2000,John Hagelin,Independent,3
38005,2000,Howard Phillips,Constitution,1
38019,2000,George W. Bush,Republican,1513
38019,2000,Albert Gore Jr.,Democratic-N.P.L.,618
38019,2000,Patrick Buchanan,Reform,154
38019,2000,Ralph Nader,Independent,73
38019,2000,Howard Phillips,Constitution,7
38019,2000,Harry Browne,Independent,4
38019,2000,John Hagelin,Independent,2
38081,2000,George W. Bush,Republican,1103
38081,2000,Albert Gore Jr.,Democratic-N.P.L.,959
38081,2000,Patrick Buchanan,Reform,68
38081,2000,Ralph Nader,Independent,48
38081,2000,Harry Browne,Independent,3
38081,2000,John Hagelin,Independent,2
38081,2000,Howard Phillips,Constitution,1
38029,2000,George W. Bush,Republican,1430
38029,2000,Albert Gore Jr.,Democratic-N.P.L.,405
38029,2000,Patrick Buchanan,Reform,103
38029,2000,Ralph Nader,Independent,42
38029,2000,Harry Browne,Independent,8
38029,2000,Howard Phillips,Constitution,2
38029,2000,John Hagelin,Independent,2
38011,2000,George W. Bush,Republican,1080
