fips,election,candidate,party,vote
20083,2000,Howard Phillips,Constitution,1
20083,2000,John Hagelin,Independent,1
20025,2000,George W. Bush,Republican,926
20025,2000,Albert Gore Jr.,Democratic,292
20025,2000,Ralph Nader,Independent,34
20025,2000,Patrick Buchanan,Reform,7
20025,2000,Harry Browne,Libertarian,1
20025,2000,Howard Phillips,Constitution,1
20203,2000,George W. Bush,Republican,859
20203,2000,Albert Gore Jr.,Democratic,207
20203,2000,Ralph Nader,Independent,15
20203,2000,Patrick Buchanan,Reform,7
20203,2000,Harry Browne,Libertarian,1
20203,2000,John Hagelin,Independent,1
20075,2000,George W. Bush,Republican,901
20075,2000,Albert Gore Jr.,Democratic,264
20075,2000,Ralph Nader,Independent,15
20075,2000,Patrick Buchanan,Reform,6
20075,2000,Harry Browne,Libertarian,4
20075,2000,Howard Phillips,Constitution,1
20075,2000,John Hagelin,Independent,1
20101,2000,George W. Bush,Republican,846
20101,2000,Albert Gore Jr.,Democratic,252
20101,2000,Ralph Nader,Independent,23
20101,2000,Patrick Buchanan,Reform,6
20101,2000,Harry Browne,Libertarian,4
20101,2000,Howard Phillips,Constitution,1
20101,2000,John Hagelin,Independent,1
20033,2000,George W. Bush,Republican,760
20033,2000,Albert Gore Jr.,Democratic,211
20033,2000,Ralph Nader,Independent,18
20033,2000,Patrick Buchanan,Reform,12
20033,2000,Howard Phillips,Constitution,4
20033,2000,Harry Browne,Libertarian,1
20199,2000,George W. Bush,Republican,737
20199,2000,Albert Gore Jr.,Democratic,103
20199,2000,Ralph Nader,Independent,14
20199,2000,Harry Browne,Libertarian,3
20199,2000,Patrick Buchanan,Reform,2
20199,2000,John Hagelin,Independent,2
20071,2000,George W. Bush,Republican,628
20071,2000,Albert Gore Jr.,Democratic,143
20071,2000,Ralph Nader,Independent,24
20071,2000,Patrick Buchanan,Reform,5
20071,2000,Harry Browne,Libertarian,3
20187,2000,George W. Bush,Republican,785
20187,2000,Albert Gore Jr.,Democratic,215
20187,2000,Ralph Nader,Independent,16
20187,2000,Patrick Buchanan,Reform,8
20187,2000,Howard Phillips,Constitution,3
20187,2000,Harry Browne,Libertarian,1
20187,2000,John Hagelin,Independent,1
21111,2000,Albert Gore Jr.,Democratic,149901
21111,2000,George W. Bush,Republican,145052
21111,2000,Ralph Nader,Green,5935
21111,2000,Patrick Buchanan,Reform,639
21111,2000,Harry Browne,Libertarian,581
21111,2000,John Hagelin,Natural Law,161
21111,2000,Howard Phillips,Constitution,92
21111,2000,Write-ins,-,1
21067,2000,George W. Bush,Republican,54495
21067,2000,Albert Gore Jr.,Democratic,47277
21067,2000,Ralph Nader,Green,3052
21067,2000,Harry Browne,Libertarian,285
21067,2000,Patrick Buchanan,Reform,217
21067,2000,John Hagelin,Natural Law,101
21067,2000,Howard Phillips,Constitution,48
21067,2000,Write-ins,-,2
21117,2000,George W. Bush,Republican,35363
21117,2000,Albert Gore Jr.,Democratic,19100
21117,2000,Ralph Nader,Green,1293
21117,2000,Patrick Buchanan,Reform,203
21117,2000,Harry Browne,Libertarian,182
21117,2000,John Hagelin,Natural Law,46
21117,2000,Howard Phillips,Constitution,36
21117,2000,Write-ins,-,26
21015,2000,George W. Bush,Republican,22016
21015,2000,Albert Gore Jr.,Democratic,9248
21015,2000,Ralph Nader,Green,485
21015,2000,Patrick Buchanan,Reform,136
21015,2000,Harry Browne,Libertarian,65
21015,2000,John Hagelin,Natural Law,22
21015,2000,Howard Phillips,Constitution,12
21227,2000,George W. Bush,Republican,20235
21227,2000,Albert Gore Jr.,Democratic,12180
21227,2000,Ralph Nader,Green,407
21227,2000,Harry Browne,Libertarian,65
21227,2000,Patrick Buchanan,Reform,53
21227,2000,John Hagelin,Natural Law,18
21227,2000,Howard Phillips,Constitution,17
21059,2000,George W. Bush,Republican,21361
21059,2000,Albert Gore Jr.,Democratic,14126
21059,2000,Ralph Nader,Green,506
21059,2000,Patrick Buchanan,Reform,98
21059,2000,Harry Browne,Libertarian,67
21059,2000,Howard Phillips,Constitution,50
21059,2000,John Hagelin,Natural Law,32
21093,2000,George W. Bush,Republican,18964
21093,2000,Albert Gore Jr.,Democratic,11095
21093,2000,Ralph Nader,Green,437
21093,2000,Patrick Buchanan,Reform,84
21093,2000,Harry Browne,Libertarian,66
21093,2000,John Hagelin,Natural Law,31
21093,2000,Howard Phillips,Constitution,13
21037,2000,George W. Bush,Republican,20789
21037,2000,Albert Gore Jr.,Democratic,12040
21037,2000,Ralph Nader,Green,720
21037,2000,Patrick Buchanan,Reform,124
21037,2000,Harry Browne,Libertarian,82
21037,2000,John Hagelin,Natural Law,34
21037,2000,Howard Phillips,Constitution,20
21037,2000,Write-ins,-,20
21151,2000,George W. Bush,Republican,13682
21151,2000,Albert Gore Jr.,Democratic,9309
21151,2000,Ralph Nader,Green,525
21151,2000,Harry Browne,Libertarian,64
21151,2000,Patrick Buchanan,Reform,39
21151,2000,John Hagelin,Natural Law,29
21151,2000,Howard Phillips,Constitution,18
21029,2000,George W. Bush,Republican,14054
21029,2000,Albert Gore Jr.,Democratic,8195
21029,2000,Ralph Nader,Green,270
21029,2000,Patrick Buchanan,Reform,83
21029,2000,Harry Browne,Libertarian,48
21029,2000,Write-ins,-,22
21029,2000,John Hagelin,Natural Law,19
21029,2000,Howard Phillips,Constitution,10
21185,2000,George W. Bush,Republican,13580
21185,2000,Albert Gore Jr.,Democratic,6236
21185,2000,Ralph Nader,Green,349
21185,2000,Harry Browne,Libertarian,48
21185,2000,Patrick Buchanan,Reform,35
21185,2000,Howard Phillips,Constitution,10
21185,2000,John Hagelin,Natural Law,10
21145,2000,George W. Bush,Republican,14745
21145,2000,Albert Gore Jr.,Democratic,11412
21145,2000,Ralph Nader,Green,302
21145,2000,Patrick Buchanan,Reform,98
21145,2000,Harry Browne,Libertarian,64
21145,2000,Howard Phillips,Constitution,39
21145,2000,John Hagelin,Natural Law,29
21199,2000,George W. Bush,Republican,15845
21199,2000,Albert Gore Jr.,Democratic,5415
21199,2000,Ralph Nader,Green,178
21199,2000,Patrick Buchanan,Reform,44
21199,2000,Harry Browne,Libertarian,29
21199,2000,John Hagelin,Natural Law,17
21199,2000,Howard Phillips,Constitution,13
21125,2000,George W. Bush,Republican,13029
21125,2000,Albert Gore Jr.,Democratic,4856
21125,2000,Ralph Nader,Green,138
21125,2000,Patrick Buchanan,Reform,37
21125,2000,Harry Browne,Libertarian,24
21125,2000,John Hagelin,Natural Law,22
21125,2000,Howard Phillips,Constitution,14
21195,2000,Albert Gore Jr.,Democratic,13611
21195,2000,George W. Bush,Republican,11005
21195,2000,Ralph Nader,Green,169
21195,2000,Patrick Buchanan,Reform,76
21195,2000,Harry Browne,Libertarian,35
21195,2000,John Hagelin,Natural Law,25
21195,2000,Howard Phillips,Constitution,14
21209,2000,George W. Bush,Republican,7952
21209,2000,Albert Gore Jr.,Democratic,5472
21209,2000,Ralph Nader,Green,272
21209,2000,Patrick Buchanan,Reform,35
21209,2000,John Hagelin,Natural Law,27
21209,2000,Harry Browne,Libertarian,16
21209,2000,Howard Phillips,Constitution,12
21073,2000,Albert Gore Jr.,Democratic,10853
21073,2000,George W. Bush,Republican,10209
21073,2000,Ralph Nader,Green,449
21073,2000,Patrick Buchanan,Reform,61
21073,2000,Harry Browne,Libertarian,46
21073,2000,John Hagelin,Natural Law,26
21073,2000,Howard Phillips,Constitution,10
21113,2000,George W. Bush,Republican,10074
21113,2000,Albert Gore Jr.,Democratic,4633
21113,2000,Ralph Nader,Green,266
21113,2000,Patrick Buchanan,Reform,38
21113,2000,Harry Browne,Libertarian,26
21113,2000,John Hagelin,Natural Law,16
21113,2000,Howard Phillips,Constitution,8
21047,2000,George W. Bush,Republican,10787
21047,2000,Albert Gore Jr.,Democratic,6778
21047,2000,Ralph Nader,Green,137
21047,2000,Patrick Buchanan,Reform,31
21047,2000,Harry Browne,Libertarian,19
21047,2000,John Hagelin,Natural Law,15
21047,2000,Howard Phillips,Constitution,6
21179,2000,George W. Bush,Republican,7714
21179,2000,Albert Gore Jr.,Democratic,5481
21179,2000,Ralph Nader,Green,212
21179,2000,Patrick Buchanan,Reform,38
21179,2000,Harry Browne,Libertarian,23
21179,2000,Howard Phillips,Constitution,10
21179,2000,John Hagelin,Natural Law,10
21211,2000,George W. Bush,Republican,8068
21211,2000,Albert Gore Jr.,Democratic,4435
21211,2000,Ralph Nader,Green,179
21211,2000,Harry Browne,Libertarian,26
21211,2000,Patrick Buchanan,Reform,19
21211,2000,John Hagelin,Natural Law,7
21211,2000,Howard Phillips,Constitution,4
21019,2000,Albert Gore Jr.,Democratic,9541
21019,2000,George W. Bush,Republican,9247
21019,2000,Ralph Nader,Green,274
21019,2000,Patrick Buchanan,Reform,61
21019,2000,Harry Browne,Libertarian,33
21019,2000,John Hagelin,Natural Law,14
21019,2000,Howard Phillips,Constitution,12
21107,2000,George W. Bush,Republican,9490
21107,2000,Albert Gore Jr.,Democratic,6734
21107,2000,Ralph Nader,Green,160
21107,2000,Patrick Buchanan,Reform,50
21107,2000,Harry Browne,Libertarian,27
21107,2000,John Hagelin,Natural Law,19
21107,2000,Howard Phillips,Constitution,9
21101,2000,Albert Gore Jr.,Democratic,8054
21101,2000,George W. Bush,Republican,7698
21101,2000,Ralph Nader,Green,217
21101,2000,Patrick Buchanan,Reform,28
21101,2000,Harry Browne,Libertarian,19
21101,2000,John Hagelin,Natural Law,12
21101,2000,Howard Phillips,Constitution,11
21009,2000,George W. Bush,Republican,8741
21009,2000,Albert Gore Jr.,Democratic,4930
21009,2000,Ralph Nader,Green,108
21009,2000,Patrick Buchanan,Reform,33
21009,2000,Harry Browne,Libertarian,19
21009,2000,John Hagelin,Natural Law,10
21009,2000,Howard Phillips,Constitution,3
21157,2000,George W. Bush,Republican,7294
21157,2000,Albert Gore Jr.,Democratic,6203
21157,2000,Ralph Nader,Green,140
21157,2000,Patrick Buchanan,Reform,71
21157,2000,Howard Phillips,Constitution,28
21157,2000,Harry Browne,Libertarian,17
21157,2000,John Hagelin,Natural Law,8
21083,2000,George W. Bush,Republican,7849
21083,2000,Albert Gore Jr.,Democratic,6097
21083,2000,Ralph Nader,Green,131
21083,2000,Patrick Buchanan,Reform,90
21083,2000,Harry Browne,Libertarian,30
21083,2000,Howard Phillips,Constitution,19
21083,2000,John Hagelin,Natural Law,15
21071,2000,Albert Gore Jr.,Democratic,10088
21071,2000,George W. Bush,Republican,5068
21071,2000,Ralph Nader,Green,129
21071,2000,Patrick Buchanan,Reform,37
21071,2000,Harry Browne,Libertarian,29
21071,2000,John Hagelin,Natural Law,29
21071,2000,Howard Phillips,Constitution,14
21089,2000,George W. Bush,Republican,7233
21089,2000,Albert Gore Jr.,Democratic,7164
21089,2000,Ralph Nader,Green,178
21089,2000,Patrick Buchanan,Reform,40
21089,2000,Howard Phillips,Constitution,17
21089,2000,John Hagelin,Natural Law,17
21089,2000,Harry Browne,Libertarian,14
21049,2000,George W. Bush,Republican,7297
21049,2000,Albert Gore Jr.,Democratic,4918
21049,2000,Ralph Nader,Green,191
21049,2000,Patrick Buchanan,Reform,24
21049,2000,Harry Browne,Libertarian,22
21049,2000,Howard Phillips,Constitution,13
21049,2000,John Hagelin,Natural Law,8
21035,2000,George W. Bush,Republican,7705
21035,2000,Albert Gore Jr.,Democratic,5635
21035,2000,Ralph Nader,Green,236
21035,2000,Patrick Buchanan,Reform,62
21035,2000,Harry Browne,Libertarian,26
21035,2000,John Hagelin,Natural Law,5
21035,2000,Howard Phillips,Constitution,4
21235,2000,George W. Bush,Republican,7502
21235,2000,Albert Gore Jr.,Democratic,4101
21235,2000,Ralph Nader,Green,107
21235,2000,Patrick Buchanan,Reform,37
21235,2000,Harry Browne,Libertarian,14
21235,2000,Howard Phillips,Constitution,9
21235,2000,John Hagelin,Natural Law,4
21239,2000,George W. Bush,Republican,5890
21239,2000,Albert Gore Jr.,Democratic,3995
21239,2000,Ralph Nader,Green,199
21239,2000,Harry Browne,Libertarian,23
21239,2000,Patrick Buchanan,Reform,16
21239,2000,John Hagelin,Natural Law,8
21239,2000,Howard Phillips,Constitution,6
21177,2000,Albert Gore Jr.,Democratic,6295
21177,2000,George W. Bush,Republican,5518
21177,2000,Ralph Nader,Green,87
21177,2000,Patrick Buchanan,Reform,30
21177,2000,Harry Browne,Libertarian,14
21177,2000,John Hagelin,Natural Law,7
21177,2000,Howard Phillips,Constitution,5
21021,2000,George W. Bush,Republican,6126
21021,2000,Albert Gore Jr.,Democratic,3963
21021,2000,Ralph Nader,Green,177
21021,2000,Patrick Buchanan,Reform,21
21021,2000,Harry Browne,Libertarian,20
21021,2000,John Hagelin,Natural Law,11
21021,2000,Howard Phillips,Constitution,8
21163,2000,George W. Bush,Republican,5319
21163,2000,Albert Gore Jr.,Democratic,3596
21163,2000,Ralph Nader,Green,104
21163,2000,Patrick Buchanan,Reform,23
21163,2000,Harry Browne,Libertarian,16
21163,2000,John Hagelin,Natural Law,10
21163,2000,Howard Phillips,Constitution,3
21121,2000,George W. Bush,Republican,6058
21121,2000,Albert Gore Jr.,Democratic,3690
21121,2000,Ralph Nader,Green,83
21121,2000,Patrick Buchanan,Reform,34
21121,2000,John Hagelin,Natural Law,22
21121,2000,Howard Phillips,Constitution,12
21121,2000,Harry Browne,Libertarian,11
21173,2000,George W. Bush,Republican,4534
21173,2000,Albert Gore Jr.,Democratic,3833
21173,2000,Ralph Nader,Green,87
21173,2000,Patrick Buchanan,Reform,28
21173,2000,Harry Browne,Libertarian,17
21173,2000,John Hagelin,Natural Law,15
21173,2000,Howard Phillips,Constitution,5
21005,2000,George W. Bush,Republican,4909
21005,2000,Albert Gore Jr.,Democratic,2902
21005,2000,Ralph Nader,Green,120
21005,2000,Patrick Buchanan,Reform,18
21005,2000,Harry Browne,Libertarian,9
21005,2000,Howard Phillips,Constitution,5
21005,2000,John Hagelin,Natural Law,4
21217,2000,George W. Bush,Republican,6151
21217,2000,Albert Gore Jr.,Democratic,2790
21217,2000,Ralph Nader,Green,70
21217,2000,Harry Browne,Libertarian,15
21217,2000,Patrick Buchanan,Reform,13
21217,2000,John Hagelin,Natural Law,7
21217,2000,Howard Phillips,Constitution,5
21141,2000,George W. Bush,Republican,5344
21141,2000,Albert Gore Jr.,Democratic,3885
21141,2000,Ralph Nader,Green,61
21141,2000,Patrick Buchanan,Reform,17
21141,2000,John Hagelin,Natural Law,14
21141,2000,Harry Browne,Libertarian,7
21141,2000,Howard Phillips,Constitution,4
21095,2000,Albert Gore Jr.,Democratic,5365
21095,2000,George W. Bush,Republican,4980
21095,2000,Ralph Nader,Green,110
21095,2000,Patrick Buchanan,Reform,39
21095,2000,John Hagelin,Natural Law,20
21095,2000,Harry Browne,Libertarian,13
21095,2000,Howard Phillips,Constitution,8
21167,2000,George W. Bush,Republican,5362
21167,2000,Albert Gore Jr.,Democratic,3092
21167,2000,Ralph Nader,Green,129
21167,2000,Patrick Buchanan,Reform,19
21167,2000,Harry Browne,Libertarian,14
21167,2000,John Hagelin,Natural Law,13
21167,2000,Howard Phillips,Constitution,3
21085,2000,George W. Bush,Republican,5843
21085,2000,Albert Gore Jr.,Democratic,2604
21085,2000,Ralph Nader,Green,58
21085,2000,Patrick Buchanan,Reform,18
21085,2000,John Hagelin,Natural Law,13
21085,2000,Harry Browne,Libertarian,10
21085,2000,Howard Phillips,Constitution,8
21085,2000,Write-ins,-,4
21193,2000,Albert Gore Jr.,Democratic,5514
21193,2000,George W. Bush,Republican,5300
21193,2000,Ralph Nader,Green,103
21193,2000,John Hagelin,Natural Law,32
21193,2000,Patrick Buchanan,Reform,29
21193,2000,Harry Browne,Libertarian,16
21193,2000,Write-ins,-,4
21193,2000,Howard Phillips,Constitution,2
21183,2000,George W. Bush,Republican,5413
21183,2000,Albert Gore Jr.,Democratic,3303
21183,2000,Ralph Nader,Green,103
21183,2000,Patrick Buchanan,Reform,35
21183,2000,Harry Browne,Libertarian,15
21183,2000,John Hagelin,Natural Law,10
21183,2000,Howard Phillips,Constitution,3
21043,2000,George W. Bush,Republican,4617
21043,2000,Albert Gore Jr.,Democratic,4182
21043,2000,Ralph Nader,Green,97
21043,2000,Patrick Buchanan,Reform,30
21043,2000,Harry Browne,Libertarian,13
21043,2000,John Hagelin,Natural Law,13
21043,2000,Howard Phillips,Constitution,7
21013,2000,George W. Bush,Republican,5585
21013,2000,Albert Gore Jr.,Democratic,4787
21013,2000,Ralph Nader,Green,102
21013,2000,John Hagelin,Natural Law,73
21013,2000,Patrick Buchanan,Reform,41
21013,2000,Harry Browne,Libertarian,15
21013,2000,Howard Phillips,Constitution,8
21115,2000,George W. Bush,Republican,4783
21115,2000,Albert Gore Jr.,Democratic,3251
21115,2000,Ralph Nader,Green,85
21115,2000,Patrick Buchanan,Reform,22
21115,2000,John Hagelin,Natural Law,20
21115,2000,Harry Browne,Libertarian,11
21115,2000,Howard Phillips,Constitution,8
21137,2000,George W. Bush,Republican,4795
21137,2000,Albert Gore Jr.,Democratic,2678
21137,2000,Ralph Nader,Green,71
21137,2000,Patrick Buchanan,Reform,27
21137,2000,Harry Browne,Libertarian,10
21137,2000,John Hagelin,Natural Law,10
21137,2000,Howard Phillips,Constitution,6
21081,2000,George W. Bush,Republican,4405
21081,2000,Albert Gore Jr.,Democratic,2568
21081,2000,Ralph Nader,Green,90
21081,2000,Patrick Buchanan,Reform,19
21081,2000,Harry Browne,Libertarian,12
21081,2000,Howard Phillips,Constitution,5
21081,2000,John Hagelin,Natural Law,4
21215,2000,George W. Bush,Republican,3150
21215,2000,Albert Gore Jr.,Democratic,1554
21215,2000,Ralph Nader,Green,35
21215,2000,Patrick Buchanan,Reform,12
21215,2000,Harry Browne,Libertarian,11
21215,2000,John Hagelin,Natural Law,6
21215,2000,Howard Phillips,Constitution,4
21133,2000,Albert Gore Jr.,Democratic,4698
21133,2000,George W. Bush,Republican,4092
21133,2000,Ralph Nader,Green,127
21133,2000,Patrick Buchanan,Reform,33
21133,2000,John Hagelin,Natural Law,18
21133,2000,Harry Browne,Libertarian,11
21133,2000,Howard Phillips,Constitution,6
21205,2000,George W. Bush,Republican,3546
21205,2000,Albert Gore Jr.,Democratic,3505
21205,2000,Ralph Nader,Green,136
21205,2000,Harry Browne,Libertarian,17
21205,2000,Patrick Buchanan,Reform,14
21205,2000,John Hagelin,Natural Law,7
21205,2000,Howard Phillips,Constitution,1
21017,2000,George W. Bush,Republican,3881
21017,2000,Albert Gore Jr.,Democratic,3048
21017,2000,Ralph Nader,Green,126
21017,2000,Patrick Buchanan,Reform,20
21017,2000,John Hagelin,Natural Law,11
21017,2000,Harry Browne,Libertarian,9
21017,2000,Howard Phillips,Constitution,7
21027,2000,George W. Bush,Republican,4763
21027,2000,Albert Gore Jr.,Democratic,2595
21027,2000,Ralph Nader,Green,48
21027,2000,Patrick Buchanan,Reform,20
21027,2000,John Hagelin,Natural Law,12
21027,2000,Harry Browne,Libertarian,11
21027,2000,Howard Phillips,Constitution,4
21001,2000,George W. Bush,Republican,5460
21001,2000,Albert Gore Jr.,Democratic,1779
21001,2000,Ralph Nader,Green,48
21001,2000,Patrick Buchanan,Reform,15
21001,2000,Harry Browne,Libertarian,12
21001,2000,John Hagelin,Natural Law,10
21001,2000,Howard Phillips,Constitution,4
21207,2000,George W. Bush,Republican,5268
21207,2000,Albert Gore Jr.,Democratic,1710
21207,2000,Ralph Nader,Green,54
21207,2000,Patrick Buchanan,Reform,23
21207,2000,John Hagelin,Natural Law,10
21207,2000,Harry Browne,Libertarian,7
21207,2000,Howard Phillips,Constitution,2
21155,2000,George W. Bush,Republican,3259
21155,2000,Albert Gore Jr.,Democratic,2778
21155,2000,Ralph Nader,Green,93
21155,2000,Patrick Buchanan,Reform,30
21155,2000,Harry Browne,Libertarian,12
21155,2000,John Hagelin,Natural Law,3
21155,2000,Howard Phillips,Constitution,1
21003,2000,George W. Bush,Republican,4415
21003,2000,Albert Gore Jr.,Democratic,1950
21003,2000,Ralph Nader,Green,31
21003,2000,Harry Browne,Libertarian,11
21003,2000,Patrick Buchanan,Reform,10
21003,2000,John Hagelin,Natural Law,8
21003,2000,Howard Phillips,Constitution,4
21231,2000,George W. Bush,Republican,4069
21231,2000,Albert Gore Jr.,Democratic,2312
21231,2000,Ralph Nader,Green,45
21231,2000,Patrick Buchanan,Reform,23
21231,2000,Harry Browne,Libertarian,13
21231,2000,Howard Phillips,Constitution,7
21231,2000,John Hagelin,Natural Law,5
21097,2000,George W. Bush,Republican,3793
21097,2000,Albert Gore Jr.,Democratic,2658
21097,2000,Ralph Nader,Green,114
21097,2000,Patrick Buchanan,Reform,22
21097,2000,Howard Phillips,Constitution,11
21097,2000,Harry Browne,Libertarian,10
21097,2000,John Hagelin,Natural Law,3
21079,2000,George W. Bush,Republican,4043
21079,2000,Albert Gore Jr.,Democratic,1713
21079,2000,Ralph Nader,Green,43
21079,2000,Harry Browne,Libertarian,9
21079,2000,John Hagelin,Natural Law,8
21079,2000,Patrick Buchanan,Reform,7
21213,2000,George W. Bush,Republican,3169
21213,2000,Albert Gore Jr.,Democratic,2583
21213,2000,Ralph Nader,Green,38
21213,2000,Patrick Buchanan,Reform,11
21213,2000,Harry Browne,Libertarian,11
21213,2000,Howard Phillips,Constitution,8
21213,2000,John Hagelin,Natural Law,4
21099,2000,George W. Bush,Republican,3725
21099,2000,Albert Gore Jr.,Democratic,2201
21099,2000,Ralph Nader,Green,53
21099,2000,Patrick Buchanan,Reform,16
21099,2000,Harry Browne,Libertarian,10
21099,2000,John Hagelin,Natural Law,9
21099,2000,Howard Phillips,Constitution,5
21161,2000,George W. Bush,Republican,3572
21161,2000,Albert Gore Jr.,Democratic,2178
21161,2000,Ralph Nader,Green,88
21161,2000,Patrick Buchanan,Reform,16
21161,2000,Harry Browne,Libertarian,12
21161,2000,John Hagelin,Natural Law,4
21161,2000,Howard Phillips,Constitution,3
21103,2000,George W. Bush,Republican,3244
21103,2000,Albert Gore Jr.,Democratic,2117
21103,2000,Ralph Nader,Green,73
21103,2000,Patrick Buchanan,Reform,18
21103,2000,Harry Browne,Libertarian,14
21103,2000,John Hagelin,Natural Law,5
21103,2000,Howard Phillips,Constitution,2
21051,2000,George W. Bush,Republican,4926
21051,2000,Albert Gore Jr.,Democratic,1723
21051,2000,Ralph Nader,Green,28
21051,2000,Patrick Buchanan,Reform,26
21051,2000,John Hagelin,Natural Law,8
21051,2000,Harry Browne,Libertarian,4
21051,2000,Howard Phillips,Constitution,4
21221,2000,George W. Bush,Republican,3130
21221,2000,Albert Gore Jr.,Democratic,2110
21221,2000,Ralph Nader,Green,69
21221,2000,Patrick Buchanan,Reform,18
21221,2000,Harry Browne,Libertarian,11
21221,2000,Howard Phillips,Constitution,3
21221,2000,John Hagelin,Natural Law,3
21203,2000,George W. Bush,Republican,3992
21203,2000,Albert Gore Jr.,Democratic,1174
21203,2000,Ralph Nader,Green,45
21203,2000,Patrick Buchanan,Reform,15
21203,2000,John Hagelin,Natural Law,9
21203,2000,Harry Browne,Libertarian,8
21203,2000,Howard Phillips,Constitution,4
21045,2000,George W. Bush,Republican,4284
21045,2000,Albert Gore Jr.,Democratic,1122
21045,2000,Ralph Nader,Green,36
21045,2000,Patrick Buchanan,Reform,12
21045,2000,Harry Browne,Libertarian,7
21045,2000,John Hagelin,Natural Law,5
21045,2000,Howard Phillips,Constitution,3
21123,2000,George W. Bush,Republican,3384
21123,2000,Albert Gore Jr.,Democratic,1727
21123,2000,Ralph Nader,Green,41
21123,2000,Patrick Buchanan,Reform,15
21123,2000,Harry Browne,Libertarian,6
21123,2000,Howard Phillips,Constitution,3
21123,2000,John Hagelin,Natural Law,3
21069,2000,George W. Bush,Republican,3282
21069,2000,Albert Gore Jr.,Democratic,1813
21069,2000,Ralph Nader,Green,43
21069,2000,Patrick Buchanan,Reform,23
21069,2000,Harry Browne,Libertarian,7
21069,2000,John Hagelin,Natural Law,7
21069,2000,Howard Phillips,Constitution,4
21225,2000,George W. Bush,Republican,2749
21225,2000,Albert Gore Jr.,Democratic,2547
21225,2000,Ralph Nader,Green,54
21225,2000,Patrick Buchanan,Reform,13
21225,2000,John Hagelin,Natural Law,3
21225,2000,Harry Browne,Libertarian,2
21127,2000,George W. Bush,Republican,2969
21127,2000,Albert Gore Jr.,Democratic,2258
21127,2000,Ralph Nader,Green,47
21127,2000,Patrick Buchanan,Reform,16
21127,2000,Harry Browne,Libertarian,12
21127,2000,John Hagelin,Natural Law,3
21127,2000,Howard Phillips,Constitution,2
21191,2000,George W. Bush,Republican,3044
21191,2000,Albert Gore Jr.,Democratic,1670
21191,2000,Ralph Nader,Green,57
21191,2000,Patrick Buchanan,Reform,13
21191,2000,Harry Browne,Libertarian,12
21191,2000,John Hagelin,Natural Law,5
21191,2000,Howard Phillips,Constitution,2
21033,2000,George W. Bush,Republican,3161
21033,2000,Albert Gore Jr.,Democratic,2223
21033,2000,Ralph Nader,Green,54
21033,2000,Patrick Buchanan,Reform,25
21033,2000,Harry Browne,Libertarian,11
21033,2000,Howard Phillips,Constitution,5
21033,2000,John Hagelin,Natural Law,3
21233,2000,George W. Bush,Republican,2599
21233,2000,Albert Gore Jr.,Democratic,2388
21233,2000,Ralph Nader,Green,52
21233,2000,Patrick Buchanan,Reform,20
21233,2000,John Hagelin,Natural Law,6
21233,2000,Harry Browne,Libertarian,5
21233,2000,Howard Phillips,Constitution,2
21147,2000,George W. Bush,Republican,3321
21147,2000,Albert Gore Jr.,Democratic,1418
21147,2000,Ralph Nader,Green,38
21147,2000,Patrick Buchanan,Reform,10
21147,2000,Harry Browne,Libertarian,7
21147,2000,John Hagelin,Natural Law,4
21147,2000,Howard Phillips,Constitution,1
21119,2000,Albert Gore Jr.,Democratic,4349
21119,2000,George W. Bush,Republican,2029
21119,2000,Ralph Nader,Green,42
21119,2000,John Hagelin,Natural Law,13
21119,2000,Harry Browne,Libertarian,11
21119,2000,Patrick Buchanan,Reform,10
21119,2000,Howard Phillips,Constitution,4
21025,2000,Albert Gore Jr.,Democratic,2902
21025,2000,George W. Bush,Republican,2084
21025,2000,Ralph Nader,Green,57
21025,2000,Patrick Buchanan,Reform,12
21025,2000,John Hagelin,Natural Law,11
21025,2000,Harry Browne,Libertarian,7
21229,2000,George W. Bush,Republican,3044
21229,2000,Albert Gore Jr.,Democratic,1458
21229,2000,Ralph Nader,Green,59
21229,2000,John Hagelin,Natural Law,12
21229,2000,Patrick Buchanan,Reform,11
21229,2000,Harry Browne,Libertarian,4
21031,2000,George W. Bush,Republican,3654
21031,2000,Albert Gore Jr.,Democratic,1299
21031,2000,Ralph Nader,Green,27
21031,2000,Patrick Buchanan,Reform,17
21031,2000,Harry Browne,Libertarian,8
21031,2000,John Hagelin,Natural Law,3
21031,2000,Howard Phillips,Constitution,2
21065,2000,George W. Bush,Republican,3033
21065,2000,Albert Gore Jr.,Democratic,1591
21065,2000,Ralph Nader,Green,51
21065,2000,Patrick Buchanan,Reform,12
21065,2000,John Hagelin,Natural Law,12
21065,2000,Harry Browne,Libertarian,9
21065,2000,Howard Phillips,Constitution,2
21109,2000,George W. Bush,Republican,4079
21109,2000,Albert Gore Jr.,Democratic,701
21109,2000,Ralph Nader,Green,45
21109,2000,Patrick Buchanan,Reform,12
21109,2000,Harry Browne,Libertarian,7
21109,2000,John Hagelin,Natural Law,6
21109,2000,Howard Phillips,Constitution,5
21087,2000,George W. Bush,Republican,3615
21087,2000,Albert Gore Jr.,Democratic,1085
21087,2000,Ralph Nader,Green,31
21087,2000,Patrick Buchanan,Reform,11
21087,2000,Harry Browne,Libertarian,7
21087,2000,John Hagelin,Natural Law,4
21087,2000,Howard Phillips,Constitution,3
21135,2000,George W. Bush,Republican,3217
21135,2000,Albert Gore Jr.,Democratic,1293
